"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2017년 11월 15일","10.60","10.85","11.15","10.55","345.32K","-3.64%"
"2017년 11월 14일","11.00","11.15","11.35","10.95","459.76K","-0.90%"
"2017년 11월 13일","11.10","11.20","11.45","10.90","713.47K","-2.20%"
"2017년 11월 10일","11.35","11.55","11.85","11.20","340.96K","-1.30%"
"2017년 11월 09일","11.50","11.90","12.00","11.50","486.99K","-4.17%"
"2017년 11월 08일","12.00","11.90","12.40","11.82","759.75K","1.69%"
"2017년 11월 07일","11.80","11.65","11.85","11.52","435.57K","0.85%"
"2017년 11월 06일","11.70","11.50","11.73","11.50","271.79K","1.30%"
"2017년 11월 03일","11.55","11.60","11.75","11.45","262.90K","-0.86%"
"2017년 11월 02일","11.65","11.85","11.93","11.60","229.82K","-1.48%"
"2017년 11월 01일","11.82","12.20","12.20","11.70","210.95K","-2.27%"
"2017년 10월 31일","12.10","12.05","12.23","11.90","431.03K","0.83%"
"2017년 10월 30일","12.00","12.00","12.15","11.93","156.96K","-0.83%"
"2017년 10월 27일","12.10","12.05","12.15","11.85","199.08K","1.26%"
"2017년 10월 26일","11.95","12.05","12.15","11.95","151.96K","-0.42%"
"2017년 10월 25일","12.00","12.10","12.10","11.85","382.37K","-0.83%"
"2017년 10월 24일","12.10","12.00","12.15","11.93","149.06K","1.68%"
"2017년 10월 23일","11.90","12.05","12.15","11.88","425.85K","-1.24%"
"2017년 10월 20일","12.05","11.80","12.20","11.55","469.35K","2.99%"
"2017년 10월 19일","11.70","11.45","11.80","11.13","534.64K","0.86%"
"2017년 10월 18일","11.60","11.25","11.70","11.10","748.17K","3.57%"
"2017년 10월 17일","11.20","11.45","11.50","11.15","206.95K","-1.75%"
"2017년 10월 16일","11.40","11.55","11.65","11.35","319.43K","-0.87%"
"2017년 10월 13일","11.50","11.70","11.70","11.50","158.49K","-0.43%"
"2017년 10월 12일","11.55","11.60","11.70","11.50","312.54K","-1.28%"
"2017년 10월 11일","11.70","11.80","11.85","11.63","477.17K","-0.43%"
"2017년 10월 10일","11.75","11.70","11.80","11.55","446.15K","1.29%"
"2017년 10월 09일","11.60","11.65","11.75","11.55","253.99K","0.00%"
"2017년 10월 06일","11.60","12.10","12.18","11.60","450.81K","-4.13%"
"2017년 10월 05일","12.10","12.15","12.38","12.10","369.06K","-0.82%"
"2017년 10월 04일","12.20","12.40","12.45","12.10","254.69K","-1.61%"
"2017년 10월 03일","12.40","12.35","12.45","12.25","306.14K","0.40%"
"2017년 10월 02일","12.35","12.10","12.55","12.10","466.24K","1.65%"
"2017년 09월 29일","12.15","12.20","12.45","12.07","425.85K","-0.41%"
"2017년 09월 28일","12.20","12.50","12.55","12.07","448.61K","-2.01%"
"2017년 09월 27일","12.45","13.35","13.35","12.38","1.72M","-6.04%"
"2017년 09월 26일","13.25","13.40","13.45","13.15","634.80K","-0.75%"
"2017년 09월 25일","13.35","13.25","13.50","13.25","244.18K","1.52%"
"2017년 09월 22일","13.15","13.20","13.35","13.10","293.08K","0.38%"
"2017년 09월 21일","13.10","13.30","13.45","13.10","268.82K","-2.24%"
"2017년 09월 20일","13.40","12.90","13.55","12.85","739.28K","3.88%"
"2017년 09월 19일","12.90","13.00","13.15","12.80","148.36K","-0.77%"
"2017년 09월 18일","13.00","12.95","13.10","12.80","386.22K","0.39%"
"2017년 09월 15일","12.95","12.80","12.95","12.60","1.11M","1.57%"
"2017년 09월 14일","12.75","12.70","12.88","12.48","325.92K","0.00%"
"2017년 09월 13일","12.75","12.55","12.75","12.55","278.49K","1.19%"
"2017년 09월 12일","12.60","12.25","12.63","12.08","275.87K","3.28%"
"2017년 09월 11일","12.20","12.15","12.30","12.00","223.24K","1.24%"
"2017년 09월 08일","12.05","12.30","12.45","12.00","216.50K","-1.63%"
"2017년 09월 07일","12.25","12.10","12.30","11.90","154.74K","0.82%"
"2017년 09월 06일","12.15","12.25","12.35","12.05","214.21K","-0.82%"
"2017년 09월 05일","12.25","12.30","12.35","11.85","405.83K","0.00%"
"2017년 09월 01일","12.25","12.10","12.25","11.95","228.13K","1.24%"
"2017년 08월 31일","12.10","12.15","12.27","12.00","300.09K","0.00%"
"2017년 08월 30일","12.10","12.00","12.15","11.95","278.77K","0.41%"
"2017년 08월 29일","12.05","11.95","12.05","11.85","212.38K","0.42%"
"2017년 08월 28일","12.00","12.10","12.10","11.85","271.40K","0.00%"
"2017년 08월 25일","12.00","11.75","12.00","11.75","221.05K","2.13%"
"2017년 08월 24일","11.75","11.60","11.80","11.55","201.14K","1.29%"
"2017년 08월 23일","11.60","11.60","11.95","11.40","901.84K","3.57%"
"2017년 08월 22일","11.20","11.10","11.85","11.05","833.27K","0.90%"
"2017년 08월 21일","11.10","11.10","11.15","10.90","364.24K","0.00%"
"2017년 08월 18일","11.10","10.90","11.25","10.76","396.35K","1.37%"
"2017년 08월 17일","10.95","11.10","11.32","10.95","391.29K","-1.79%"
"2017년 08월 16일","11.15","11.50","11.60","11.15","556.79K","-3.04%"
"2017년 08월 15일","11.50","11.60","11.63","11.45","458.01K","-0.86%"
"2017년 08월 14일","11.60","11.60","11.80","11.47","685.42K","0.43%"
"2017년 08월 11일","11.55","11.60","11.68","11.50","407.57K","0.00%"
"2017년 08월 10일","11.55","11.60","11.70","11.45","716.47K","-0.86%"
"2017년 08월 09일","11.65","11.70","11.80","11.45","918.85K","-0.85%"
"2017년 08월 08일","11.75","12.00","12.15","11.52","709.81K","-2.29%"
"2017년 08월 07일","12.02","11.90","12.15","11.75","326.73K","0.21%"
"2017년 08월 04일","12.00","11.70","12.40","11.20","833.17K","-5.51%"
"2017년 08월 03일","12.70","12.55","12.70","12.45","491.52K","1.20%"
"2017년 08월 02일","12.55","12.60","12.88","12.50","275.94K","-0.79%"
"2017년 08월 01일","12.65","12.50","12.75","12.45","322.99K","1.20%"
"2017년 07월 31일","12.50","12.50","12.65","12.40","436.20K","-0.40%"
"2017년 07월 28일","12.55","12.55","12.65","12.35","302.04K","-0.40%"
"2017년 07월 27일","12.60","12.65","12.70","12.45","265.53K","0.00%"
"2017년 07월 26일","12.60","12.85","12.85","12.48","313.91K","-1.18%"
"2017년 07월 25일","12.75","12.85","12.99","12.65","432.73K","0.00%"
"2017년 07월 24일","12.75","12.55","12.85","12.40","431.79K","1.59%"
"2017년 07월 21일","12.55","12.50","12.57","12.27","475.89K","1.21%"
"2017년 07월 20일","12.40","12.35","12.48","12.25","227.67K","0.81%"
"2017년 07월 19일","12.30","12.25","12.50","12.23","211.74K","0.41%"
"2017년 07월 18일","12.25","12.30","12.35","12.20","239.58K","-0.41%"
"2017년 07월 17일","12.30","12.10","12.40","11.98","370.34K","0.41%"
"2017년 07월 14일","12.25","12.15","12.25","12.05","260.57K","0.41%"
"2017년 07월 13일","12.20","12.15","12.25","11.95","386.13K","0.83%"
"2017년 07월 12일","12.10","12.10","12.30","11.95","484.80K","0.41%"
"2017년 07월 11일","12.05","12.45","12.50","12.00","434.49K","-2.82%"
"2017년 07월 10일","12.40","12.10","12.50","12.00","789.72K","0.81%"
"2017년 07월 07일","12.30","12.20","12.35","11.85","466.04K","-0.40%"
"2017년 07월 06일","12.35","12.35","12.50","12.25","542.95K","-0.40%"
"2017년 07월 05일","12.40","13.00","13.05","11.75","1.05M","-5.34%"
"2017년 07월 03일","13.10","13.05","13.39","12.95","484.99K","1.16%"
"2017년 06월 30일","12.95","12.95","13.05","12.80","728.80K","1.57%"
"2017년 06월 29일","12.75","12.60","12.80","12.48","450.70K","1.59%"
"2017년 06월 28일","12.55","12.75","12.88","12.50","466.90K","-0.79%"
"2017년 06월 27일","12.65","12.90","13.00","12.60","553.59K","-1.17%"
"2017년 06월 26일","12.80","12.70","12.95","12.45","1.19M","2.40%"
"2017년 06월 23일","12.50","12.05","12.55","11.85","801.02K","4.17%"
"2017년 06월 22일","12.00","12.10","12.10","11.95","343.33K","-0.83%"
"2017년 06월 21일","12.10","12.45","12.55","11.90","534.15K","-2.02%"
"2017년 06월 20일","12.35","11.90","12.35","11.75","411.36K","2.92%"
"2017년 06월 19일","12.00","12.40","12.50","11.95","331.77K","-3.03%"
"2017년 06월 16일","12.38","12.15","12.45","12.15","1.31M","1.43%"
"2017년 06월 15일","12.20","11.90","12.30","11.85","435.34K","1.67%"
"2017년 06월 14일","12.00","11.95","12.00","11.55","929.41K","0.42%"
"2017년 06월 13일","11.95","11.85","11.98","11.75","273.65K","1.27%"
"2017년 06월 12일","11.80","11.50","12.05","11.48","446.63K","3.51%"
"2017년 06월 09일","11.40","11.25","11.55","11.15","429.55K","1.79%"
"2017년 06월 08일","11.20","11.10","11.25","10.97","287.43K","1.36%"
"2017년 06월 07일","11.05","11.20","11.25","10.95","291.25K","-2.64%"
"2017년 06월 06일","11.35","11.20","11.50","11.20","282.14K","0.00%"
"2017년 06월 05일","11.35","11.45","11.50","11.30","281.62K","-0.87%"
"2017년 06월 02일","11.45","11.40","11.50","11.35","333.00K","0.00%"
"2017년 06월 01일","11.45","11.40","11.57","11.30","364.62K","1.33%"
"2017년 05월 31일","11.30","11.05","11.35","10.85","367.82K","2.26%"
"2017년 05월 30일","11.05","11.30","11.40","11.05","387.45K","-2.21%"
"2017년 05월 26일","11.30","11.30","11.35","11.05","355.29K","0.00%"
"2017년 05월 25일","11.30","11.35","11.50","11.23","312.25K","0.00%"
"2017년 05월 24일","11.30","11.35","11.40","11.25","299.91K","0.00%"
"2017년 05월 23일","11.30","11.40","11.49","11.23","250.29K","-0.44%"
"2017년 05월 22일","11.35","11.40","11.50","11.30","226.26K","-0.44%"
"2017년 05월 19일","11.40","11.55","11.55","11.30","272.19K","-0.87%"
"2017년 05월 18일","11.50","11.15","11.50","11.10","316.04K","3.14%"
"2017년 05월 17일","11.15","11.35","11.40","11.05","318.10K","-3.04%"
"2017년 05월 16일","11.50","11.40","11.52","11.30","343.81K","0.88%"
"2017년 05월 15일","11.40","11.65","11.75","11.35","402.86K","-2.15%"
"2017년 05월 12일","11.65","11.85","11.85","11.60","349.99K","-1.69%"
"2017년 05월 11일","11.85","12.45","12.45","11.80","327.70K","-4.82%"
"2017년 05월 10일","12.45","12.50","12.65","12.35","413.31K","-0.40%"
"2017년 05월 09일","12.50","12.25","12.65","12.15","610.99K","2.04%"
"2017년 05월 08일","12.25","12.00","12.35","11.80","718.90K","3.81%"
"2017년 05월 05일","11.80","11.90","11.90","10.45","1.45M","16.26%"
"2017년 05월 04일","10.15","10.35","10.35","9.95","166.64K","-1.46%"
"2017년 05월 03일","10.30","10.45","10.45","10.15","226.92K","-2.37%"
"2017년 05월 02일","10.55","10.60","10.65","10.40","219.35K","0.00%"
"2017년 05월 01일","10.55","10.50","10.65","10.25","361.11K","0.96%"
"2017년 04월 28일","10.45","10.55","10.55","10.35","253.22K","-0.95%"
"2017년 04월 27일","10.55","10.45","10.60","10.25","224.79K","0.72%"
"2017년 04월 26일","10.48","10.50","10.55","10.40","249.15K","-0.24%"
"2017년 04월 25일","10.50","10.20","10.50","10.20","208.66K","1.45%"
"2017년 04월 24일","10.35","10.40","10.40","10.25","264.10K","0.49%"
"2017년 04월 21일","10.30","10.25","10.38","10.15","367.93K","0.49%"
"2017년 04월 20일","10.25","10.15","10.35","10.02","192.47K","1.49%"
"2017년 04월 19일","10.10","10.00","10.20","10.00","395.94K","1.51%"
"2017년 04월 18일","9.95","10.15","10.15","9.85","355.49K","-2.45%"
"2017년 04월 17일","10.20","10.00","10.25","9.85","308.00K","3.03%"
"2017년 04월 13일","9.90","10.20","10.20","9.90","275.65K","-2.94%"
"2017년 04월 12일","10.20","10.30","10.35","10.15","177.63K","-0.97%"
"2017년 04월 11일","10.30","10.20","10.35","10.20","215.03K","0.49%"
"2017년 04월 10일","10.25","9.95","10.40","9.95","295.74K","3.02%"
"2017년 04월 07일","9.95","10.10","10.20","9.82","440.08K","-1.49%"
"2017년 04월 06일","10.10","9.95","10.25","9.93","650.55K","1.51%"
"2017년 04월 05일","9.95","10.30","10.50","9.85","412.18K","-3.40%"
"2017년 04월 04일","10.30","10.35","10.35","10.05","326.12K","-0.48%"
"2017년 04월 03일","10.35","10.50","10.50","10.25","242.06K","-0.96%"
"2017년 03월 31일","10.45","10.10","10.50","10.10","581.98K","2.96%"
"2017년 03월 30일","10.15","10.20","10.30","10.05","424.03K","-0.49%"
"2017년 03월 29일","10.20","9.75","10.30","9.75","711.17K","3.55%"
"2017년 03월 28일","9.85","9.85","9.95","9.75","189.71K","-0.51%"
"2017년 03월 27일","9.90","9.90","10.00","9.82","364.66K","-0.50%"
"2017년 03월 24일","9.95","10.00","10.20","9.95","224.11K","-1.00%"
"2017년 03월 23일","10.05","10.00","10.15","10.00","190.09K","0.50%"
"2017년 03월 22일","10.00","9.95","10.15","9.85","292.84K","-0.50%"
"2017년 03월 21일","10.05","10.45","10.45","10.00","492.14K","-3.37%"
"2017년 03월 20일","10.40","10.50","10.50","10.30","915.69K","-0.95%"
"2017년 03월 17일","10.50","10.10","10.50","9.95","520.33K","3.45%"
"2017년 03월 16일","10.15","9.95","10.15","9.75","336.65K","2.53%"
"2017년 03월 15일","9.90","9.85","9.90","9.65","202.77K","1.02%"
"2017년 03월 14일","9.80","9.60","9.80","9.41","259.07K","1.03%"
"2017년 03월 13일","9.70","9.50","9.75","9.50","226.06K","2.11%"
"2017년 03월 10일","9.50","9.50","9.65","9.45","249.71K","0.53%"
"2017년 03월 09일","9.45","9.45","9.50","9.27","270.85K","0.53%"
"2017년 03월 08일","9.40","10.00","10.00","9.25","470.96K","4.44%"
"2017년 03월 07일","9.00","9.00","9.05","8.85","213.59K","0.00%"
"2017년 03월 06일","9.00","9.10","9.20","8.88","348.59K","-1.10%"
"2017년 03월 03일","9.10","9.30","9.40","9.05","222.91K","-2.15%"
"2017년 03월 02일","9.30","9.30","9.32","9.10","478.75K","-0.53%"
"2017년 03월 01일","9.35","9.00","9.44","8.85","492.63K","5.06%"
"2017년 02월 28일","8.90","8.60","9.00","8.50","507.74K","2.30%"
"2017년 02월 27일","8.70","8.40","8.85","8.40","255.27K","3.26%"
"2017년 02월 24일","8.43","8.70","8.70","8.35","208.43K","-3.16%"
"2017년 02월 23일","8.70","8.80","8.85","8.63","224.19K","0.00%"
"2017년 02월 22일","8.70","8.80","8.85","8.63","166.87K","-1.14%"
"2017년 02월 21일","8.80","9.00","9.00","8.80","141.29K","-2.22%"
"2017년 02월 17일","9.00","8.80","9.00","8.75","297.80K","2.27%"
"2017년 02월 16일","8.80","8.60","8.80","8.50","309.52K","2.33%"
"2017년 02월 15일","8.60","8.75","8.85","8.60","149.85K","-2.82%"
"2017년 02월 14일","8.85","8.70","8.88","8.65","456.09K","1.14%"
"2017년 02월 13일","8.75","9.05","9.07","8.65","186.13K","-3.31%"
"2017년 02월 10일","9.05","8.90","9.10","8.80","250.62K","2.26%"
"2017년 02월 09일","8.85","8.70","9.05","8.55","332.58K","1.72%"
"2017년 02월 08일","8.70","8.60","8.70","8.35","306.81K","0.58%"
"2017년 02월 07일","8.65","8.50","8.70","8.35","251.06K","2.37%"
"2017년 02월 06일","8.45","8.55","8.65","8.40","112.60K","-1.74%"
"2017년 02월 03일","8.60","8.40","8.85","8.40","281.51K","2.38%"
"2017년 02월 02일","8.40","8.45","8.45","8.30","171.64K","-0.59%"
"2017년 02월 01일","8.45","8.70","8.80","8.40","166.11K","-2.87%"
"2017년 01월 31일","8.70","8.40","8.70","8.25","438.52K","2.96%"
"2017년 01월 30일","8.45","8.90","8.90","8.45","245.10K","-5.59%"
"2017년 01월 27일","8.95","8.90","9.02","8.80","247.29K","0.00%"
"2017년 01월 26일","8.95","8.90","9.00","8.70","302.46K","0.00%"
"2017년 01월 25일","8.95","9.05","9.05","8.80","231.35K","-1.10%"
"2017년 01월 24일","9.05","9.10","9.29","8.95","248.96K","-0.55%"
"2017년 01월 23일","9.10","9.00","9.10","8.85","513.11K","1.11%"
"2017년 01월 20일","9.00","8.90","9.10","8.90","286.44K","1.12%"
"2017년 01월 19일","8.90","8.90","8.95","8.85","228.11K","-0.56%"
"2017년 01월 18일","8.95","8.95","8.95","8.80","178.93K","0.56%"
"2017년 01월 17일","8.90","9.05","9.20","8.85","255.57K","-2.20%"
"2017년 01월 13일","9.10","9.10","9.25","9.00","204.00K","0.00%"
"2017년 01월 12일","9.10","9.15","9.36","9.00","228.69K","-1.62%"
"2017년 01월 11일","9.25","9.40","9.40","9.15","378.84K","-0.54%"
"2017년 01월 10일","9.30","9.25","9.35","9.15","1.16M","1.09%"
"2017년 01월 09일","9.20","9.50","9.50","9.15","472.36K","-3.16%"
"2017년 01월 06일","9.50","9.70","9.70","9.35","309.96K","-1.55%"
"2017년 01월 05일","9.65","9.90","9.93","9.55","319.30K","-2.53%"
"2017년 01월 04일","9.90","10.00","10.00","9.85","469.18K","-0.50%"
"2017년 01월 03일","9.95","9.70","9.95","9.65","281.60K","2.58%"
