"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2015년 06월 10일","12.46","12.31","12.55","12.22","497.08K","1.71%"
"2015년 06월 09일","12.25","12.07","12.30","12.03","423.35K","1.49%"
"2015년 06월 08일","12.07","12.30","12.30","11.95","409.71K","-1.07%"
"2015년 06월 05일","12.20","12.02","12.26","11.82","432.21K","1.58%"
"2015년 06월 04일","12.01","11.89","12.05","11.74","612.77K","0.59%"
"2015년 06월 03일","11.94","12.27","12.49","11.85","817.65K","-2.69%"
"2015년 06월 02일","12.27","12.38","12.80","12.00","1.11M","-0.89%"
"2015년 06월 01일","12.38","11.04","12.41","11.00","1.81M","16.46%"
"2015년 05월 29일","10.63","10.21","10.68","9.90","1.80M","4.11%"
"2015년 05월 28일","10.21","9.92","10.33","9.92","345.83K","2.20%"
"2015년 05월 27일","9.99","9.93","10.14","9.80","425.49K","0.60%"
"2015년 05월 26일","9.93","9.78","9.94","9.63","271.02K","0.61%"
"2015년 05월 22일","9.87","9.72","9.93","9.65","237.42K","1.75%"
"2015년 05월 21일","9.70","9.60","9.84","9.58","296.96K","1.36%"
"2015년 05월 20일","9.57","9.63","9.68","9.39","315.62K","-0.10%"
"2015년 05월 19일","9.58","9.52","9.70","9.44","432.03K","0.52%"
"2015년 05월 18일","9.53","9.21","9.60","9.21","347.06K","2.80%"
"2015년 05월 15일","9.27","9.02","9.45","9.01","366.53K","2.21%"
"2015년 05월 14일","9.07","9.07","9.17","8.97","219.18K","0.44%"
"2015년 05월 13일","9.03","8.95","9.05","8.84","251.35K","1.80%"
"2015년 05월 12일","8.87","8.66","9.02","8.55","297.61K","2.31%"
"2015년 05월 11일","8.67","8.64","8.84","8.59","251.11K","-1.14%"
"2015년 05월 08일","8.77","8.91","8.93","8.55","472.71K","-1.02%"
"2015년 05월 07일","8.86","8.81","8.90","8.25","695.38K","2.19%"
"2015년 05월 06일","8.67","8.59","9.29","8.10","717.17K","-1.59%"
"2015년 05월 05일","8.81","9.03","9.13","8.76","265.54K","-2.22%"
"2015년 05월 04일","9.01","9.06","9.15","8.98","230.03K","-0.77%"
"2015년 05월 01일","9.08","9.19","9.36","8.91","206.40K","-1.41%"
"2015년 04월 30일","9.21","9.45","9.56","9.17","341.22K","-3.26%"
"2015년 04월 29일","9.52","9.21","9.60","9.17","405.97K","2.37%"
"2015년 04월 28일","9.30","9.34","9.38","9.29","121.79K","-0.43%"
"2015년 04월 27일","9.34","9.29","9.37","9.19","198.67K","1.52%"
"2015년 04월 24일","9.20","9.15","9.30","9.12","233.53K","0.71%"
"2015년 04월 23일","9.14","8.93","9.16","8.87","251.36K","2.24%"
"2015년 04월 22일","8.94","8.83","9.00","8.81","155.32K","0.85%"
"2015년 04월 21일","8.86","9.14","9.20","8.85","194.53K","-2.74%"
"2015년 04월 20일","9.11","8.94","9.23","8.94","155.89K","2.02%"
"2015년 04월 17일","8.93","9.19","9.20","8.93","228.57K","-3.15%"
"2015년 04월 16일","9.22","9.18","9.28","9.11","182.49K","-0.11%"
"2015년 04월 15일","9.23","9.27","9.33","9.13","361.74K","-0.43%"
"2015년 04월 14일","9.27","9.17","9.35","9.13","340.35K","1.87%"
"2015년 04월 13일","9.10","9.38","9.38","9.08","219.41K","-2.47%"
"2015년 04월 10일","9.33","9.04","9.40","9.04","202.63K","2.53%"
"2015년 04월 09일","9.10","9.22","9.38","9.01","302.42K","-1.52%"
"2015년 04월 08일","9.24","9.41","9.50","9.20","292.78K","-2.12%"
"2015년 04월 07일","9.44","9.44","9.58","9.36","268.64K","-0.32%"
"2015년 04월 06일","9.47","9.44","9.60","9.39","253.93K","1.18%"
"2015년 04월 02일","9.36","9.58","9.67","9.34","221.78K","-2.50%"
"2015년 04월 01일","9.60","9.20","9.60","9.07","244.96K","4.12%"
"2015년 03월 31일","9.22","9.48","9.56","9.07","391.98K","-3.56%"
"2015년 03월 30일","9.56","9.48","9.63","9.41","704.65K","1.70%"
"2015년 03월 27일","9.40","9.43","9.48","9.29","231.81K","-0.42%"
"2015년 03월 26일","9.44","9.42","9.59","9.39","342.30K","0.85%"
"2015년 03월 25일","9.36","9.54","9.61","9.34","346.40K","-1.68%"
"2015년 03월 24일","9.52","9.62","9.63","9.43","178.27K","-1.50%"
"2015년 03월 23일","9.66","9.63","9.74","9.55","213.10K","0.05%"
"2015년 03월 20일","9.66","9.70","9.76","9.56","348.15K","0.42%"
"2015년 03월 19일","9.62","9.68","9.82","9.52","156.62K","-1.74%"
"2015년 03월 18일","9.79","9.42","9.93","9.37","475.24K","3.71%"
"2015년 03월 17일","9.44","9.25","9.51","9.11","307.27K","1.29%"
"2015년 03월 16일","9.32","9.62","9.65","9.31","298.10K","-2.41%"
"2015년 03월 13일","9.55","9.53","9.59","9.34","297.78K","0.10%"
"2015년 03월 12일","9.54","9.50","9.70","9.44","465.83K","1.06%"
"2015년 03월 11일","9.44","9.40","9.50","9.28","444.88K","0.43%"
"2015년 03월 10일","9.40","9.38","9.45","9.22","439.00K","-0.63%"
"2015년 03월 09일","9.46","9.18","9.46","9.10","479.88K","3.39%"
"2015년 03월 06일","9.15","9.34","9.42","9.05","978.64K","-2.87%"
"2015년 03월 05일","9.42","9.60","9.72","9.22","304.65K","-1.46%"
"2015년 03월 04일","9.56","9.22","9.75","9.22","683.65K","4.60%"
"2015년 03월 03일","9.14","9.06","9.20","8.90","534.15K","0.11%"
"2015년 03월 02일","9.13","8.92","9.14","8.84","237.99K","2.35%"
"2015년 02월 27일","8.92","8.92","8.99","8.85","311.09K","0.34%"
"2015년 02월 26일","8.89","8.84","8.94","8.79","161.21K","0.11%"
"2015년 02월 25일","8.88","9.03","9.03","8.77","181.40K","-1.22%"
"2015년 02월 24일","8.99","8.70","9.06","8.70","320.49K","4.17%"
"2015년 02월 23일","8.63","8.88","8.93","8.52","407.56K","-3.68%"
"2015년 02월 20일","8.96","8.74","9.26","8.71","377.28K","3.94%"
"2015년 02월 19일","8.62","8.30","8.65","8.30","185.82K","2.13%"
"2015년 02월 18일","8.44","8.55","8.60","8.37","233.13K","-1.86%"
"2015년 02월 17일","8.60","8.54","8.69","8.49","184.81K","0.70%"
"2015년 02월 13일","8.54","8.81","8.83","8.49","216.02K","-2.40%"
"2015년 02월 12일","8.75","8.65","8.77","8.53","221.28K","2.22%"
"2015년 02월 11일","8.56","8.71","8.90","8.48","195.95K","-2.28%"
"2015년 02월 10일","8.76","8.83","8.86","8.53","176.10K","0.00%"
"2015년 02월 09일","8.76","8.55","8.79","8.50","646.76K","2.22%"
"2015년 02월 06일","8.57","8.98","9.05","8.53","403.98K","-4.78%"
"2015년 02월 05일","9.00","8.97","9.16","8.89","216.38K","1.12%"
"2015년 02월 04일","8.90","8.99","9.13","8.86","289.51K","-1.11%"
"2015년 02월 03일","9.00","9.01","9.29","8.95","512.41K","0.56%"
"2015년 02월 02일","8.95","8.91","9.05","8.70","360.76K","2.40%"
"2015년 01월 30일","8.74","8.74","8.89","8.57","315.55K","-0.34%"
"2015년 01월 29일","8.77","8.62","8.86","8.51","431.74K","1.98%"
"2015년 01월 28일","8.60","8.91","9.00","8.39","328.07K","-3.37%"
"2015년 01월 27일","8.90","8.84","9.00","8.82","209.31K","-0.56%"
"2015년 01월 26일","8.95","8.87","9.07","8.74","370.72K","0.56%"
"2015년 01월 23일","8.90","9.03","9.20","8.87","309.47K","-1.11%"
"2015년 01월 22일","9.00","9.10","9.23","8.96","864.10K","0.33%"
"2015년 01월 21일","8.97","9.01","9.13","8.84","543.05K","-0.44%"
"2015년 01월 20일","9.01","9.04","9.06","8.67","373.40K","-0.66%"
"2015년 01월 16일","9.07","8.95","9.17","8.90","420.92K","1.34%"
"2015년 01월 15일","8.95","9.27","9.27","8.87","278.22K","-2.72%"
"2015년 01월 14일","9.20","9.10","9.24","8.97","309.44K","0.00%"
"2015년 01월 13일","9.20","9.28","9.44","9.03","345.06K","-0.97%"
"2015년 01월 12일","9.29","9.55","9.56","9.16","309.52K","-0.21%"
"2015년 01월 09일","9.31","9.44","9.48","9.20","330.18K","-1.27%"
"2015년 01월 08일","9.43","9.24","9.44","9.10","359.25K","2.61%"
"2015년 01월 07일","9.19","9.18","9.28","9.07","267.66K","0.77%"
"2015년 01월 06일","9.12","9.54","9.77","9.05","534.76K","-4.50%"
"2015년 01월 05일","9.55","9.69","9.75","9.49","481.67K","-2.45%"
"2015년 01월 02일","9.79","9.82","9.86","9.58","436.60K","0.82%"
