,date,alu_price,alu_vol,alu_change,cu_price,cu_change,REGI_price,REGI_vol,REGI_change
562,2019-12-12,1775.0,315.17,0.85,6156.0,0.0,18.32,735.75,4.75
563,2019-12-11,1760.0,279.79,0.28,6156.0,0.92,17.49,722.15,-2.13
564,2019-12-10,1755.0,286.86,-0.11,6100.0,0.41,17.87,694.08,-1.71
565,2019-12-09,1757.0,278.87,-0.45,6075.0,1.42,18.18,595.49,-4.27
566,2019-12-06,1765.0,318.49,1.03,5990.0,1.73,18.99,805.98,7.23
567,2019-12-05,1747.0,235.73,-0.63,5888.0,0.05,17.71,537.69,-6.1
568,2019-12-04,1758.0,241.72,-0.45,5885.0,1.2,18.86,1280.0,3.8
569,2019-12-03,1766.0,330.18,-1.34,5815.0,-1.16,18.17,1100.0,5.3
570,2019-12-02,1790.0,254.15,1.13,5883.0,0.32,17.25,594.51,1.14
571,2019-11-29,1770.0,230.24,1.03,5864.0,-0.48,17.06,200.71,-1.39
572,2019-11-28,1752.0,134.59,-0.68,5892.0,-0.89,,,
573,2019-11-27,1764.0,205.07,0.63,5945.0,0.35,17.3,457.71,2.25
574,2019-11-26,1753.0,206.03,0.98,5924.0,0.95,16.92,836.01,-1.6
575,2019-11-25,1736.0,156.81,-0.17,5868.0,0.22,17.19,532.72,2.41
576,2019-11-22,1739.0,185.15,0.29,5855.0,0.45,16.79,296.35,-1.98
577,2019-11-21,1734.0,191.72,-0.4,5829.0,-0.78,17.13,543.78,1.48
578,2019-11-20,1741.0,186.32,0.58,5875.0,0.0,16.88,590.93,-1.26
579,2019-11-19,1731.0,267.39,-0.4,5875.0,0.77,17.09,522.18,-0.38
580,2019-11-18,1738.0,385.28,-0.97,5830.0,-0.32,17.16,376.0,-0.64
581,2019-11-15,1755.0,374.79,0.8,5849.0,0.64,17.27,455.74,2.68
582,2019-11-14,1741.0,316.13,-1.36,5812.0,-0.39,16.82,619.95,-2.97
583,2019-11-13,1765.0,308.69,-0.73,5835.0,-0.58,17.33,486.28,-0.37
584,2019-11-12,1778.0,297.18,-0.06,5869.0,-0.16,17.4,462.76,-0.34
585,2019-11-11,1779.0,236.34,-1.58,5878.5,-0.77,17.46,380.56,2.59
586,2019-11-08,1807.5,214.85,-0.3,5924.0,-0.84,17.02,449.1,0.15
587,2019-11-07,1813.0,327.53,0.17,5974.0,1.13,17.0,1020.0,-1.71
588,2019-11-06,1810.0,324.87,-0.06,5907.0,-0.56,17.29,1090.0,0.58
589,2019-11-05,1811.0,380.83,-0.22,5940.0,1.07,17.19,730.62,3.12
590,2019-11-04,1815.0,338.47,1.62,5877.0,0.46,16.67,806.22,0.6
591,2019-11-01,1786.0,269.74,1.77,5850.0,0.91,16.57,632.67,1.41
592,2019-10-31,1755.0,263.07,-0.28,5797.0,-1.88,16.34,428.4,-0.37
593,2019-10-30,1760.0,220.05,0.34,5908.0,-0.33,16.4,576.0,-1.74
594,2019-10-29,1754.0,203.37,0.98,5927.5,0.33,16.69,443.24,3.34
595,2019-10-28,1737.0,180.31,0.52,5908.0,-0.29,16.15,438.3,-0.31
596,2019-10-25,1728.0,215.82,0.23,5925.0,0.77,16.2,554.09,3.32
597,2019-10-24,1724.0,130.24,-0.35,5880.0,-0.02,15.68,439.35,1.88
598,2019-10-23,1730.0,140.07,0.64,5881.0,1.08,15.39,404.28,0.98
599,2019-10-22,1719.0,119.89,-0.58,5818.0,-0.17,15.24,498.6,0.93
600,2019-10-21,1729.0,153.92,-0.52,5828.0,0.38,15.1,607.5,-0.33
601,2019-10-18,1738.0,142.68,0.64,5806.0,1.17,15.15,515.21,0.0
602,2019-10-17,1727.0,183.13,-0.06,5739.0,0.16,15.15,478.12,2.71
603,2019-10-16,1728.0,293.72,0.0,5730.0,-0.74,14.75,732.42,-5.57
604,2019-10-15,1728.0,284.23,0.47,5773.0,-0.77,15.62,1170.0,-0.92
605,2019-10-14,1720.0,417.47,-0.12,5818.0,0.38,15.77,415.84,0.99
606,2019-10-11,1722.0,617.82,-1.77,5796.0,0.26,15.61,443.8,-0.51
607,2019-10-10,1753.0,552.56,0.52,5781.0,1.71,15.69,439.76,1.75
608,2019-10-09,1744.0,414.94,-0.43,5684.0,0.15,15.42,517.88,-0.26
609,2019-10-08,1751.5,432.34,0.32,5675.5,-0.81,15.46,1350.0,1.84
610,2019-10-07,1746.0,347.49,1.57,5722.0,1.4,15.18,730.1,0.6
611,2019-10-04,1719.0,286.9,0.06,5643.0,-0.34,15.09,547.97,2.51
612,2019-10-03,1718.0,329.77,0.76,5662.0,-0.28,14.72,641.21,2.44
613,2019-10-02,1705.0,484.72,-2.01,5678.0,-0.14,14.37,681.04,0.21
614,2019-10-01,1740.0,473.95,1.07,5686.0,-0.68,14.34,917.48,-4.43
615,2019-09-30,1721.5,290.36,-0.78,5725.0,-0.73,15.01,811.26,3.41
616,2019-09-27,1735.0,298.28,-0.12,5767.0,0.79,14.51,715.57,3.57
617,2019-09-26,1737.0,278.42,-0.86,5722.0,-1.12,14.01,635.72,-0.64
618,2019-09-25,1752.0,374.01,-0.6,5787.0,0.12,14.1,738.35,1.37
619,2019-09-24,1762.5,304.95,-1.26,5780.0,0.03,13.91,584.68,-5.95
620,2019-09-23,1785.0,206.21,-1.0,5778.0,0.36,14.79,517.65,-1.27
621,2019-09-20,1803.0,23.37,-0.17,5757.0,-0.63,14.98,1800.0,0.67
622,2019-09-19,1806.0,41.93,1.15,5793.5,-0.18,14.88,764.66,1.22
623,2019-09-18,1785.5,90.21,-0.36,5804.0,-0.19,14.7,671.82,-2.2
624,2019-09-17,1792.0,47.79,0.22,5815.0,-0.67,15.03,1030.0,-4.69
625,2019-09-16,1788.0,47.23,-0.93,5854.25,-1.87,15.77,1370.0,-0.76
626,2019-09-13,1804.75,75.01,0.31,5966.0,1.83,15.89,1280.0,3.62
627,2019-09-12,1799.25,75.11,-1.28,5858.75,1.35,15.34,1070.0,0.56
628,2019-09-11,1822.5,84.86,0.22,5780.5,-0.48,15.25,1080.0,1.19
629,2019-09-10,1818.5,89.95,1.2,5808.5,-0.08,15.07,1300.0,2.94
630,2019-09-09,1797.0,87.17,0.48,5813.0,-0.3,14.64,1160.0,3.98
631,2019-09-06,1788.5,48.94,0.39,5830.25,-0.18,14.08,1610.0,4.53
632,2019-09-05,1781.5,70.35,0.51,5841.0,1.59,13.47,1670.0,7.76
633,2019-09-04,1772.5,63.49,1.26,5749.75,2.48,12.5,672.14,4.17
634,2019-09-03,1750.5,49.82,0.21,5610.75,-0.09,12.0,777.45,-1.4
635,2019-09-02,1746.75,16.8,-0.24,5616.0,-0.64,,,
636,2019-08-30,1751.0,34.0,-0.01,5652.25,-0.97,12.17,555.61,1.42
637,2019-08-29,1751.25,17.25,0.37,5707.5,0.08,12.0,812.89,4.08
638,2019-08-28,1744.75,38.08,-0.91,5703.0,0.48,11.53,772.63,3.69
639,2019-08-27,1760.75,18.64,-0.55,5676.0,0.77,11.12,738.36,-3.39
640,2019-08-23,1770.5,16.35,0.23,5632.5,-1.09,11.62,1420.0,5.35
641,2019-08-22,1766.5,40.67,-0.76,5694.5,-0.62,11.03,1160.0,1.85
642,2019-08-21,1780.0,57.97,-0.11,5730.0,0.24,10.83,820.59,1.12
643,2019-08-20,1782.0,61.94,-0.15,5716.25,-0.92,10.71,857.35,-2.01
644,2019-08-19,1784.75,45.15,0.15,5769.5,0.27,10.93,841.0,1.49
645,2019-08-16,1782.0,19.35,0.55,5754.0,0.25,10.77,877.1,-1.64
646,2019-08-15,1772.25,15.62,0.37,5739.5,-0.52,10.95,859.9,-3.52
647,2019-08-14,1765.75,55.56,-0.56,5769.75,-1.27,11.35,1400.0,-7.72
648,2019-08-13,1775.75,48.5,0.85,5843.75,1.81,12.3,534.64,0.33
649,2019-08-12,1760.75,39.94,-0.1,5739.75,-0.49,12.26,980.41,-4.59
650,2019-08-09,1762.5,39.18,-0.41,5768.25,-0.22,12.85,793.19,1.02
651,2019-08-08,1769.75,35.97,1.9,5781.0,0.63,12.72,1160.0,6.76
652,2019-08-07,1736.75,77.57,-0.87,5745.0,0.71,11.91,2100.0,-5.66
653,2019-08-06,1752.0,86.5,-0.28,5704.75,0.34,12.63,723.46,-0.47
654,2019-08-05,1757.0,49.21,-0.45,5685.25,-0.62,12.69,697.88,-4.01
655,2019-08-02,1765.0,33.79,-0.63,5720.5,-2.46,13.22,289.49,-2.87
656,2019-08-01,1776.25,35.97,-1.09,5864.75,-1.19,13.61,459.72,0.15
657,2019-07-31,1795.75,14.69,-0.25,5935.25,-0.05,13.59,389.03,-1.24
658,2019-07-30,1800.25,17.4,-0.47,5938.5,-1.28,13.76,494.69,-0.65
659,2019-07-29,1808.75,14.05,0.43,6015.75,0.86,13.85,335.13,-0.14
660,2019-07-26,1801.0,32.0,-1.27,5964.5,-0.35,13.87,540.59,3.97
661,2019-07-25,1824.25,12.8,0.0,5985.25,-0.23,13.34,1010.0,-8.32
662,2019-07-24,1824.25,16.4,0.52,5999.0,0.27,14.55,720.31,-4.84
663,2019-07-23,1814.75,19.24,-0.03,5983.0,-0.62,15.29,435.19,1.19
664,2019-07-22,1815.25,23.71,-1.81,6020.5,-0.89,15.11,637.77,-2.83
665,2019-07-19,1848.75,16.94,-0.34,6074.75,1.81,15.55,586.0,1.37
666,2019-07-18,1855.0,17.75,0.38,5966.5,-0.26,15.34,513.7,0.66
667,2019-07-17,1848.0,30.08,-0.11,5982.25,0.38,15.24,332.12,-0.72
668,2019-07-16,1850.0,69.03,0.56,5959.5,-0.63,15.35,350.21,-0.52
669,2019-07-15,1839.75,58.12,1.18,5997.25,0.65,15.43,443.18,-1.09
670,2019-07-12,1818.25,45.46,-0.29,5958.75,0.35,15.6,432.04,-0.06
671,2019-07-11,1823.5,67.76,-1.35,5938.0,-0.42,15.61,521.07,0.32
672,2019-07-10,1848.5,71.26,1.57,5962.75,2.39,15.56,584.57,-1.95
673,2019-07-09,1820.0,88.07,0.76,5823.5,-0.99,15.87,381.23,-0.5
674,2019-07-08,1806.25,41.63,0.32,5881.5,-0.26,15.95,549.91,0.76
675,2019-07-05,1800.5,49.56,-0.22,5896.75,-0.36,15.83,298.66,0.57
676,2019-07-04,1804.5,12.02,0.95,5918.0,-0.31,,,
677,2019-07-03,1787.5,28.68,0.44,5936.5,0.7,15.74,350.34,-0.19
678,2019-07-02,1779.75,42.96,-0.73,5895.5,-0.75,15.77,604.22,-2.23
679,2019-07-01,1792.75,31.27,-0.42,5940.0,-1.01,16.13,730.33,1.7
680,2019-06-28,1800.25,48.1,0.56,6000.5,0.01,15.86,1600.0,-1.73
681,2019-06-27,1790.25,37.0,-1.69,5999.75,0.07,16.14,554.54,1.06
682,2019-06-26,1821.0,29.8,0.32,5995.5,-0.31,15.97,711.96,0.95
683,2019-06-25,1815.25,34.08,1.18,6014.25,0.78,15.82,651.57,-2.41
684,2019-06-24,1794.0,32.41,1.41,5967.5,0.1,16.21,1220.0,-1.34
685,2019-06-21,1769.0,38.13,-0.8,5961.25,-0.18,16.43,1250.0,1.67
686,2019-06-20,1783.25,40.6,-0.17,5972.25,1.32,16.16,724.0,0.56
687,2019-06-19,1786.25,42.13,0.29,5894.5,-1.02,16.07,1280.0,5.65
688,2019-06-18,1781.0,76.21,1.82,5955.0,1.78,15.21,1320.0,6.29
689,2019-06-17,1749.25,34.02,-0.41,5850.75,0.74,14.31,448.41,1.71
690,2019-06-14,1756.5,26.23,-1.26,5808.0,-0.97,14.07,598.74,0.43
691,2019-06-13,1779.0,43.08,-0.21,5864.75,0.21,14.01,589.34,3.47
692,2019-06-12,1782.75,38.14,0.62,5852.5,-0.68,13.54,437.6,-3.22
693,2019-06-11,1771.75,44.82,0.18,5892.5,0.26,13.99,510.59,-0.43
694,2019-06-10,1768.5,40.32,0.58,5877.0,1.43,14.05,618.53,-2.09
695,2019-06-07,1758.25,32.56,-0.71,5794.0,-0.81,14.35,608.09,1.85
696,2019-06-06,1770.75,28.85,0.23,5841.25,0.85,14.09,871.85,-2.02
697,2019-06-05,1766.75,25.08,-0.88,5792.25,-1.72,14.38,643.3,-4.77
698,2019-06-04,1782.5,44.35,0.48,5893.75,0.45,15.1,700.84,-1.63
699,2019-06-03,1774.0,42.1,-1.07,5867.25,0.76,15.35,610.45,-1.85
700,2019-05-31,1793.25,40.3,0.7,5823.25,-0.6,15.64,737.32,0.39
701,2019-05-30,1780.75,27.61,-0.72,5858.5,-0.57,15.58,683.72,-1.64
702,2019-05-29,1793.75,16.41,-0.69,5892.0,-1.26,15.84,597.92,-1.0
703,2019-05-28,1806.25,14.0,0.33,5967.0,0.05,16.0,1020.0,-0.06
704,2019-05-24,1800.25,11.5,0.15,5964.25,0.38,16.01,594.33,0.57
705,2019-05-23,1797.5,17.96,1.03,5941.5,0.16,15.92,1130.0,-0.81
706,2019-05-22,1779.25,25.13,-0.93,5932.25,-1.25,16.05,888.09,-1.17
707,2019-05-21,1796.0,66.22,-0.07,6007.25,-0.45,16.24,762.99,-0.79
708,2019-05-20,1797.25,13.49,-2.19,6034.25,-0.39,16.37,676.4,0.18
709,2019-05-17,1837.5,17.09,-1.24,6058.0,-0.39,16.34,831.02,-2.27
710,2019-05-16,1860.5,18.48,0.24,6081.75,0.05,16.72,793.19,0.3
711,2019-05-15,1856.0,16.73,0.58,6079.0,0.6,16.67,1110.0,-0.12
712,2019-05-14,1845.25,19.42,2.51,6042.5,0.34,16.69,1840.0,0.0
713,2019-05-13,1800.0,68.32,-0.01,6022.0,-2.05,16.69,1100.0,-1.59
714,2019-05-10,1800.25,36.68,0.52,6148.25,0.11,16.96,642.47,-0.06
715,2019-05-09,1791.0,39.91,0.1,6141.5,0.1,16.97,1170.0,0.53
716,2019-05-08,1789.25,53.23,-1.08,6135.25,-0.37,16.88,1390.0,-0.18
717,2019-05-07,1808.75,67.24,1.08,6158.0,-1.34,16.91,1090.0,-3.26
718,2019-05-03,1789.5,51.46,-1.16,6241.75,1.11,17.88,2420.0,-20.6
719,2019-05-02,1810.5,33.89,-0.01,6173.0,-0.97,22.52,870.53,-4.01
720,2019-05-01,1810.75,34.23,0.99,6233.25,-3.1,23.46,848.27,-2.74
721,2019-04-30,1793.0,55.91,-1.75,6432.5,0.29,24.12,613.75,0.04
722,2019-04-29,1825.0,31.12,-0.57,6414.0,0.2,24.11,341.59,1.86
723,2019-04-26,1835.5,26.9,-1.09,6401.5,0.86,23.67,282.9,1.63
724,2019-04-25,1855.75,18.9,-0.8,6347.0,-1.51,23.29,429.82,0.6
725,2019-04-24,1870.75,27.14,0.34,6444.0,0.5,23.15,497.09,-0.09
726,2019-04-23,1864.5,36.17,-0.16,6412.25,-0.79,23.17,356.42,-2.07
727,2019-04-18,1867.5,32.76,0.95,6463.0,-1.31,23.06,270.21,0.17
728,2019-04-17,1850.0,90.32,-0.31,6548.5,0.9,23.02,499.16,-0.86
729,2019-04-16,1855.75,32.31,-0.12,6490.0,0.02,23.22,313.05,0.26
730,2019-04-15,1858.0,41.13,0.08,6488.75,-0.25,23.16,296.73,-0.73
731,2019-04-12,1856.5,41.04,0.15,6505.25,1.57,23.33,348.21,0.82
732,2019-04-11,1853.75,52.7,-0.2,6404.75,-0.89,23.14,431.74,-1.32
733,2019-04-10,1857.5,46.36,-0.72,6462.5,-0.35,23.45,505.93,3.35
734,2019-04-09,1871.0,111.78,0.38,6485.0,-0.08,22.69,385.57,-0.13
735,2019-04-08,1864.0,124.98,-1.09,6490.0,1.45,22.72,489.89,-2.36
736,2019-04-05,1884.5,61.57,-0.29,6397.25,-0.77,23.27,837.97,3.42
737,2019-04-04,1890.0,36.29,-0.07,6447.0,-0.75,22.5,423.47,2.37
738,2019-04-03,1891.25,43.98,0.33,6495.5,0.95,21.98,454.37,0.78
739,2019-04-02,1885.0,37.65,-0.58,6434.5,-0.43,21.81,583.59,-0.55
740,2019-04-01,1896.0,47.25,-0.78,6462.0,-0.21,21.93,643.8,-0.14
741,2019-03-29,1911.0,47.94,0.49,6475.75,1.68,21.96,820.58,-2.49
742,2019-03-28,1901.75,33.94,-0.41,6368.75,0.52,22.52,551.66,-1.7
743,2019-03-27,1909.5,28.91,1.22,6336.0,-0.22,22.91,459.23,0.84
744,2019-03-26,1886.5,41.37,0.29,6350.25,0.22,22.72,531.65,1.79
745,2019-03-25,1881.0,48.45,-1.17,6336.5,0.17,22.32,558.3,-0.27
746,2019-03-22,1903.25,44.37,0.17,6325.75,-1.73,22.38,484.06,-1.28
747,2019-03-21,1900.0,41.87,-1.96,6437.0,-0.85,22.67,565.79,0.85
748,2019-03-20,1938.0,32.4,-0.41,6492.5,0.53,22.48,491.88,-1.14
749,2019-03-19,1946.0,94.04,1.74,6458.0,0.39,22.74,518.81,-2.78
750,2019-03-18,1912.75,45.61,1.23,6432.75,0.05,23.39,711.51,0.65
751,2019-03-15,1889.5,26.17,-0.3,6429.75,0.68,23.24,1590.0,-2.88
752,2019-03-14,1895.25,28.29,-0.12,6386.5,-1.26,23.93,603.3,-1.03
753,2019-03-13,1897.5,35.28,1.7,6467.75,-0.03,24.18,662.35,2.54
754,2019-03-12,1865.75,69.62,1.45,6469.75,0.78,23.58,527.9,1.42
755,2019-03-11,1839.0,44.25,-1.47,6419.5,0.34,23.25,997.99,0.69
756,2019-03-08,1866.5,30.4,0.43,6397.5,-0.6,23.09,776.27,-1.7
757,2019-03-07,1858.5,32.76,-0.11,6436.25,-0.28,23.49,657.38,-2.13
758,2019-03-06,1860.5,29.9,-0.44,6454.0,-0.44,24.0,1160.0,-10.38
759,2019-03-05,1868.75,37.38,-0.09,6482.25,1.14,26.78,634.12,-0.19
760,2019-03-04,1870.5,43.08,-2.34,6409.25,-0.54,26.83,482.68,1.36
761,2019-03-01,1915.25,45.07,0.35,6443.75,-0.6,26.47,448.87,-0.38
762,2019-02-28,1908.5,25.12,-0.57,6482.5,-0.56,26.57,567.4,-1.19
763,2019-02-27,1919.5,16.97,0.58,6519.0,0.76,26.89,271.68,0.94
764,2019-02-26,1908.5,30.36,0.21,6469.75,-0.26,26.64,467.14,0.49
765,2019-02-25,1904.5,24.69,-0.39,6486.75,0.17,26.51,410.43,-1.49
766,2019-02-22,1912.0,32.23,0.39,6476.0,1.58,26.91,439.4,1.28
767,2019-02-21,1904.5,28.7,1.95,6375.25,-0.77,26.57,324.28,0.38
768,2019-02-20,1868.0,22.32,0.63,6424.5,1.45,26.47,574.9,0.23
769,2019-02-19,1856.25,26.16,0.56,6332.5,1.11,26.41,414.48,-0.04
770,2019-02-18,1846.0,30.66,-0.11,6263.25,0.63,,,
771,2019-02-15,1848.0,67.33,0.48,6224.25,1.44,26.42,389.37,-0.04
772,2019-02-14,1839.25,40.52,-0.55,6136.0,-0.11,26.43,454.35,-0.6
773,2019-02-13,1849.5,43.09,-0.08,6142.5,0.34,26.59,450.51,2.23
774,2019-02-12,1851.0,44.51,-1.13,6121.75,-0.35,26.01,661.68,-1.4
775,2019-02-11,1872.25,39.44,-0.11,6143.5,-0.92,26.38,425.32,0.11
776,2019-02-08,1874.25,30.75,-0.7,6200.25,-0.82,26.35,630.55,-5.39
777,2019-02-07,1887.5,38.84,-0.71,6251.5,0.06,27.85,401.18,-0.96
778,2019-02-06,1901.0,27.72,-0.85,6247.75,0.35,28.12,437.27,-0.85
779,2019-02-05,1917.25,52.01,0.12,6226.0,0.6,28.36,252.85,-0.67
780,2019-02-04,1915.0,31.4,1.97,6188.75,0.76,28.55,322.57,-0.45
781,2019-02-01,1878.0,27.57,-1.47,6142.25,-0.36,28.68,652.41,-0.76
782,2019-01-31,1906.0,25.19,0.04,6164.75,0.55,28.9,394.19,2.41
783,2019-01-30,1905.25,19.56,0.91,6131.0,1.08,28.22,254.48,2.66
784,2019-01-29,1888.0,18.06,1.31,6065.25,1.3,27.49,211.77,1.29
785,2019-01-28,1863.5,23.86,-2.84,5987.25,-1.49,27.14,351.13,-0.48
786,2019-01-25,1918.0,18.4,1.55,6077.75,2.71,27.27,279.24,1.6
787,2019-01-24,1888.75,25.16,-1.03,5917.25,-0.36,26.84,181.59,0.34
788,2019-01-23,1908.5,40.74,1.38,5938.75,0.08,26.75,466.73,-0.96
789,2019-01-22,1882.5,17.2,1.67,5934.25,-0.67,27.01,656.86,-3.5
790,2019-01-21,1851.5,17.81,-1.07,5974.25,-1.37,,,
791,2019-01-18,1871.5,42.62,0.73,6057.5,1.02,27.99,258.61,1.52
792,2019-01-17,1858.0,75.55,-0.01,5996.25,0.35,27.57,464.66,2.53
793,2019-01-16,1858.25,46.52,0.76,5975.25,1.16,26.89,278.27,1.09
794,2019-01-15,1844.25,32.94,0.88,5907.0,-0.1,26.6,317.0,1.45
795,2019-01-14,1828.25,121.03,-0.58,5913.0,-0.75,26.22,311.98,0.11
796,2019-01-11,1839.0,78.38,-1.45,5957.5,0.71,26.19,275.98,-0.8
797,2019-01-10,1866.0,102.8,0.4,5915.75,-0.82,26.4,404.2,-0.11
798,2019-01-09,1858.5,67.26,-0.64,5964.5,0.43,26.43,929.28,-0.49
799,2019-01-08,1870.5,57.4,-0.83,5939.0,0.45,26.56,486.6,1.84
800,2019-01-07,1886.25,43.79,0.61,5912.25,-0.36,26.08,445.85,0.04
801,2019-01-04,1874.75,58.06,1.75,5933.75,2.69,26.07,382.29,2.68
802,2019-01-03,1842.5,44.78,2.42,5778.5,-1.58,25.39,619.26,-2.38
803,2019-01-02,1799.0,45.74,-2.65,5871.25,-1.83,26.01,563.5,1.21
804,2018-12-31,1848.0,25.44,0.08,5981.0,-0.19,25.7,344.01,1.46
805,2018-12-28,1846.5,27.76,-0.38,5992.25,0.34,25.33,408.96,0.48
806,2018-12-27,1853.5,37.21,-2.22,5972.0,0.24,25.21,617.86,0.56
807,2018-12-24,1895.5,14.55,-0.82,5957.5,-0.3,23.67,430.38,1.74
808,2018-12-21,1911.25,37.3,-0.04,5975.25,-0.74,23.26,2160.0,-2.41
809,2018-12-20,1912.0,82.08,-0.74,6019.5,-0.73,23.84,1080.0,-4.1
810,2018-12-19,1926.25,45.29,0.13,6063.75,1.8,24.86,670.82,3.58
811,2018-12-18,1923.75,49.69,-0.44,5956.25,-2.86,24.0,770.54,-0.79
812,2018-12-17,1932.25,32.71,0.85,6131.5,-0.16,24.19,1030.0,-2.54
813,2018-12-14,1916.0,12.82,-0.35,6141.5,-0.16,24.82,559.84,-3.12
814,2018-12-13,1922.75,29.09,-0.43,6151.5,-0.0,25.62,1440.0,-0.85
815,2018-12-12,1931.0,25.48,-0.01,6151.75,0.07,25.84,561.31,-1.6
816,2018-12-11,1931.25,53.73,0.04,6147.5,0.83,26.26,507.89,1.63
817,2018-12-10,1930.5,37.52,-1.0,6097.0,-0.87,25.84,439.07,-1.37
818,2018-12-07,1950.0,39.01,0.85,6150.25,0.27,26.2,507.36,-2.86
819,2018-12-06,1933.5,16.47,-1.72,6133.75,-0.94,26.97,693.41,1.09
820,2018-12-05,1967.25,16.31,-0.24,6191.75,0.42,,,
821,2018-12-04,1972.0,27.41,-0.01,6166.0,-1.35,26.68,574.41,-1.88
822,2018-12-03,1972.25,26.32,0.77,6250.25,0.86,27.19,542.83,0.89
823,2018-11-30,1957.25,22.4,0.95,6196.75,-0.11,26.95,396.09,-2.04
824,2018-11-29,1938.75,20.31,0.44,6203.75,-0.8,27.51,435.48,-1.29
825,2018-11-28,1930.25,18.84,0.09,6253.75,2.33,27.87,554.16,1.75
826,2018-11-27,1928.5,16.41,-1.1,6111.5,-0.93,27.39,1020.0,8.13
827,2018-11-26,1950.0,11.43,0.04,6168.75,0.0,25.33,575.66,1.04
828,2018-11-23,1949.25,18.31,0.09,6168.5,-1.54,25.07,267.33,-6.59
829,2018-11-22,1947.5,10.9,-0.36,6264.75,0.53,,,
830,2018-11-21,1954.5,28.69,0.75,6231.75,0.96,26.84,444.55,2.17
831,2018-11-20,1940.0,54.82,0.99,6172.5,-1.13,26.27,627.99,-0.94
832,2018-11-19,1921.0,47.33,-0.36,6243.25,-0.01,26.52,547.83,-0.26
833,2018-11-16,1928.0,37.7,0.55,6243.75,0.7,26.59,789.71,1.22
834,2018-11-15,1917.5,53.7,-0.81,6200.25,1.61,26.27,623.22,0.61
835,2018-11-14,1933.25,31.05,0.35,6102.0,0.91,26.11,661.47,3.69
836,2018-11-13,1926.5,50.87,-0.39,6047.25,0.1,25.18,596.72,0.36
837,2018-11-12,1934.0,38.83,-0.74,6041.0,0.03,25.09,1870.0,-2.41
838,2018-11-09,1948.5,36.16,-1.84,6039.25,-1.67,25.71,459.0,2.86
839,2018-11-08,1985.0,48.4,0.24,6142.0,-0.19,25.0,628.74,0.26
840,2018-11-07,1980.25,40.16,1.8,6153.5,0.18,24.93,1750.0,-13.71
841,2018-11-06,1945.25,28.94,-1.21,6142.25,-0.63,28.89,952.65,2.01
842,2018-11-05,1969.0,32.26,-0.03,6181.5,-1.97,28.32,599.09,-1.29
843,2018-11-02,1969.5,34.34,0.41,6306.0,2.75,28.69,829.33,-8.07
844,2018-11-01,1961.5,36.63,0.67,6137.25,2.32,31.21,866.05,0.42
845,2018-10-31,1948.5,36.61,-0.66,5998.25,-0.46,31.08,857.35,-0.77
846,2018-10-30,1961.5,32.35,-0.9,6025.75,-1.66,31.32,625.85,6.57
847,2018-10-29,1979.25,16.66,-0.78,6127.75,-0.87,29.39,739.95,-0.68
848,2018-10-26,1994.75,21.16,0.24,6181.5,-0.23,29.59,893.97,5.3
849,2018-10-25,1990.0,22.27,-0.23,6196.0,0.25,28.1,964.13,2.18
850,2018-10-24,1994.5,19.61,-0.24,6180.5,-0.08,27.5,1180.0,-4.88
851,2018-10-23,1999.25,34.3,-0.36,6185.25,-0.72,28.91,867.01,-0.03
852,2018-10-22,2006.5,16.56,0.15,6230.25,0.14,28.92,682.86,-2.33
853,2018-10-19,2003.5,43.52,-0.5,6221.75,1.48,29.61,1610.0,-4.91
854,2018-10-18,2013.5,20.43,-0.44,6131.25,-1.43,31.14,1140.0,3.87
855,2018-10-17,2022.5,36.95,-0.57,6220.25,-0.22,29.98,743.79,0.37
856,2018-10-16,2034.0,76.78,-0.34,6233.75,-0.11,29.87,4920.0,4.55
857,2018-10-15,2041.0,36.8,-0.66,6240.75,-0.73,28.57,915.4,5.97
858,2018-10-12,2054.5,27.18,1.01,6286.5,0.22,26.96,484.6,2.16
859,2018-10-11,2034.0,56.26,-1.36,6272.5,0.9,26.39,1390.0,1.19
860,2018-10-10,2062.0,48.34,-0.41,6216.5,-1.23,26.08,622.56,-5.98
861,2018-10-09,2070.5,83.96,-0.58,6294.0,1.54,27.74,609.24,-0.25
862,2018-10-08,2082.5,56.88,-2.94,6198.75,0.2,27.81,740.87,-2.35
863,2018-10-05,2145.5,85.56,-1.9,6186.5,-0.65,28.48,413.53,2.01
864,2018-10-04,2187.0,49.17,-1.6,6226.75,-1.67,27.92,932.17,-2.75
865,2018-10-03,2222.5,67.71,4.29,6332.75,1.26,28.71,825.58,1.45
866,2018-10-02,2131.0,50.53,1.5,6254.0,0.25,28.3,670.1,1.65
867,2018-10-01,2099.5,31.47,1.16,6238.25,-0.33,27.84,735.4,-3.33
868,2018-09-28,2075.5,44.56,1.67,6258.75,1.3,28.8,749.81,3.41
869,2018-09-27,2041.5,26.61,-1.73,6178.25,-1.76,27.85,603.63,2.2
870,2018-09-26,2077.5,37.19,-0.16,6288.75,0.12,27.25,593.15,0.18
871,2018-09-25,2080.75,39.17,0.52,6281.0,-0.26,27.2,497.26,-0.55
872,2018-09-24,2070.0,43.84,-1.45,6297.25,-0.61,27.35,680.79,0.18
873,2018-09-21,2100.5,35.86,2.56,6335.75,3.58,27.3,1610.0,4.4
874,2018-09-20,2048.0,77.73,1.09,6116.75,0.48,26.15,776.99,-2.24
