,date,alu_price,alu_vol,alu_change,cu_price,cu_change,REGI_price,REGI_vol,REGI_change
875,2018-09-19,2026.0,93.89,-0.43,6087.25,-0.05,26.75,581.77,-3.08
876,2018-09-18,2034.75,47.94,0.47,6090.5,2.37,27.6,598.9,1.28
877,2018-09-17,2025.25,22.17,-0.56,5949.5,0.75,27.25,511.51,0.18
878,2018-09-14,2036.75,34.01,-1.04,5905.5,-1.42,27.2,518.59,-1.98
879,2018-09-13,2058.25,34.5,0.02,5990.5,-0.1,27.75,3610.0,-0.18
880,2018-09-12,2057.75,45.51,0.94,5996.25,1.98,27.8,1330.0,2.58
881,2018-09-11,2038.5,21.6,-2.46,5879.75,-0.15,27.1,695.8,1.31
882,2018-09-10,2090.0,33.85,1.19,5888.75,0.18,26.75,861.12,2.1
883,2018-09-07,2065.5,24.26,1.47,5878.25,-0.52,26.2,597.04,0.58
884,2018-09-06,2035.5,27.46,-1.46,5908.75,0.45,26.05,801.11,-5.27
885,2018-09-05,2065.75,25.85,0.27,5882.0,0.72,27.5,1290.0,2.42
886,2018-09-04,2060.25,20.77,-1.68,5839.75,-1.79,26.85,1350.0,-0.37
887,2018-09-03,2095.5,16.24,-1.39,5946.0,-0.67,,,
888,2018-08-31,2125.0,29.83,-0.35,5986.25,-1.46,26.95,998.33,2.28
889,2018-08-30,2132.5,17.72,-1.84,6075.0,-0.3,26.35,705.23,0.57
890,2018-08-29,2172.5,25.3,1.8,6093.0,-0.64,26.2,596.24,1.75
891,2018-08-28,2134.0,14.79,1.8,6132.5,1.05,25.75,846.24,-2.65
892,2018-08-24,2096.25,13.07,0.98,6068.75,1.75,26.4,867.67,-0.94
893,2018-08-23,2076.0,8.42,0.51,5964.25,-0.81,26.65,823.07,2.5
894,2018-08-22,2065.5,26.62,0.54,6013.25,-0.77,26.0,1060.0,3.79
895,2018-08-21,2054.5,51.9,-0.01,6060.0,1.14,25.05,861.63,3.3
896,2018-08-20,2054.75,8.83,1.26,5991.5,0.98,24.25,1100.0,4.98
897,2018-08-17,2029.25,14.9,-0.92,5933.5,0.77,23.1,737.77,3.13
898,2018-08-16,2048.0,16.36,1.11,5888.25,0.96,22.4,816.66,2.99
899,2018-08-15,2025.5,17.31,-2.2,5832.0,-3.54,21.75,727.58,0.58
900,2018-08-14,2071.0,26.84,-0.6,6046.0,-1.38,21.63,407.34,1.29
901,2018-08-13,2083.5,50.97,-1.02,6130.75,-0.37,21.35,670.89,1.43
902,2018-08-10,2105.0,35.36,1.25,6153.5,-0.69,21.05,1130.0,3.95
903,2018-08-09,2079.0,40.37,-1.24,6196.25,0.37,20.25,1300.0,-0.49
904,2018-08-08,2105.0,38.38,3.47,6173.5,0.26,20.35,1100.0,-0.25
905,2018-08-07,2034.5,26.06,-0.22,6157.75,0.82,20.4,2440.0,14.29
906,2018-08-06,2039.0,21.05,0.72,6107.5,-1.09,17.85,531.86,1.42
907,2018-08-03,2024.5,14.01,-0.41,6175.0,0.59,17.6,528.4,-0.85
908,2018-08-02,2032.75,29.4,-0.84,6138.5,0.3,17.75,654.15,1.43
909,2018-08-01,2050.0,23.49,-1.42,6120.25,-3.21,17.5,571.03,2.64
910,2018-07-31,2079.5,19.73,-0.63,6323.0,1.22,17.05,479.81,1.19
911,2018-07-30,2092.75,18.15,1.07,6246.5,0.03,16.85,477.12,1.81
912,2018-07-27,2070.5,12.95,0.17,6244.75,-0.59,16.55,443.74,0.61
913,2018-07-26,2067.0,14.6,0.23,6282.0,-0.4,16.45,600.46,-0.6
914,2018-07-25,2062.25,19.44,-1.09,6307.5,0.72,16.55,508.82,0.0
915,2018-07-24,2085.0,28.32,0.75,6262.25,2.17,16.55,362.82,1.85
916,2018-07-23,2069.5,29.27,1.96,6129.0,-0.37,16.25,306.21,-2.69
917,2018-07-20,2029.75,20.4,1.42,6151.5,1.59,16.7,349.72,-2.05
918,2018-07-19,2001.25,27.56,-1.28,6055.5,-2.06,17.05,385.78,-0.58
919,2018-07-18,2027.25,26.6,-0.23,6183.0,0.39,17.15,591.24,2.08
920,2018-07-17,2032.0,74.67,-0.79,6159.25,-0.53,16.8,387.33,-0.59
921,2018-07-16,2048.25,47.35,1.19,6192.0,-0.39,16.9,339.63,-2.31
922,2018-07-13,2024.25,46.29,-0.54,6216.5,0.02,17.3,429.12,0.0
923,2018-07-12,2035.25,48.9,-0.91,6215.5,1.28,17.3,406.32,0.0
924,2018-07-11,2054.0,57.32,-1.46,6137.25,-3.29,17.3,324.4,0.0
925,2018-07-10,2084.5,56.23,-1.49,6346.0,-0.93,17.3,407.03,0.87
926,2018-07-09,2116.0,47.38,1.91,6405.75,1.58,17.15,374.05,-0.29
927,2018-07-06,2076.25,31.26,-0.01,6306.0,-0.28,17.2,240.48,-0.58
928,2018-07-05,2076.5,28.51,-0.43,6323.75,-1.2,17.3,672.35,0.29
929,2018-07-04,2085.5,13.4,0.41,6400.75,-1.69,,,
930,2018-07-03,2077.0,41.84,-0.91,6511.0,-0.88,17.25,253.23,-1.43
931,2018-07-02,2096.0,47.05,-1.68,6569.0,-0.77,17.5,399.4,-1.96
932,2018-06-29,2131.75,27.21,-1.03,6620.0,-0.09,17.85,707.56,1.71
933,2018-06-28,2154.0,19.44,-0.99,6625.75,-1.04,17.55,626.05,-1.13
934,2018-06-27,2175.5,25.47,0.85,6695.5,-0.47,17.75,464.96,-1.11
935,2018-06-26,2157.25,19.45,0.08,6727.0,0.34,17.95,726.85,-0.55
936,2018-06-25,2155.5,20.79,-0.94,6704.5,-1.47,18.05,484.37,0.56
937,2018-06-22,2176.0,29.86,-0.18,6804.25,0.11,17.95,759.7,3.16
938,2018-06-21,2180.0,57.99,0.61,6797.0,-0.24,17.4,1880.0,-3.6
939,2018-06-20,2166.75,33.79,-0.2,6813.25,-0.19,18.05,777.54,-0.82
940,2018-06-19,2171.0,68.75,-2.04,6826.25,-2.09,18.2,851.09,0.0
941,2018-06-18,2216.25,25.19,0.67,6972.0,-0.58,18.2,973.11,5.51
942,2018-06-15,2201.5,19.56,-2.34,7012.75,-2.05,17.25,1370.0,0.58
943,2018-06-14,2254.25,27.67,-0.86,7159.5,-1.13,17.15,545.79,1.18
944,2018-06-13,2273.75,40.4,-1.18,7241.5,0.37,16.95,786.77,-1.74
945,2018-06-12,2301.0,22.8,0.07,7214.5,-0.13,17.25,589.99,-1.71
946,2018-06-11,2299.5,39.52,0.09,7223.75,-1.11,17.55,994.44,-3.04
947,2018-06-08,2297.5,28.91,-0.53,7305.0,0.76,18.1,1210.0,0.84
948,2018-06-07,2309.75,24.67,-1.42,7249.75,0.24,17.95,704.6,1.13
949,2018-06-06,2343.0,17.74,1.45,7232.25,1.63,17.75,909.19,1.43
950,2018-06-05,2309.5,21.52,-0.15,7116.25,1.87,17.5,709.34,0.0
951,2018-06-04,2313.0,21.14,0.46,6985.75,1.17,17.5,572.54,-0.85
952,2018-06-01,2302.5,12.69,0.57,6905.0,1.12,17.65,591.54,-1.12
953,2018-05-31,2289.5,21.21,0.97,6828.25,-0.19,17.85,418.93,0.0
954,2018-05-30,2267.5,15.14,-0.23,6841.25,0.19,17.85,706.35,-0.83
955,2018-05-29,2272.75,16.05,0.5,6828.0,-0.42,18.0,1200.0,2.27
956,2018-05-25,2261.5,12.28,-0.83,6857.0,-0.78,17.6,626.87,0.0
957,2018-05-24,2280.5,21.86,0.51,6910.75,1.1,17.6,1090.0,1.15
958,2018-05-23,2269.0,31.83,0.01,6835.75,-1.81,17.4,1150.0,0.29
959,2018-05-22,2268.75,13.7,-0.47,6961.5,0.93,17.35,1120.0,-1.14
960,2018-05-21,2279.5,29.95,0.4,6897.25,1.07,17.55,2120.0,3.54
961,2018-05-18,2270.5,31.65,-1.02,6824.0,-0.54,16.95,1540.0,1.8
962,2018-05-17,2294.0,19.38,-0.99,6861.25,0.21,16.65,2460.0,6.39
963,2018-05-16,2317.0,42.11,-0.43,6846.75,0.52,15.65,1660.0,1.29
964,2018-05-15,2327.0,57.12,-0.36,6811.0,-1.05,15.45,2870.0,2.32
965,2018-05-14,2335.5,26.1,1.61,6883.0,-0.57,15.1,10810.0,9.82
966,2018-05-11,2298.5,50.15,-2.07,6922.25,0.05,13.75,442.86,0.36
967,2018-05-10,2347.0,47.6,-1.63,6918.5,1.49,13.7,449.36,1.48
968,2018-05-09,2386.0,69.66,-0.23,6816.75,0.01,13.5,745.25,0.37
969,2018-05-08,2391.5,52.19,0.48,6816.25,-0.42,13.45,500.21,1.51
970,2018-05-04,2380.0,38.67,4.25,6845.0,-0.3,13.2,1310.0,-1.12
971,2018-05-03,2283.0,35.36,-2.16,6865.5,0.72,13.35,412.59,0.38
972,2018-05-02,2333.5,44.31,2.84,6816.5,0.82,13.3,298.91,1.14
973,2018-05-01,2269.0,26.77,0.33,6760.75,-0.88,13.15,392.79,1.94
974,2018-04-30,2261.5,26.88,1.5,6820.75,0.11,12.9,437.06,-1.9
975,2018-04-27,2228.0,31.02,-2.3,6813.25,-2.19,13.15,357.85,-0.75
976,2018-04-26,2280.5,30.87,1.42,6966.0,-0.16,13.25,364.97,1.92
977,2018-04-25,2248.5,33.52,0.83,6977.0,-0.06,13.0,589.27,-0.38
978,2018-04-24,2230.0,54.34,-2.96,6981.25,0.81,13.05,387.73,0.38
979,2018-04-23,2298.0,35.65,-7.17,6925.0,-0.78,13.0,651.99,0.39
980,2018-04-20,2475.5,39.82,-0.6,6979.25,0.23,12.95,903.94,0.0
981,2018-04-19,2490.5,65.16,-1.83,6963.0,-1.03,12.95,453.92,-3.0
982,2018-04-18,2537.0,152.04,5.5,7035.75,2.35,13.35,830.3,1.91
983,2018-04-17,2404.75,39.39,-0.13,6874.0,-0.12,13.1,588.17,-2.24
984,2018-04-16,2408.0,54.65,5.11,6882.0,0.72,13.4,787.98,-0.74
985,2018-04-13,2291.0,96.32,-2.14,6832.5,0.16,13.5,354.13,0.37
986,2018-04-12,2341.0,87.73,3.81,6821.5,-1.3,13.45,430.67,-0.37
987,2018-04-11,2255.0,88.65,2.26,6911.5,-0.83,13.5,474.06,0.0
988,2018-04-10,2205.25,95.63,2.9,6969.5,1.69,13.5,493.76,0.0
989,2018-04-09,2143.0,121.89,5.05,6854.0,1.42,13.5,672.6,-2.17
990,2018-04-06,2040.0,52.22,1.73,6758.0,-0.87,13.8,925.83,0.73
991,2018-04-05,2005.25,41.51,0.88,6817.0,1.55,13.7,1700.0,3.79
992,2018-04-04,1987.75,48.83,0.58,6712.75,-1.44,13.2,778.9,1.54
993,2018-04-03,1976.25,49.0,-1.35,6811.0,1.07,13.0,476.69,1.56
994,2018-03-29,2003.25,58.89,-1.1,6738.75,1.06,12.8,730.66,1.59
995,2018-03-28,2025.5,36.01,-0.88,6668.25,0.15,12.6,505.8,-0.4
996,2018-03-27,2043.5,34.61,-0.38,6658.25,0.54,12.65,637.36,0.0
997,2018-03-26,2051.25,29.1,0.02,6622.5,-0.36,12.65,684.66,4.55
998,2018-03-23,2050.75,25.07,-1.17,6646.75,-1.2,12.1,491.6,-0.82
999,2018-03-22,2075.0,27.56,-0.31,6727.75,-1.55,12.2,661.48,-0.81
1000,2018-03-21,2081.5,39.41,0.26,6834.0,1.16,12.3,406.73,0.41
1001,2018-03-20,2076.0,85.93,-0.31,6755.75,-1.11,12.25,544.06,0.0
1002,2018-03-19,2082.5,28.96,0.14,6831.5,-0.82,12.25,532.15,1.66
1003,2018-03-16,2079.5,8.21,0.04,6888.25,-0.48,12.05,743.84,2.55
1004,2018-03-15,2078.75,27.69,-0.24,6921.5,-0.84,11.75,682.47,3.98
1005,2018-03-14,2083.75,23.1,-0.67,6980.25,0.4,11.3,847.3,2.26
1006,2018-03-13,2097.75,23.98,0.6,6952.25,0.52,11.05,630.94,1.38
1007,2018-03-12,2085.25,31.28,-1.42,6916.0,-0.61,10.9,440.61,-2.68
1008,2018-03-09,2115.25,30.59,0.67,6958.25,2.0,11.2,961.83,2.75
1009,2018-03-08,2101.25,36.48,0.43,6821.75,-1.69,10.9,388.79,0.46
1010,2018-03-07,2092.25,44.74,-2.39,6939.25,-0.73,10.85,363.99,-0.46
1011,2018-03-06,2143.5,16.32,-0.01,6990.5,0.93,10.9,451.89,0.0
1012,2018-03-05,2143.75,21.07,-0.2,6926.0,0.17,10.9,347.14,0.0
1013,2018-03-02,2148.0,22.08,0.07,6914.0,0.4,10.9,690.04,0.93
1014,2018-03-01,2146.5,20.21,0.7,6886.25,-0.68,10.8,373.99,-2.7
1015,2018-02-28,2131.5,33.47,-0.7,6933.5,-1.33,11.1,297.75,0.91
1016,2018-02-27,2146.5,15.65,0.41,7026.75,-1.22,11.0,243.27,-2.22
1017,2018-02-26,2137.75,9.3,-0.11,7113.25,0.03,11.25,324.66,-0.88
1018,2018-02-23,2140.0,15.5,-2.08,7111.25,-0.85,11.35,231.99,-0.87
1019,2018-02-22,2185.5,9.36,-0.75,7172.0,0.56,11.45,390.85,-1.29
1020,2018-02-21,2202.0,15.65,0.73,7132.25,0.77,11.6,550.82,2.2
1021,2018-02-20,2186.0,16.97,-1.29,7077.5,-0.79,11.35,354.35,-2.58
1022,2018-02-19,2214.5,24.24,0.34,7134.0,-0.72,,,
1023,2018-02-16,2207.0,34.06,2.09,7185.5,-0.07,11.65,348.49,3.56
1024,2018-02-15,2161.75,20.37,-0.6,7190.75,0.37,11.25,202.57,1.81
1025,2018-02-14,2174.75,33.81,1.81,7164.0,2.14,11.05,241.62,1.84
1026,2018-02-13,2136.0,30.58,0.56,7013.75,2.18,10.85,294.91,0.0
1027,2018-02-12,2124.0,33.26,0.09,6864.25,1.71,10.85,371.95,-1.36
1028,2018-02-09,2122.0,33.79,-2.17,6749.0,-1.63,11.0,1080.0,6.8
1029,2018-02-08,2169.0,32.19,0.6,6860.75,-0.2,10.3,709.03,4.04
1030,2018-02-07,2156.0,27.17,-0.51,6874.5,-2.93,9.9,430.61,0.51
1031,2018-02-06,2167.0,26.6,-1.9,7081.75,-0.64,9.85,428.68,0.51
1032,2018-02-05,2209.0,22.19,0.02,7127.25,0.71,9.8,415.93,-4.39
1033,2018-02-02,2208.5,19.79,-0.69,7076.75,-0.54,10.25,568.14,-1.44
1034,2018-02-01,2223.75,13.48,0.24,7115.5,0.2,10.4,254.0,-2.8
1035,2018-01-31,2218.5,35.62,0.57,7101.25,0.28,10.7,252.52,0.94
1036,2018-01-30,2206.0,16.92,-0.8,7081.75,-0.09,10.6,299.33,-0.93
1037,2018-01-29,2223.75,12.63,-1.47,7088.25,-0.06,10.7,551.99,-2.73
1038,2018-01-26,2257.0,12.58,0.71,7092.25,-0.32,11.0,340.45,0.46
1039,2018-01-25,2241.0,10.38,-0.41,7115.0,-0.38,10.95,541.14,0.0
1040,2018-01-24,2250.25,14.01,0.92,7142.25,3.47,10.95,205.41,0.46
1041,2018-01-23,2229.75,11.22,-0.86,6902.75,-2.47,10.9,159.63,-0.46
1042,2018-01-22,2249.0,8.75,1.28,7077.5,0.45,10.95,241.81,-0.9
1043,2018-01-19,2220.5,17.46,-0.91,7045.5,-0.44,11.05,236.22,1.38
1044,2018-01-18,2241.0,75.76,2.26,7076.5,0.27,10.9,322.16,-2.02
1045,2018-01-17,2191.5,11.61,0.14,7057.5,-0.77,11.13,270.96,1.14
1046,2018-01-16,2188.5,13.54,-1.59,7112.25,-1.28,11.0,313.84,-2.22
1047,2018-01-15,2223.75,30.33,0.59,7204.25,1.29,,,
1048,2018-01-12,2210.75,59.95,1.77,7112.75,-0.24,11.25,221.7,-0.44
1049,2018-01-11,2172.25,53.77,-0.31,7130.0,-0.23,11.3,181.68,2.73
1050,2018-01-10,2179.0,68.32,1.37,7146.5,0.56,11.0,342.03,-0.45
1051,2018-01-09,2149.5,47.91,-1.08,7106.75,-0.26,11.05,435.5,0.0
1052,2018-01-08,2173.0,50.21,-1.31,7125.25,0.09,11.05,622.89,-2.21
1053,2018-01-05,2201.75,31.43,-2.14,7118.75,-0.89,11.3,401.07,-2.16
1054,2018-01-04,2250.0,35.9,0.96,7182.75,0.08,11.55,814.27,-1.7
1055,2018-01-03,2228.5,41.07,-1.7,7176.75,-0.57,11.75,315.14,-1.26
1056,2018-01-02,2267.0,50.52,-0.2,7218.0,-0.47,11.9,299.91,0.85
1057,2017-12-29,2271.5,41.02,-0.72,7251.75,-0.39,11.8,304.3,-1.67
1058,2017-12-28,2288.0,44.79,1.42,7280.5,0.88,12.0,266.21,1.27
1059,2017-12-27,2256.0,46.09,2.83,7217.25,1.15,11.85,274.56,3.04
1060,2017-12-22,2194.0,36.78,2.14,7135.5,0.71,11.75,388.54,-1.67
1061,2017-12-21,2148.0,67.3,1.21,7085.25,0.54,11.95,397.67,1.27
1062,2017-12-20,2122.25,21.01,1.08,7047.5,1.58,11.8,600.53,0.0
1063,2017-12-19,2099.5,54.83,1.44,6938.0,0.06,11.8,664.99,3.96
1064,2017-12-18,2069.75,17.38,0.35,6933.5,0.45,11.35,245.89,0.0
1065,2017-12-15,2062.5,24.94,0.82,6902.25,1.75,11.35,674.9,4.13
1066,2017-12-14,2045.75,20.62,2.02,6783.25,0.62,10.9,275.47,-0.91
1067,2017-12-13,2005.25,31.79,-0.36,6741.5,0.97,11.0,436.05,-3.51
1068,2017-12-12,2012.5,29.04,-0.28,6676.5,0.33,11.4,313.38,-2.56
1069,2017-12-11,2018.25,24.57,0.52,6654.75,1.17,11.7,375.9,1.3
1070,2017-12-08,2007.75,15.56,0.01,6578.0,0.3,11.55,240.41,0.43
1071,2017-12-07,2007.5,24.88,-0.46,6558.0,0.1,11.5,360.63,0.88
1072,2017-12-06,2016.75,21.65,-1.61,6551.75,0.36,11.4,630.62,0.88
1073,2017-12-05,2049.75,18.61,-0.81,6528.0,-4.12,11.3,427.5,1.35
1074,2017-12-04,2066.5,18.76,-0.3,6808.25,-0.11,11.15,563.38,-2.19
1075,2017-12-01,2072.75,21.28,1.28,6815.5,0.72,11.4,350.31,0.44
1076,2017-11-30,2046.5,66.38,-0.99,6766.75,0.24,11.35,439.39,4.61
1077,2017-11-29,2067.0,18.73,-1.65,6750.75,-0.83,10.85,234.82,0.46
1078,2017-11-28,2101.75,16.14,-1.53,6807.25,-1.75,10.8,278.89,-0.92
1079,2017-11-27,2134.5,9.23,0.11,6928.25,-1.29,10.9,337.18,-2.68
1080,2017-11-24,2132.25,6.86,0.9,7018.5,0.67,11.2,104.88,0.45
1081,2017-11-23,2113.25,5.02,0.3,6971.5,0.49,,,
1082,2017-11-22,2107.0,11.34,1.2,6937.75,0.25,11.15,167.93,-0.89
1083,2017-11-21,2082.0,36.99,-0.18,6920.25,1.2,11.25,225.18,0.0
1084,2017-11-20,2085.75,10.72,-0.89,6838.5,0.59,11.25,249.77,3.21
1085,2017-11-17,2104.5,8.44,0.1,6798.5,0.67,10.9,214.11,0.0
1086,2017-11-16,2102.5,8.52,-0.18,6753.0,0.03,10.9,561.7,2.83
1087,2017-11-15,2106.25,11.09,1.15,6751.25,-0.3,10.6,345.32,-3.64
1088,2017-11-14,2082.25,32.4,-0.99,6771.5,-1.83,11.0,459.76,-0.9
1089,2017-11-13,2103.0,26.25,0.33,6897.75,1.52,11.1,713.47,-2.2
1090,2017-11-10,2096.0,31.52,0.38,6794.75,-0.49,11.35,340.96,-1.3
1091,2017-11-09,2088.0,36.8,-0.77,6828.0,-0.33,11.5,486.99,-4.17
1092,2017-11-08,2104.25,28.2,-1.1,6850.5,0.36,12.0,759.75,1.69
1093,2017-11-07,2127.75,32.39,-1.83,6826.0,-2.09,11.8,435.57,0.85
1094,2017-11-06,2167.5,12.77,-0.68,6971.5,1.31,11.7,271.79,1.3
1095,2017-11-03,2182.25,20.74,0.5,6881.25,-0.71,11.55,262.9,-0.86
1096,2017-11-02,2171.5,24.5,-0.56,6930.25,0.01,11.65,229.82,-1.48
1097,2017-11-01,2183.75,22.78,1.17,6929.25,1.01,11.82,210.95,-2.27
1098,2017-10-31,2158.5,15.73,-0.15,6860.25,-0.02,12.1,431.03,0.83
1099,2017-10-30,2161.75,14.58,-0.28,6861.5,0.26,12.0,156.96,-0.83
1100,2017-10-27,2167.75,16.05,-1.03,6843.75,-2.22,12.1,199.08,1.26
1101,2017-10-26,2190.25,14.05,0.18,6999.25,-0.16,11.95,151.96,-0.42
1102,2017-10-25,2186.25,8.46,1.45,7010.75,-0.46,12.0,382.37,-0.83
1103,2017-10-24,2155.0,12.2,0.84,7043.5,0.45,12.1,149.06,1.68
1104,2017-10-23,2137.0,8.96,0.02,7012.0,0.6,11.9,425.85,-1.24
1105,2017-10-20,2136.5,16.09,-0.81,6970.5,-0.04,12.05,469.35,2.99
1106,2017-10-19,2154.0,21.45,1.53,6973.25,-0.25,11.7,534.64,0.86
1107,2017-10-18,2121.5,27.61,-0.86,6990.75,-0.68,11.6,748.17,3.57
1108,2017-10-17,2140.0,50.0,0.46,7038.5,-1.3,11.2,206.95,-1.75
1109,2017-10-16,2130.25,31.82,-0.01,7131.5,3.51,11.4,319.43,-0.87
1110,2017-10-13,2130.5,24.61,-0.59,6890.0,0.22,11.5,158.49,-0.43
1111,2017-10-12,2143.25,45.88,0.78,6875.0,0.92,11.55,312.54,-1.28
1112,2017-10-11,2126.75,43.43,-1.53,6812.5,0.91,11.7,477.17,-0.43
1113,2017-10-10,2159.75,34.28,-0.5,6751.25,1.2,11.75,446.15,1.29
1114,2017-10-09,2170.5,41.42,0.91,6671.25,0.23,11.6,253.99,0.0
1115,2017-10-06,2151.0,29.97,-0.81,6656.0,-0.57,11.6,450.81,-4.13
1116,2017-10-05,2168.5,27.57,0.25,6694.25,2.81,12.1,369.06,-0.82
1117,2017-10-04,2163.0,23.0,1.66,6511.25,-0.02,12.2,254.69,-1.61
1118,2017-10-03,2127.75,27.79,1.43,6512.5,0.28,12.4,306.14,0.4
1119,2017-10-02,2097.75,27.7,-0.08,6494.5,-0.15,12.35,466.24,1.65
1120,2017-09-29,2099.5,28.57,-1.37,6504.25,-0.71,12.15,425.85,-0.41
1121,2017-09-28,2128.75,18.58,-0.04,6550.5,1.63,12.2,448.61,-2.01
1122,2017-09-27,2129.5,166.9,0.25,6445.5,0.21,12.45,1720.0,-6.04
1123,2017-09-26,2124.25,164.89,-1.08,6431.75,-0.52,13.25,634.8,-0.75
1124,2017-09-25,2147.5,31.56,-0.52,6465.25,-0.16,13.35,244.18,1.52
1125,2017-09-22,2158.75,21.56,-0.59,6475.5,0.31,13.15,293.08,0.38
1126,2017-09-21,2171.5,28.99,-0.25,6455.5,-1.21,13.1,268.82,-2.24
1127,2017-09-20,2177.0,102.62,2.46,6534.75,0.06,13.4,739.28,3.88
1128,2017-09-19,2124.75,38.95,2.16,6530.75,0.02,12.9,148.36,-0.77
1129,2017-09-18,2079.75,36.9,0.1,6529.5,0.58,13.0,386.22,0.39
1130,2017-09-15,2077.75,43.31,-0.6,6491.75,-0.19,12.95,1110.0,1.57
1131,2017-09-14,2090.25,41.07,-0.58,6504.25,-0.76,12.75,325.92,0.0
1132,2017-09-13,2102.5,43.16,-1.31,6554.25,-1.79,12.75,278.49,1.19
1133,2017-09-12,2130.5,35.08,0.66,6674.0,-1.08,12.6,275.87,3.28
1134,2017-09-11,2116.5,33.97,1.03,6747.0,1.01,12.2,223.24,1.24
1135,2017-09-08,2095.0,21.67,-0.39,6679.5,-3.38,12.05,216.5,-1.63
1136,2017-09-07,2103.25,23.81,0.1,6913.5,-0.13,12.25,154.74,0.82
1137,2017-09-06,2101.25,29.31,0.39,6922.25,0.88,12.15,214.21,-0.82
1138,2017-09-05,2093.0,53.87,-1.13,6861.75,-0.87,12.25,405.83,0.0
1139,2017-09-04,2117.0,11.45,-0.82,6922.0,1.1,,,
1140,2017-09-01,2134.5,17.61,0.87,6846.75,0.5,12.25,228.13,1.24
1141,2017-08-31,2116.0,20.75,1.41,6812.5,0.53,12.1,300.09,0.0
1142,2017-08-30,2086.5,19.22,-0.37,6776.25,-0.4,12.1,278.77,0.41
1143,2017-08-29,2094.25,19.8,1.18,6803.75,1.53,12.05,212.38,0.42
1144,2017-08-25,2069.75,13.81,-1.71,6701.25,0.01,12.0,221.05,2.13
1145,2017-08-24,2105.75,12.11,0.45,6700.75,1.79,11.75,201.14,1.29
1146,2017-08-23,2096.25,21.05,1.06,6583.0,-0.06,11.6,901.84,3.57
1147,2017-08-22,2074.25,20.26,-0.29,6587.0,0.21,11.2,833.27,0.9
1148,2017-08-21,2080.25,12.45,0.87,6573.5,1.42,11.1,364.24,0.0
1149,2017-08-18,2062.25,16.18,-0.67,6481.25,0.1,11.1,396.35,1.37
1150,2017-08-17,2076.25,18.63,-0.86,6474.5,-0.83,10.95,391.29,-1.79
1151,2017-08-16,2094.25,27.54,2.21,6529.0,2.6,11.15,556.79,-3.04
1152,2017-08-15,2049.0,60.79,1.5,6363.5,-0.65,11.5,458.01,-0.86
1153,2017-08-14,2018.75,27.24,-1.04,6405.0,-0.33,11.6,685.42,0.43
1154,2017-08-11,2040.0,23.65,0.31,6426.5,0.39,11.55,407.57,0.0
1155,2017-08-10,2033.75,24.48,0.47,6401.5,-0.82,11.55,716.47,-0.86
1156,2017-08-09,2024.25,33.49,-0.11,6454.25,-0.39,11.65,918.85,-0.85
1157,2017-08-08,2026.5,41.83,3.39,6479.75,0.98,11.75,709.81,-2.29
1158,2017-08-07,1960.0,19.55,2.78,6416.75,0.89,12.02,326.73,0.21
1159,2017-08-04,1907.0,14.29,-0.3,6360.0,0.24,12.0,833.17,-5.51
1160,2017-08-03,1912.75,13.82,-0.51,6344.75,-0.13,12.7,491.52,1.2
1161,2017-08-02,1922.5,14.79,0.98,6352.75,0.09,12.55,275.94,-0.79
1162,2017-08-01,1903.75,18.69,-0.57,6347.25,-0.44,12.65,322.99,1.2
1163,2017-07-31,1914.75,14.15,0.54,6375.0,0.49,12.5,436.2,-0.4
1164,2017-07-28,1904.5,17.75,-1.65,6343.75,0.35,12.55,302.04,-0.4
1165,2017-07-27,1936.5,13.37,-0.23,6321.75,0.28,12.6,265.53,0.0
1166,2017-07-26,1941.0,12.84,0.61,6304.25,0.65,12.6,313.91,-1.18
1167,2017-07-25,1929.25,15.66,0.93,6263.75,3.85,12.75,432.73,0.0
1168,2017-07-24,1911.5,11.67,-0.2,6031.5,0.58,12.75,431.79,1.59
1169,2017-07-21,1915.25,13.39,-0.09,5996.75,0.35,12.55,475.89,1.21
1170,2017-07-20,1917.0,22.83,-0.17,5976.0,0.17,12.4,227.67,0.81
1171,2017-07-19,1920.25,16.92,-0.56,5966.0,-0.65,12.3,211.74,0.41
1172,2017-07-18,1931.0,56.24,0.93,6004.75,0.02,12.25,239.58,-0.41
1173,2017-07-17,1913.25,29.4,-0.55,6003.25,1.3,12.3,370.34,0.41
1174,2017-07-14,1923.75,29.73,0.18,5926.25,1.03,12.25,260.57,0.41
1175,2017-07-13,1920.25,52.14,1.8,5866.0,-0.65,12.2,386.13,0.83
1176,2017-07-12,1886.25,53.91,-0.59,5904.25,0.43,12.1,484.8,0.41
1177,2017-07-11,1897.5,33.36,0.13,5879.25,0.8,12.05,434.49,-2.82
1178,2017-07-10,1895.0,47.41,-1.8,5832.5,0.05,12.4,789.72,0.81
1179,2017-07-07,1929.75,23.86,-0.72,5829.5,-0.33,12.3,466.04,-0.4
1180,2017-07-06,1943.75,34.59,0.79,5848.75,0.03,12.35,542.95,-0.4
1181,2017-07-05,1928.5,28.2,0.04,5847.25,-0.7,12.4,1050.0,-5.34
1182,2017-07-04,1927.75,9.91,0.05,5888.25,-0.44,,,
1183,2017-07-03,1926.75,29.13,0.38,5914.0,-0.7,13.1,484.99,1.16
1184,2017-06-30,1919.5,27.31,0.2,5955.5,0.54,12.95,728.8,1.57
