,date,tesla,tesla_거래량,tesla_volatility,elec_fee,oli_price,oli_price_volatility,carbon_credits,carbon_credits_volatility,EVE종가,EVE거래량,EVE변동률,BYD종가,BYD거래량,BYD변동률,PSI종가,PSI거래량,SOXX종가,SOXX거래량,SOXL종가,SOXL거래량,LIT조정종가,LIT거래량,SGL종가,SGL변동률,li_price,co,co_volatility,희토류가격,nasdaq,nasdaq_거래량,nasdaq_volatility,ssec,ssec_거래량,ssec_volatility,dollar,dollar_volatility,alu_price,alu_vol,alu_change,cu_price,cu_change,REGI_price,REGI_vol,REGI_change,검색량,updown,매출액,매출원가,매출총이익,영업이익,순이익,자산총계,매출총이익률,영업이익률,주당순이익EPS(달러),주가수익배수PER(배),총자산이익률ROA(%)
0,2015-03-31,37.75,25130.0,-0.94,6.83,47.6,-2.22,6.92,0.58,20.09,21050.0,-2.9,52.4,18740.0,-0.59,27.0,45.92,94.02,136.34,2.27,6940.0,20.235533,3850.0,81.43,-0.07,40.5,26758.0,-1.47,374.1666666666667,4900.88,509760.0,-0.94,3747.9,56170000.0,-1.02,98.36,0.4,1784.0,40.63,-0.7,6017.0,-1.24,9.22,391.98,-3.56,29,0,3518.0,2531.0,987.0,-245.0,-398.0,6120.0,28.055713473564523,-6.964184195565662,-0.64,-59.59,-7.1
1,2015-04-01,37.52,18970.0,-0.61,6.61,50.09,5.23,7.14,3.18,21.49,25270.0,6.97,57.64,33650.0,10.0,26.7,78.85,93.41,208.45,2.22,12370.0,20.325228,3050.0,81.53,0.12,40.5,26457.0,-1.12,372.5,4880.23,457080.0,-0.42,3810.29,44750000.0,1.66,98.19,-0.17,1776.5,25.83,-0.42,6035.0,0.3,9.6,244.96,4.12,26,0,3520.936507936508,2533.936507936508,987.0,-247.25396825396825,-399.95238095238096,6125.523809523809,28.03346507354305,-7.019530250989709,-0.643015873015873,-59.67777777777778,-7.125396825396825
2,2015-04-02,38.2,25050.0,1.81,6.61,49.14,-1.9,7.15,0.14,21.66,36930.0,0.79,59.84,46840.0,3.82,26.73,66.28,93.2,214.6,2.2,10690.0,20.594316,6350.0,82.23,0.86,40.5,26975.0,1.96,370.8333333333333,4886.94,383830.0,0.14,3825.78,47930000.0,0.41,97.44,-0.76,1780.5,30.82,0.23,5985.0,-0.83,9.36,221.78,-2.5,27,1,3523.873015873016,2536.873015873016,987.0,-249.5079365079365,-401.9047619047619,6131.047619047619,28.011216673521577,-7.0748763064137545,-0.6460317460317461,-59.76555555555556,-7.15079365079365
3,2015-04-06,40.62,62280.0,6.34,6.61,52.14,6.11,7.130000000000001,-0.21,22.385,29255.0,1.0750000000000002,60.115,33075.0,1.13,26.81,53.99,93.61,353.58,2.23,8510.0,20.75577,15150.0,82.775,1.055,41.5,27073.5,1.345,369.1666666666667,4917.32,466900.0,0.62,3893.58,52485000.0,1.465,96.78,0.24,1780.625,24.42,0.12,6020.0,0.17,9.47,253.93,1.18,28,1,3526.809523809524,2539.809523809524,987.0,-251.7619047619048,-403.8571428571428,6136.571428571428,27.988968273500102,-7.130222361837801,-0.6490476190476191,-59.85333333333334,-7.176190476190476
4,2015-04-07,40.65,21740.0,0.07,6.61,53.98,3.53,7.11,-0.56,23.11,21580.0,1.36,60.39,19310.0,-1.56,26.75,20.92,93.65,347.87,2.24,5790.0,20.881346,50750.0,83.32,1.25,41.5,27172.0,0.73,367.5,4910.23,373960.0,-0.14,3961.38,57040000.0,2.52,97.83,1.08,1780.75,18.02,0.01,6055.0,1.17,9.44,268.64,-0.32,27,1,3529.746031746032,2542.746031746032,987.0,-254.015873015873,-405.8095238095238,6142.095238095239,27.96671987347863,-7.185568417261847,-0.6520634920634921,-59.94111111111111,-7.201587301587301
5,2015-04-08,41.53,31520.0,2.16,6.61,50.42,-6.6,7.12,0.14,22.46,19060.0,-2.81,57.88,22120.0,-4.16,26.97,19.21,94.2,292.08,2.28,3950.0,21.222195,34900.0,84.59,1.52,41.8,27671.0,1.84,365.8333333333333,4950.82,409410.0,0.83,3994.81,61810000.0,0.84,97.94,0.11,1766.25,40.62,-0.81,6004.0,-0.84,9.24,292.78,-2.12,32,1,3532.68253968254,2545.68253968254,987.0,-256.26984126984127,-407.7619047619048,6147.619047619048,27.94447147345716,-7.240914472685894,-0.655079365079365,-60.02888888888889,-7.226984126984126
6,2015-04-09,42.02,19000.0,1.18,6.61,50.79,0.73,7.01,-1.54,22.15,18350.0,-1.38,56.0,22490.0,-3.25,27.23,13.7,95.43,199.21,2.37,7360.0,21.455404,12900.0,85.76,1.38,42.0,28672.0,3.62,364.1666666666667,4974.56,387110.0,0.48,3957.53,58520000.0,-0.93,99.16,1.25,1757.0,97.51,-0.52,5995.5,-0.14,9.1,302.42,-1.52,30,1,3535.619047619048,2548.619047619048,987.0,-258.5238095238095,-409.7142857142857,6153.142857142857,27.922223073435685,-7.29626052810994,-0.6580952380952381,-60.11666666666667,-7.252380952380952
7,2015-04-10,42.18,20340.0,0.38,6.61,51.64,1.67,6.94,-1.0,22.78,15750.0,2.84,56.9,15970.0,1.61,27.35,63.85,95.81,88.3,2.39,4250.0,21.38365,13200.0,85.7,-0.07,42.0,28861.0,0.66,362.5,4995.98,341080.0,0.43,4034.31,48430000.0,1.94,99.34,0.18,1759.25,76.07,0.13,6016.5,0.35,9.33,202.63,2.53,27,1,3538.555555555556,2551.555555555556,987.0,-260.77777777777777,-411.6666666666667,6158.666666666667,27.899974673414214,-7.351606583533987,-0.6611111111111111,-60.20444444444445,-7.277777777777778
8,2015-04-13,41.96,18790.0,-0.52,6.61,51.91,0.52,6.8,-2.02,23.02,17380.0,1.05,59.2,21570.0,4.04,27.25,18.0,95.25,145.54,2.35,7760.0,21.527163,13650.0,86.59,1.04,42.0,28897.0,0.12,362.5,4988.25,369220.0,-0.15,4121.71,58980000.0,2.17,99.49,0.15,1759.25,41.73,0.0,5984.0,-0.54,9.1,219.41,-2.47,26,0,3541.492063492064,2554.492063492064,987.0,-263.031746031746,-413.6190476190476,6164.190476190476,27.87772627339274,-7.406952638958033,-0.6641269841269841,-60.29222222222223,-7.303174603174603
9,2015-04-14,41.49,15130.0,-1.12,6.61,53.29,2.66,6.8,0.0,22.73,15270.0,-1.26,57.05,16040.0,-3.63,26.88,27.54,94.28,221.39,2.28,8010.0,21.527163,6050.0,86.73,0.16,42.0,28681.0,-0.6666666666666667,362.5,4977.29,364240.0,-0.22,4135.57,61070000.0,0.34,98.73,-0.76,1789.0,45.93,1.69,5945.0,-0.65,9.27,340.35,1.87,24,0,3544.428571428572,2557.428571428572,987.0,-265.2857142857143,-415.57142857142856,6169.714285714285,27.855477873371267,-7.462298694382079,-0.6671428571428571,-60.38,-7.328571428571428
10,2015-04-15,41.57,9760.0,0.19,6.61,56.39,5.82,6.85,0.74,21.48,16420.0,-5.5,56.0,12810.0,-1.84,27.4,33.33,95.85,148.08,2.4,8970.0,21.796255,8900.0,87.24,0.59,42.5,28465.0,-1.4533333333333336,362.5,5011.02,425850.0,0.68,4084.16,61300000.0,-1.24,98.32,-0.42,1812.0,77.52,1.29,5960.0,0.25,9.23,361.74,-0.43,24,1,3547.3650793650795,2560.3650793650795,987.0,-267.53968253968253,-417.5238095238095,6175.238095238095,27.833229473349792,-7.517644749806125,-0.6701587301587302,-60.46777777777778,-7.353968253968254
11,2015-04-16,41.34,8300.0,-0.55,6.61,56.71,0.57,6.87,0.29,22.05,11790.0,2.65,57.7,15080.0,3.04,27.37,40.57,95.44,174.39,2.36,3700.0,21.832129,11400.0,87.47,0.26,42.5,28249.0,-2.24,362.5,5007.79,383970.0,-0.06,4194.82,55120000.0,2.71,97.42,-0.92,1821.5,30.04,0.52,6086.5,2.12,9.22,182.49,-0.11,25,0,3550.3015873015875,2563.3015873015875,987.0,-269.7936507936508,-419.4761904761905,6180.761904761905,27.81098107332832,-7.572990805230172,-0.6731746031746032,-60.55555555555556,-7.379365079365079
12,2015-04-17,41.36,12350.0,0.05,6.61,55.74,-1.71,6.84,-0.44,21.7,15430.0,-1.59,57.15,16320.0,-0.95,26.88,49.96,94.08,165.9,2.26,9110.0,21.347769,10350.0,86.52,-1.09,42.5,28798.0,1.94,362.5,4931.81,506000.0,-1.52,4287.3,70170000.0,2.2,97.52,0.1,1817.0,22.0,-0.25,6086.5,0.0,8.93,228.57,-3.15,26,1,3553.2380952380954,2566.2380952380954,987.0,-272.04761904761904,-421.4285714285714,6186.285714285715,27.788732673306846,-7.628336860654218,-0.6761904761904762,-60.64333333333334,-7.404761904761904
13,2015-04-20,41.05,12800.0,-0.75,6.61,56.38,1.15,7.13,4.24,21.81,25600.0,0.51,54.8,16910.0,-4.11,27.22,27.01,94.88,132.74,2.32,4410.0,21.527163,3500.0,86.74,0.25,42.5,29595.0,2.77,362.5,4994.6,386630.0,1.27,4217.08,85710000.0,-1.64,97.94,0.43,1812.25,14.26,-0.26,5989.5,-1.59,9.11,155.89,2.02,26,0,3556.174603174604,2569.174603174604,987.0,-274.3015873015873,-423.3809523809524,6191.809523809524,27.76648427328537,-7.683682916078265,-0.6792063492063493,-60.73111111111111,-7.4301587301587295
14,2015-04-21,41.88,17160.0,2.02,6.61,55.26,-1.99,7.08,-0.7,23.89,28480.0,9.54,56.11,12770.0,2.39,27.46,16.38,95.53,151.5,2.37,6060.0,21.509224,1450.0,86.54,-0.23,42.5,29494.0,-0.34,362.5,5014.1,381510.0,0.39,4293.62,63450000.0,1.82,98.0,0.06,1817.75,20.75,0.3,5932.0,-0.96,8.86,194.53,-2.74,25,1,3559.1111111111118,2572.1111111111118,987.0,-276.55555555555554,-425.3333333333333,6197.333333333333,27.7442358732639,-7.739028971502311,-0.6822222222222223,-60.81888888888889,-7.455555555555555
15,2015-04-22,43.89,39320.0,4.8,6.61,56.16,1.63,7.09,0.14,23.74,26960.0,-0.63,57.25,15580.0,2.03,27.65,37.21,96.88,150.25,2.47,9700.0,21.778315,14200.0,87.42,1.02,42.5,29643.0,0.51,362.5,5035.17,398300.0,0.42,4398.49,68030000.0,2.44,97.93,-0.07,1807.25,14.34,-0.58,5910.5,-0.36,8.94,155.32,0.85,28,1,3562.0476190476197,2575.0476190476197,987.0,-278.8095238095238,-427.2857142857143,6202.857142857143,27.72198747324243,-7.794375026926358,-0.6852380952380952,-60.90666666666667,-7.48095238095238
16,2015-04-23,43.72,22060.0,-0.39,6.61,57.74,2.81,7.25,2.26,24.75,22570.0,4.25,62.98,44090.0,10.01,27.16,27.24,95.38,196.35,2.35,11390.0,22.083282,10200.0,88.72,1.49,42.5,29876.0,0.79,362.5,5056.06,435930.0,0.41,4414.51,66730000.00000001,0.36,97.28,-0.66,1777.75,17.2,-1.63,5956.0,0.77,9.14,251.36,2.24,28,0,3564.9841269841268,2577.9841269841268,987.0,-281.06349206349205,-429.2380952380952,6208.380952380952,27.699739073220957,-7.849721082350404,-0.6882539682539682,-60.99444444444445,-7.506349206349206
17,2015-04-24,43.69,12140.0,-0.07,6.61,57.15,-1.02,7.28,0.41,24.27,14050.0,-1.94,61.82333333333333,42240.0,4.836666666666667,26.49,29.76,93.81,210.23,2.24,18210.0,22.083282,6600.0,88.84,0.14,42.5,29825.0,-0.17,362.5,5092.09,467320.0,0.71,4393.69,62860000.0,-0.47,96.92,-0.37,1823.5,23.61,2.57,6025.0,1.16,9.2,233.53,0.71,27,0,3567.9206349206347,2580.9206349206347,987.0,-283.3174603174603,-431.1904761904762,6213.9047619047615,27.677490673199483,-7.90506713777445,-0.6912698412698413,-61.08222222222223,-7.531746031746032
18,2015-04-27,46.31,58360.0,6.0,6.61,56.99,-0.28,7.15,-1.79,23.75,16140.0,-2.14,60.66666666666666,40390.0,-0.336666666666666,26.6,62.95,94.05,198.36,2.26,8380.0,22.280613,14850.0,89.84,1.13,42.5,29772.0,-0.18,362.5,5060.25,506280.0,-0.63,4527.4,67110000.0,3.04,96.77,-0.15,1838.25,16.74,0.81,6096.0,1.18,9.34,198.67,1.52,28,1,3570.8571428571427,2583.8571428571427,987.0,-285.57142857142856,-433.1428571428571,6219.428571428572,27.655242273178008,-7.960413193198496,-0.6942857142857143,-61.17,-7.557142857142857
19,2015-04-28,46.1,30430.0,-0.45,6.61,57.06,0.12,7.35,2.8,22.43,14120.0,-5.56,59.51,38540.0,-5.51,26.69,20.59,94.14,400.86,2.26,4690.0,22.567642,10350.0,90.78,1.05,42.5,29921.0,0.5,362.5,5055.42,476100.0,-0.1,4476.21,76770000.0,-1.13,96.09,-0.7,1876.25,25.03,2.07,6126.0,0.49,9.3,121.79,-0.43,26,0,3573.7936507936506,2586.7936507936506,987.0,-287.8253968253968,-435.0952380952381,6224.952380952381,27.632993873156536,-8.015759248622544,-0.6973015873015873,-61.25777777777778,-7.582539682539682
20,2015-04-29,46.49,19680.0,0.85,6.61,58.58,2.66,7.46,1.5,23.2,16079.999999999998,3.43,61.19,22240.0,2.82,26.65,27.5,93.62,261.46,2.23,7010.0,22.531761,7750.0,90.77,-0.01,42.5,30220.0,1.0,362.5,5023.64,443710.0,-0.63,4476.62,51980000.0,0.01,95.21,-0.92,1885.25,23.38,0.48,6128.0,0.03,9.52,405.97,2.37,26,1,3576.7301587301586,2589.7301587301586,987.0,-290.07936507936506,-437.04761904761904,6230.476190476191,27.61074547313506,-8.07110530404659,-0.7003174603174603,-61.34555555555556,-7.6079365079365076
21,2015-04-30,45.21,19560.0,-2.75,6.61,59.63,1.79,7.39,-0.94,23.04,15630.0,-0.69,60.0,16200.0,-1.94,26.29,43.99,92.81,774.71,2.17,6360.0,22.495882,5600.0,90.41,-0.4,42.5,29919.0,-1.0,362.5,4941.42,591670.0,-1.64,4441.66,52670000.0,-0.78,94.6,-0.64,1929.0,36.51,2.32,6315.0,3.05,9.21,341.22,-3.26,33,0,3579.6666666666665,2592.6666666666665,987.0,-292.3333333333333,-439.0,6236.0,27.58849707311359,-8.126451359470636,-0.7033333333333334,-61.43333333333334,-7.633333333333333
22,2015-05-01,45.21,26410.0,0.0,6.74,59.15,-0.8,7.48,1.22,23.68,16460.0,2.435,60.695,17410.0,0.1899999999999999,27.03,15.69,95.39,507.93,2.34,17380.0,22.944368,62950.0,90.99,0.64,42.5,30117.0,0.66,362.5,5005.39,461130.0,1.29,4461.06,51045000.0,0.0449999999999999,95.3,0.74,1913.0,30.25,-0.83,6423.0,1.71,9.08,206.4,-1.41,100,1,3582.6031746031745,2595.6031746031745,987.0,-294.5873015873016,-440.95238095238096,6241.523809523809,27.566248673092115,-8.181797414894682,-0.7063492063492064,-61.52111111111112,-7.658730158730158
23,2015-05-04,46.1,22170.0,1.97,6.74,58.93,-0.37,7.58,1.34,24.32,17290.0,5.56,61.39,18620.0,2.32,27.1,13.85,95.2,220.78,2.33,7010.0,22.980247,30700.0,91.08,0.1,42.5,29989.0,-0.0949999999999999,347.0,5016.93,415230.0,0.23,4480.46,49420000.0,0.87,95.48,0.19,1945.5,35.86,1.2849999999999997,6425.5,0.895,9.01,230.03,-0.77,43,1,3585.5396825396824,2598.5396825396824,987.0,-296.8412698412698,-442.9047619047619,6247.047619047619,27.544000273070644,-8.237143470318728,-0.7093650793650794,-61.60888888888889,-7.684126984126983
24,2015-05-05,46.59,28980.0,1.06,6.74,60.4,2.49,7.55,-0.4,23.41,9500.0,-3.74,58.39,15860.0,-4.89,26.41,10.13,93.13,249.35,2.18,11860.0,22.85467,22250.0,91.07,-0.01,42.5,29861.0,-0.85,331.5,4939.33,479750.0,-1.55,4298.71,57290000.0,-4.06,95.08,-0.42,1978.0,41.47,3.4,6428.0,0.08,8.81,265.54,-2.22,38,1,3588.4761904761904,2601.4761904761904,987.0,-299.0952380952381,-444.8571428571428,6252.571428571428,27.52175187304917,-8.292489525742775,-0.7123809523809523,-61.69666666666667,-7.709523809523809
25,2015-05-06,46.09,26350.0,-1.07,6.74,60.93,0.88,7.53,-0.26,23.86,13000.0,1.92,58.15,13000.0,-0.41,26.4,17.59,93.02,465.82,2.17,9010.0,22.603519,11200.0,90.74,-0.36,42.5,29865.0,0.01,316.0,4919.64,496020.0,-0.4,4229.27,48170000.0,-1.62,94.09,-1.04,1919.5,29.27,-2.96,6412.0,-0.25,8.67,717.17,-1.59,39,0,3591.4126984126983,2604.4126984126983,987.0,-301.3492063492063,-446.8095238095238,6258.095238095239,27.499503473027698,-8.347835581166821,-0.7153968253968254,-61.784444444444446,-7.734920634920634
26,2015-05-07,47.36,47280.0,2.76,6.74,58.94,-3.27,7.43,-1.33,22.16,8540.0,-7.12,58.75,11220.0,1.03,26.69,35.73,94.04,309.5,2.25,7690.0,22.657339,24700.0,90.1,-0.71,42.5,29914.0,0.16,300.5,4945.54,470260.0,0.53,4112.21,39460000.0,-2.77,94.64,0.58,1879.5,32.79,-2.08,6385.5,-0.41,8.86,695.38,2.19,44,1,3594.3492063492063,2607.3492063492063,987.0,-303.6031746031746,-448.7619047619048,6263.619047619048,27.477255073006223,-8.403181636590867,-0.7184126984126984,-61.87222222222223,-7.760317460317459
27,2015-05-08,47.32,23340.0,-0.08,6.74,59.39,0.76,7.53,1.35,24.38,13230.0,10.02,59.5,13360.0,1.28,26.93,14.71,94.98,218.97,2.31,10140.0,22.85467,8950.0,91.01,1.01,42.5,29764.0,-0.5,285.0,5003.55,450650.0,1.17,4205.92,39740000.0,2.28,94.79,0.16,1885.0,35.55,0.29,6391.5,0.09,8.77,472.71,-1.02,37,0,3597.285714285714,2610.285714285714,987.0,-305.85714285714283,-450.7142857142857,6269.142857142857,27.45500667298475,-8.458527692014915,-0.7214285714285714,-61.96,-7.785714285714285
28,2015-05-11,47.9,28360.0,1.23,6.74,59.25,-0.24,7.62,1.2,25.45,17020.0,4.39,63.09,24880.0,6.03,26.99,24.57,95.04,164.99,2.31,7170.0,22.747036,27550.0,91.22,0.23,42.5,29959.5,0.66,285.0,4993.57,410320.0,-0.2,4333.58,48880000.0,3.04,95.01,0.23,1874.25,23.36,-0.57,6380.0,-0.18,8.67,251.11,-1.14,31,1,3600.222222222222,2613.222222222222,987.0,-308.1111111111111,-452.6666666666667,6274.666666666667,27.43275827296328,-8.51387374743896,-0.7244444444444444,-62.04777777777778,-7.811111111111111
29,2015-05-12,48.95,31820.0,2.19,6.74,60.75,2.53,7.59,-0.39,13.53,29660.0,-46.84,64.5,24120.0,2.23,26.78,9.48,94.18,332.04,2.26,6730.0,22.782915,17000.0,90.71,-0.56,42.5,30057.0,0.33,285.0,4976.19,403840.0,-0.35,4401.22,52190000.0,1.56,94.53,-0.51,1890.0,38.05,0.84,6418.0,0.6,8.87,297.61,2.31,33,1,3603.15873015873,2616.15873015873,987.0,-310.3650793650794,-454.6190476190476,6280.190476190476,27.410509872941805,-8.569219802863007,-0.7274603174603175,-62.13555555555556,-7.836507936507936
30,2015-05-13,48.64,27200.0,-0.63,6.74,60.5,-0.41,7.64,0.66,12.88,30180.0,-4.8,63.13,17680.0,-2.12,26.85,16.44,94.76,131.3,2.29,5100.0,22.908491,27000.0,91.14,0.47,42.5,30006.0,-0.17,285.0,4981.69,384760.0,0.11,4375.76,51050000.0,-0.58,93.62,-0.96,1876.0,30.57,-0.74,6425.0,0.11,9.03,251.35,1.8,30,0,3606.095238095238,2619.095238095238,987.0,-312.6190476190476,-456.57142857142856,6285.714285714285,27.38826147292033,-8.624565858287053,-0.7304761904761905,-62.223333333333336,-7.8619047619047615
31,2015-05-14,48.82,14480.0,0.37,6.74,59.88,-1.02,7.55,-1.18,13.77,32100.0,6.91,62.75,15380.0,-0.6,27.25,20.43,95.89,292.09,2.38,10310.0,22.890551,14950.0,90.89,-0.27,42.5,30005.0,-0.0,285.0,5050.8,404810.0,1.39,4378.31,44910000.0,0.06,93.46,-0.17,1861.0,25.31,-0.8,6403.5,-0.33,9.07,219.18,0.44,30,1,3609.031746031746,2622.031746031746,987.0,-314.8730158730159,-458.5238095238095,6291.238095238095,27.36601307289886,-8.6799119137111,-0.7334920634920635,-62.31111111111112,-7.887301587301587
32,2015-05-15,49.77,22640.0,1.95,6.74,59.69,-0.32,7.59,0.53,13.34,21540.0,-3.12,60.82,14810.0,-3.08,27.25,32.7,96.05,126.4,2.39,4170.0,22.908491,15950.0,91.11,0.24,42.5,30001.0,-0.01,285.0,5048.29,431420.0,-0.05,4308.69,43970000.0,-1.59,93.14,-0.34,1845.0,24.41,-0.86,6407.0,0.05,9.27,366.53,2.21,29,1,3611.968253968254,2624.968253968254,987.0,-317.1269841269841,-460.4761904761905,6296.761904761905,27.343764672877384,-8.735257969135146,-0.7365079365079366,-62.39888888888889,-7.912698412698412
33,2015-05-18,49.75,16770.0,-0.04,6.74,59.43,-0.44,7.6,0.13,13.37,21780.0,0.22,62.5,20800.0,2.76,27.58,14.39,96.99,208.51,2.45,6350.0,22.890551,9950.0,90.7,-0.45,42.5,29986.0,-0.05,283.0,5078.44,391350.0,0.6,4283.49,38010000.0,-0.58,94.22,1.16,1811.0,26.61,-1.84,6375.0,-0.5,9.53,347.06,2.8,30,0,3614.904761904762,2627.904761904762,987.0,-319.3809523809524,-462.4285714285714,6302.285714285715,27.321516272855916,-8.790604024559192,-0.7395238095238095,-62.48666666666667,-7.938095238095237
34,2015-05-19,49.43,18370.0,-0.64,6.74,57.26,-3.65,7.37,-3.03,13.68,25790.0,2.32,64.56,25300.0,3.3,27.54,55.39,96.64,152.38,2.43,6740.0,22.764975,5350.0,90.5,-0.22,42.5,29997.33333333333,0.0033333333333333,281.0,5070.03,412310.0,-0.17,4417.55,43670000.0,3.13,95.27,1.11,1789.0,65.11,-1.21,6223.5,-2.38,9.58,432.03,0.52,30,0,3617.84126984127,2630.84126984127,987.0,-321.6349206349206,-464.3809523809524,6307.809523809524,27.29926787283444,-8.845950079983238,-0.7425396825396825,-62.574444444444445,-7.963492063492063
35,2015-05-20,48.87,18780.0,-1.13,6.74,58.98,3.0,7.35,-0.27,14.71,49060.0,7.53,66.19,27570.0,2.52,27.64,18.44,96.85,286.2,2.44,2920.0,22.944368,18900.0,90.18,-0.35,42.5,30008.666666666668,0.0566666666666666,279.0,5071.74,401520.0,0.03,4446.29,51410000.0,0.65,95.45,0.19,1783.5,17.8,-0.31,6215.0,-0.14,9.57,315.62,-0.1,28,0,3620.777777777778,2633.777777777778,987.0,-323.8888888888889,-466.3333333333333,6313.333333333333,27.277019472812967,-8.901296135407286,-0.7455555555555555,-62.66222222222223,-7.988888888888888
36,2015-05-21,49.12,9850.0,0.51,6.74,60.72,2.95,7.3,-0.68,16.18,36490.0,9.99,72.81,25880.0,10.0,27.77,24.75,97.34,153.43,2.48,2390.0,22.908491,6500.0,90.85,0.74,42.5,30020.0,0.11,277.0,5090.79,381240.0,0.38,4529.42,46500000.0,1.87,95.25,-0.21,1772.5,28.03,-0.62,6259.5,0.72,9.7,296.96,1.36,29,1,3623.714285714286,2636.714285714286,987.0,-326.1428571428571,-468.2857142857143,6318.857142857143,27.25477107279149,-8.956642190831332,-0.7485714285714286,-62.75000000000001,-8.014285714285714
37,2015-05-22,49.55,11120.0,0.88,6.74,59.72,-1.65,7.3,0.0,15.84,32760.0,-2.1,76.0,35230.0,4.38,27.94,30.03,97.54,137.04,2.5,2570.0,22.818792,47950.0,91.08,0.25,42.5,30420.0,1.33,275.0,5089.36,363370.0,-0.03,4657.6,65560000.0,2.83,96.11,0.9,1767.5,18.03,-0.28,6175.5,-1.34,9.87,237.42,1.75,29,1,3626.6507936507937,2639.6507936507937,987.0,-328.3968253968254,-470.2380952380952,6324.380952380952,27.23252267277002,-9.011988246255378,-0.7515873015873016,-62.83777777777778,-8.03968253968254
38,2015-05-26,49.49,17490.0,-0.12,6.74,58.03,-3.03,7.22,-1.9,16.94,29830.0,1.86,76.95,34153.75,5.0825,27.68,25.59,96.79,261.83,2.44,4060.0,22.782915,16850.0,90.85,-0.27,42.5,30412.5,-0.02,273.75,5032.75,442170.0,-1.11,4910.9,70490000.0,2.02,97.3,1.34,1750.25,16.51,-0.98,6117.5,-0.94,9.93,271.02,0.61,28,0,3629.5873015873017,2642.5873015873017,987.0,-330.6507936507936,-472.1904761904762,6329.9047619047615,27.210274272748546,-9.067334301679423,-0.7546031746031746,-62.92555555555556,-8.065079365079365
39,2015-05-27,49.49,17040.0,0.0,6.74,57.51,-0.9,7.17,-0.69,17.59,38880.0,3.84,77.9,33077.5,5.785,28.79,27.27,100.59,438.73,2.73,13920.0,22.80085,9250.0,90.45,-0.44,42.5,30411.0,-0.0,272.5,5106.59,424870.0,1.47,4941.71,68120000.0,0.63,97.37,0.07,1735.75,29.3,-0.83,6098.0,-0.32,9.99,425.49,0.6,28,1,3632.5238095238096,2645.5238095238096,987.0,-332.9047619047619,-474.1428571428571,6335.428571428572,27.188025872727074,-9.122680357103471,-0.7576190476190476,-63.013333333333335,-8.09047619047619
40,2015-05-28,50.29,18240.0,1.62,6.74,57.68,0.3,7.18,0.14,15.88,24960.0,-9.72,78.85,32001.25,6.4875,28.87,26.51,100.69,408.6,2.74,6610.0,22.711157,5950.0,90.46,0.01,42.5,30536.0,0.41,271.25,5097.98,400530.0,-0.17,4620.27,78300000.0,-6.5,96.97,-0.41,1774.5,21.46,2.23,6103.5,0.09,10.21,345.83,2.2,28,1,3635.4603174603176,2648.4603174603176,987.0,-335.1587301587301,-476.0952380952381,6340.952380952381,27.1657774727056,-9.178026412527515,-0.7606349206349207,-63.10111111111112,-8.115873015873015
41,2015-05-29,50.16,18950.0,-0.26,6.74,60.3,4.54,7.32,1.95,16.73,28200.0,5.35,79.8,30925.0,7.19,28.95,69.59,101.07,604.64,2.76,5220.0,22.424128,17000.0,89.96,-0.55,42.5,30350.0,-0.61,270.0,5070.02,545790.0,-0.55,4611.74,61130000.0,-0.18,96.91,-0.06,1738.0,38.25,-2.06,6017.0,-1.42,10.63,1800.0,4.11,28,0,3638.3968253968255,2651.396825396825,987.0,-337.41269841269843,-478.04761904761904,6346.476190476191,27.143529072684128,-9.233372467951565,-0.7636507936507937,-63.18888888888889,-8.14126984126984
42,2015-06-01,49.89,12530.0,-0.54,7.11,60.2,-0.17,7.24,-1.09,17.54,25030.0,4.84,80.75,29848.75,7.8925,29.03,109.43,101.13,438.63,2.77,6370.0,22.37031,80450.0,89.43,-0.59,43.0,30195.0,-0.51,270.0,5082.93,444440.0,0.25,4828.74,59340000.0,4.71,97.39,0.5,1759.25,21.63,1.22,5999.0,-0.3,12.38,1810.0,16.46,28,0,3641.3333333333335,2654.333333333333,987.0,-339.6666666666667,-480.0,6352.0,27.121280672662653,-9.28871852337561,-0.7666666666666666,-63.27666666666667,-8.166666666666666
43,2015-06-02,49.67,10670.0,-0.44,7.11,61.26,1.76,7.44,2.76,18.73,21500.0,6.78,81.69999999999999,28772.5,8.594999999999999,28.64,33.41,100.0,312.95,2.68,5440.0,22.11916,17900.0,89.3,-0.15,44.0,30494.0,0.99,270.0,5076.52,410950.0,-0.13,4910.53,62370000.0,1.69,95.83,-1.6,1738.0,18.82,-1.21,6040.5,0.69,12.27,1110.0,-0.89,27,0,3644.2698412698414,2657.269841269841,987.0,-341.92063492063494,-481.95238095238096,6357.523809523809,27.099032272641185,-9.344064578799657,-0.7696825396825396,-63.36444444444445,-8.192063492063491
44,2015-06-03,49.8,8910.0,0.26,7.11,59.64,-2.64,7.48,0.54,18.08,24930.0,-3.47,82.64999999999999,27696.25,9.2975,28.58,18.52,99.32,1200.0,2.62,4200.0,22.352371,11450.0,90.07,0.86,44.0,30595.0,0.33,270.0,5099.23,411410.0,0.45,4909.98,61150000.0,-0.01,95.47,-0.38,1750.75,20.4,0.73,6003.0,-0.62,11.94,817.65,-2.69,25,1,3647.206349206349,2660.2063492063494,987.0,-344.1746031746032,-483.9047619047619,6363.047619047619,27.076783872619707,-9.399410634223702,-0.7726984126984127,-63.45222222222223,-8.217460317460317
