,date,li_price
1068,2019-04-26,65.0
1069,2019-04-29,65.5
1070,2019-04-30,65.5
1071,2019-05-06,65.5
1072,2019-05-07,66.0
1073,2019-05-08,66.0
1074,2019-05-09,72.0
1075,2019-05-10,66.0
1076,2019-05-13,66.0
1077,2019-05-14,66.5
1078,2019-05-15,66.5
1079,2019-05-16,66.5
1080,2019-05-17,66.5
1081,2019-05-20,66.5
1082,2019-05-21,66.5
1083,2019-05-22,66.5
1084,2019-05-23,66.5
1085,2019-05-24,66.5
1086,2019-05-27,66.5
1087,2019-05-28,66.5
1088,2019-05-29,66.5
1089,2019-05-30,66.5
1090,2019-05-31,66.5
1091,2019-06-03,66.5
1092,2019-06-04,66.5
1093,2019-06-05,66.5
1094,2019-06-06,66.5
1095,2019-06-10,66.5
1096,2019-06-11,66.5
1097,2019-06-12,66.5
1098,2019-06-13,66.5
1099,2019-06-14,66.0
1100,2019-06-17,66.0
1101,2019-06-18,66.0
1102,2019-06-19,66.0
1103,2019-06-20,66.0
1104,2019-06-21,66.0
1105,2019-06-24,66.0
1106,2019-06-25,65.0
1107,2019-06-26,65.0
1108,2019-06-27,65.0
1109,2019-06-28,65.0
1110,2019-07-01,64.0
1111,2019-07-02,64.0
1112,2019-07-03,64.0
1113,2019-07-04,64.0
1114,2019-07-05,63.5
1115,2019-07-08,63.5
1116,2019-07-09,63.5
1117,2019-07-10,63.0
1118,2019-07-11,63.0
1119,2019-07-12,63.0
1120,2019-07-15,63.0
1121,2019-07-16,63.0
1122,2019-07-17,63.0
1123,2019-07-18,63.0
1124,2019-07-19,63.0
1125,2019-07-22,63.0
1126,2019-07-23,62.5
1127,2019-07-24,62.5
1128,2019-07-25,62.5
1129,2019-07-26,61.5
1130,2019-07-29,60.5
1131,2019-07-30,60.5
1132,2019-07-31,60.5
1133,2019-08-01,60.5
1134,2019-08-02,59.5
1135,2019-08-05,59.0
1136,2019-08-06,58.5
1137,2019-08-07,58.5
1138,2019-08-08,58.5
1139,2019-08-09,58.5
1140,2019-08-12,58.5
1141,2019-08-13,58.0
1142,2019-08-14,58.0
1143,2019-08-15,57.0
1144,2019-08-16,57.0
1145,2019-08-19,56.5
1146,2019-08-20,56.5
1147,2019-08-21,56.5
1148,2019-08-22,55.5
1149,2019-08-23,54.5
1150,2019-08-26,53.5
1151,2019-08-27,53.0
1152,2019-08-28,53.0
1153,2019-08-29,53.0
1154,2019-08-30,52.0
1155,2019-09-02,52.0
1156,2019-09-03,51.5
1157,2019-09-04,51.5
1158,2019-09-05,50.0
1159,2019-09-06,50.0
1160,2019-09-09,50.0
1161,2019-09-10,50.0
1162,2019-09-11,50.0
1163,2019-09-12,50.0
1164,2019-09-16,50.0
1165,2019-09-17,49.5
1166,2019-09-18,49.5
1167,2019-09-19,49.5
1168,2019-09-20,49.5
1169,2019-09-23,49.5
1170,2019-09-24,49.5
1171,2019-09-25,49.5
1172,2019-09-26,49.5
1173,2019-09-27,49.5
1174,2019-10-08,49.5
1175,2019-10-09,49.5
1176,2019-10-10,49.5
1177,2019-10-11,49.5
1178,2019-10-12,49.5
1179,2019-10-14,49.5
1180,2019-10-15,49.5
1181,2019-10-16,49.5
1182,2019-10-17,49.5
1183,2019-10-18,49.5
1184,2019-10-21,49.5
1185,2019-10-22,49.5
1186,2019-10-23,49.5
1187,2019-10-24,49.5
1188,2019-10-25,49.5
1189,2019-10-28,49.0
1190,2019-10-29,48.5
1191,2019-10-30,48.5
1192,2019-10-31,48.5
1193,2019-11-01,48.5
1194,2019-11-04,48.5
1195,2019-11-05,48.5
1196,2019-11-06,48.5
1197,2019-11-07,48.5
1198,2019-11-08,48.5
1199,2019-11-11,48.5
1200,2019-11-12,48.5
1201,2019-11-13,48.5
1202,2019-11-14,48.5
1203,2019-11-15,48.0
1204,2019-11-18,47.5
1205,2019-11-19,47.5
1206,2019-11-20,47.0
1207,2019-11-21,47.0
1208,2019-11-22,47.0
1209,2019-11-25,46.5
1210,2019-11-26,46.5
1211,2019-11-27,46.5
1212,2019-11-28,46.5
1213,2019-11-29,46.0
1214,2019-12-02,46.0
1215,2019-12-03,45.0
1216,2019-12-04,44.5
1217,2019-12-05,44.0
1218,2019-12-06,43.5
1219,2019-12-09,43.0
1220,2019-12-10,42.5
1221,2019-12-11,42.5
1222,2019-12-12,42.5
1223,2019-12-13,42.0
1224,2019-12-16,42.0
1225,2019-12-17,41.5
1226,2019-12-18,41.5
1227,2019-12-19,41.5
1228,2019-12-20,41.5
1229,2019-12-23,41.5
1230,2019-12-24,40.5
1231,2019-12-25,40.5
1232,2019-12-26,40.5
1233,2019-12-27,39.5
1234,2019-12-30,39.5
1235,2019-12-31,39.5
1236,2020-01-02,39.5
1237,2020-01-03,39.5
1238,2020-01-06,39.5
1239,2020-01-07,39.5
1240,2020-01-08,39.5
1241,2020-01-09,39.5
1242,2020-01-10,38.5
1243,2020-01-13,38.5
1244,2020-01-14,38.5
1245,2020-01-15,38.5
1246,2020-01-16,38.5
1247,2020-01-17,38.5
1248,2020-01-19,38.5
1249,2020-01-20,38.5
1250,2020-01-21,38.5
1251,2020-02-03,38.5
1252,2020-02-04,38.5
1253,2020-02-05,38.5
1254,2020-02-06,38.5
1255,2020-02-07,38.5
1256,2020-02-10,38.5
1257,2020-02-11,38.5
1258,2020-02-12,38.5
1259,2020-02-13,38.5
1260,2020-02-14,38.5
1261,2020-02-17,39.0
1262,2020-02-18,39.0
1263,2020-02-19,39.0
1264,2020-02-20,39.0
1265,2020-02-21,39.0
1266,2020-02-24,39.0
1267,2020-02-25,39.5
1268,2020-02-26,39.5
1269,2020-02-27,39.5
1270,2020-02-28,40.0
1271,2020-03-02,40.0
1272,2020-03-03,40.0
1273,2020-03-04,40.0
1274,2020-03-05,40.0
1275,2020-03-06,40.0
1276,2020-03-09,40.0
1277,2020-03-10,40.0
1278,2020-03-11,40.0
1279,2020-03-12,40.0
1280,2020-03-13,40.0
1281,2020-03-16,40.0
1282,2020-03-17,40.0
1283,2020-03-18,40.0
1284,2020-03-19,40.0
1285,2020-03-20,40.0
1286,2020-03-23,40.0
1287,2020-03-24,40.0
1288,2020-03-25,40.0
1289,2020-03-26,40.0
1290,2020-03-27,40.0
1291,2020-03-30,40.0
1292,2020-03-31,40.0
1293,2020-04-01,40.0
1294,2020-04-02,40.0
1295,2020-04-03,39.5
1296,2020-04-07,39.5
1297,2020-04-08,39.5
1298,2020-04-09,39.5
1299,2020-04-10,39.0
1300,2020-04-13,39.0
1301,2020-04-14,39.0
1302,2020-04-15,38.5
1303,2020-04-16,38.5
1304,2020-04-17,38.5
1305,2020-04-20,38.5
1306,2020-04-21,38.5
1307,2020-04-22,38.5
1308,2020-04-23,38.5
1309,2020-04-24,38.0
1310,2020-04-26,38.0
1311,2020-04-27,38.0
1312,2020-04-28,37.5
1313,2020-04-29,37.5
1314,2020-04-30,37.5
1315,2020-05-06,37.5
1316,2020-05-07,37.5
1317,2020-05-08,37.5
1318,2020-05-11,37.5
1319,2020-05-12,37.0
1320,2020-05-13,37.0
1321,2020-05-14,37.0
1322,2020-05-15,36.5
1323,2020-05-18,36.5
1324,2020-05-19,36.5
1325,2020-05-20,36.5
1326,2020-05-21,36.5
1327,2020-05-22,36.0
1328,2020-05-25,36.0
1329,2020-05-26,35.5
1330,2020-05-27,35.5
1331,2020-05-28,35.5
1332,2020-05-29,35.5
1333,2020-06-01,35.5
1334,2020-06-02,35.0
1335,2020-06-03,35.0
1336,2020-06-04,35.0
1337,2020-06-05,34.5
1338,2020-06-08,34.5
1339,2020-06-09,34.5
1340,2020-06-10,34.5
1341,2020-06-11,34.5
1342,2020-06-12,34.5
1343,2020-06-15,34.5
1344,2020-06-16,34.5
1345,2020-06-17,34.5
1346,2020-06-18,34.5
1347,2020-06-19,34.5
1348,2020-06-22,34.0
1349,2020-06-23,34.0
1350,2020-06-24,34.0
1351,2020-06-28,34.0
1352,2020-06-29,34.0
1353,2020-06-30,34.0
1354,2020-07-01,34.0
1355,2020-07-02,34.0
1356,2020-07-03,33.5
1357,2020-07-06,33.5
1358,2020-07-07,33.5
1359,2020-07-08,33.5
1360,2020-07-09,33.5
1361,2020-07-10,34.0
1362,2020-07-13,34.0
1363,2020-07-14,34.0
1364,2020-07-15,34.5
1365,2020-07-16,34.5
1366,2020-07-17,34.5
1367,2020-07-20,34.5
1368,2020-07-21,34.5
1369,2020-07-22,34.5
1370,2020-07-23,34.5
1371,2020-07-24,34.5
1372,2020-07-27,34.5
1373,2020-07-28,34.5
1374,2020-07-29,34.5
1375,2020-07-30,34.5
1376,2020-07-31,34.7
1377,2020-08-03,34.7
1378,2020-08-04,34.7
1379,2020-08-05,34.7
1380,2020-08-06,34.7
1381,2020-08-07,34.7
1382,2020-08-10,34.7
1383,2020-08-11,34.7
1384,2020-08-12,34.7
1385,2020-08-13,34.7
1386,2020-08-14,34.7
1387,2020-08-17,34.7
1388,2020-08-18,34.7
1389,2020-08-19,34.7
1390,2020-08-20,34.0
1391,2020-08-21,34.0
1392,2020-08-24,34.0
1393,2020-08-25,34.0
1394,2020-08-26,34.0
1395,2020-08-27,34.0
1396,2020-08-28,34.0
1397,2020-08-31,34.0
1398,2020-09-01,34.0
1399,2020-09-02,34.0
1400,2020-09-03,34.0
1401,2020-09-04,34.0
1402,2020-09-07,34.0
1403,2020-09-08,34.0
1404,2020-09-09,34.0
1405,2020-09-10,34.0
1406,2020-09-11,34.0
1407,2020-09-14,34.0
1408,2020-09-15,34.0
1409,2020-09-16,34.0
1410,2020-09-17,34.0
1411,2020-09-18,34.0
1412,2020-09-21,34.3
1413,2020-09-22,34.3
1414,2020-09-23,34.3
1415,2020-09-24,34.3
1416,2020-09-25,34.3
1417,2020-09-28,34.5
1418,2020-09-29,34.5
1419,2020-10-12,34.5
1420,2020-10-13,34.5
1421,2020-10-14,34.8
1422,2020-10-15,35.0
1423,2020-10-16,35.0
1424,2020-10-19,35.0
1425,2020-10-20,35.0
1426,2020-10-21,35.0
1427,2020-10-22,35.0
1428,2020-10-23,35.0
1429,2020-10-26,35.2
1430,2020-10-27,35.5
1431,2020-10-28,35.5
1432,2020-10-29,35.5
1433,2020-10-30,36.0
1434,2020-11-02,36.0
1435,2020-11-03,36.0
1436,2020-11-04,36.0
1437,2020-11-05,36.5
1438,2020-11-06,36.5
1439,2020-11-09,36.5
1440,2020-11-10,36.5
1441,2020-11-11,36.5
1442,2020-11-12,37.0
1443,2020-11-13,37.0
1444,2020-11-16,37.5
1445,2020-11-17,37.5
1446,2020-11-18,38.0
1447,2020-11-19,38.5
1448,2020-11-20,39.0
1449,2020-11-23,39.0
1450,2020-11-24,39.0
1451,2020-11-25,39.0
1452,2020-11-26,39.0
1453,2020-11-27,39.0
1454,2020-11-30,39.0
1455,2020-12-01,40.0
1456,2020-12-02,41.0
1457,2020-12-03,41.0
1458,2020-12-04,41.0
1459,2020-12-07,42.0
1460,2020-12-08,42.0
1461,2020-12-09,42.0
1462,2020-12-10,43.0
1463,2020-12-11,43.0
1464,2020-12-14,43.5
1465,2020-12-15,44.0
1466,2020-12-16,44.0
1467,2020-12-17,44.0
1468,2020-12-18,44.0
1469,2020-12-21,44.0
1470,2020-12-22,44.5
1471,2020-12-23,45.5
1472,2020-12-24,46.0
1473,2020-12-25,46.0
1474,2020-12-28,47.0
1475,2020-12-29,48.0
1476,2020-12-30,48.0
1477,2020-12-31,48.5
1478,2021-01-04,48.5
1479,2021-01-05,49.5
1480,2021-01-06,50.5
1481,2021-01-07,51.5
1482,2021-01-08,52.5
1483,2021-01-11,54.0
1484,2021-01-12,55.0
1485,2021-01-13,55.0
1486,2021-01-14,56.0
1487,2021-01-15,57.0
1488,2021-01-18,58.5
1489,2021-01-19,60.0
1490,2021-01-20,61.5
1491,2021-01-21,61.5
1492,2021-01-22,63.0
1493,2021-01-25,64.5
1494,2021-01-26,66.0
1495,2021-01-27,67.5
1496,2021-01-28,67.5
1497,2021-01-29,68.0
1498,2021-02-01,68.5
1499,2021-02-02,68.5
1500,2021-02-03,68.5
1501,2021-02-04,68.5
1502,2021-02-05,68.5
1503,2021-02-22,70.0
1504,2021-02-23,72.0
1505,2021-02-24,74.0
1506,2021-02-25,76.0
1507,2021-02-26,77.0
1508,2021-03-01,77.5
1509,2021-03-02,77.5
1510,2021-03-03,79.5
1511,2021-03-04,80.0
1512,2021-03-05,80.0
1513,2021-03-08,80.0
1514,2021-03-09,80.0
1515,2021-03-10,80.0
1516,2021-03-11,80.0
1517,2021-03-12,80.0
1518,2021-03-15,80.0
1519,2021-03-16,80.0
1520,2021-03-17,80.0
1521,2021-03-18,82.0
1522,2021-03-19,83.0
1523,2021-03-22,84.0
1524,2021-03-23,84.0
1525,2021-03-24,84.0
1526,2021-03-25,84.0
1527,2021-03-26,84.0
1528,2021-03-29,84.0
1529,2021-03-30,84.0
1530,2021-03-31,84.0
1531,2021-04-01,84.0
1532,2021-04-02,84.0
1533,2021-04-06,84.0
1534,2021-04-07,84.0
1535,2021-04-08,83.0
1536,2021-04-09,83.0
1537,2021-04-12,83.0
1538,2021-04-13,83.0
1539,2021-04-14,82.0
1540,2021-04-15,82.0
1541,2021-04-16,82.0
1542,2021-04-19,82.0
1543,2021-04-20,82.0
1544,2021-04-21,82.0
1545,2021-04-22,82.0
1546,2021-04-23,82.0
1547,2021-04-25,82.0
1548,2021-04-26,82.0
1549,2021-04-27,82.0
1550,2021-04-28,82.0
1551,2021-04-29,82.0
1552,2021-04-30,82.0
1553,2021-05-06,82.0
1554,2021-05-07,82.0
1555,2021-05-08,82.0
1556,2021-05-10,82.0
1557,2021-05-11,82.0
1558,2021-05-12,82.0
1559,2021-05-13,82.0
1560,2021-05-14,82.0
1561,2021-05-17,82.0
1562,2021-05-18,81.5
1563,2021-05-19,81.5
1564,2021-05-20,81.5
1565,2021-05-21,81.5
1566,2021-05-24,81.0
1567,2021-05-25,81.0
1568,2021-05-26,81.0
1569,2021-05-27,81.0
1570,2021-05-28,81.0
1571,2021-05-31,81.0
1572,2021-06-01,81.0
1573,2021-06-02,81.0
1574,2021-06-03,81.0
1575,2021-06-04,81.0
1576,2021-06-07,81.0
1577,2021-06-08,81.0
1578,2021-06-09,81.0
1579,2021-06-10,81.0
1580,2021-06-11,81.0
1581,2021-06-15,81.0
1582,2021-06-16,81.0
1583,2021-06-17,81.0
1584,2021-06-18,81.0
1585,2021-06-21,81.0
1586,2021-06-22,81.0
1587,2021-06-23,80.0
1588,2021-06-24,80.0
1589,2021-06-25,80.0
1590,2021-06-28,80.0
1591,2021-06-29,80.0
1592,2021-06-30,80.0
1593,2021-07-01,80.0
1594,2021-07-02,80.0
1595,2021-07-05,80.0
1596,2021-07-06,80.0
1597,2021-07-07,80.0
1598,2021-07-08,80.0
1599,2021-07-09,80.0
1600,2021-07-12,80.0
1601,2021-07-13,80.0
1602,2021-07-14,80.0
1603,2021-07-15,80.0
1604,2021-07-16,80.0
1605,2021-07-19,80.0
1606,2021-07-20,80.0
1607,2021-07-21,80.0
1608,2021-07-22,80.0
1609,2021-07-23,80.0
1610,2021-07-26,82.0
1611,2021-07-27,82.0
1612,2021-07-28,83.0
1613,2021-07-29,84.0
1614,2021-07-30,85.0
1615,2021-08-02,85.0
1616,2021-08-03,87.0
1617,2021-08-04,87.0
1618,2021-08-05,87.0
1619,2021-08-06,87.0
1620,2021-08-09,89.0
1621,2021-08-10,91.0
1622,2021-08-11,92.0
1623,2021-08-12,93.0
1624,2021-08-13,94.0
1625,2021-08-16,96.0
1626,2021-08-17,98.0
1627,2021-08-18,100.0
1628,2021-08-19,100.0
1629,2021-08-20,100.0
1630,2021-08-23,102.0
1631,2021-08-24,104.0
1632,2021-08-25,106.0
1633,2021-08-26,107.0
1634,2021-08-27,108.0
1635,2021-08-30,110.0
1636,2021-08-31,112.0
1637,2021-09-01,115.0
1638,2021-09-02,118.0
1639,2021-09-03,120.0
1640,2021-09-06,122.0
1641,2021-09-07,125.0
1642,2021-09-08,128.0
1643,2021-09-09,131.0
1644,2021-09-10,134.0
1645,2021-09-13,137.0
1646,2021-09-14,139.0
1647,2021-09-15,142.0
1648,2021-09-16,145.0
1649,2021-09-17,148.0
1650,2021-09-18,151.0
1651,2021-09-22,154.0
1652,2021-09-23,157.0
1653,2021-09-24,160.0
1654,2021-09-26,163.0
1655,2021-09-27,166.0
1656,2021-09-28,169.0
1657,2021-09-29,171.0
1658,2021-10-11,173.0
1659,2021-10-12,173.0
1660,2021-10-13,173.0
1661,2021-10-14,173.0
1662,2021-10-15,173.0
1663,2021-10-18,173.0
1664,2021-10-19,173.0
1665,2021-10-20,173.0
1666,2021-10-21,174.5
1667,2021-10-22,172.5
1668,2021-10-25,175.5
1669,2021-10-26,175.5
1670,2021-10-27,175.5
1671,2021-10-28,175.5
1672,2021-10-29,175.5
1673,2021-11-01,175.5
1674,2021-11-02,175.5
1675,2021-11-03,175.5
1676,2021-11-04,175.5
1677,2021-11-05,175.5
1678,2021-11-08,175.5
1679,2021-11-09,175.5
1680,2021-11-10,177.5
1681,2021-11-11,178.5
1682,2021-11-12,178.5
1683,2021-11-15,178.5
1684,2021-11-16,178.5
1685,2021-11-17,180.5
1686,2021-11-18,180.5
1687,2021-11-19,180.5
1688,2021-11-22,182.5
1689,2021-11-23,185.5
1690,2021-11-24,185.5
1691,2021-11-25,185.5
1692,2021-11-26,185.5
1693,2021-11-29,185.5
1694,2021-11-30,185.5
1695,2021-12-01,187.5
1696,2021-12-02,189.5
1697,2021-12-03,190.5
1698,2021-12-06,190.5
1699,2021-12-07,190.5
1700,2021-12-08,194.5
1701,2021-12-09,198.5
1702,2021-12-10,202.5
1703,2021-12-13,207.5
1704,2021-12-14,207.5
1705,2021-12-15,209.5
1706,2021-12-16,210.5
1707,2021-12-17,215.5
1708,2021-12-20,221.5
1709,2021-12-21,224.5
1710,2021-12-22,224.5
1711,2021-12-23,230.5
1712,2021-12-24,236.5
1713,2021-12-27,243.5
1714,2021-12-28,250.5
1715,2021-12-29,252.5
1716,2021-12-30,257.5
1717,2021-12-31,264.5
1718,2022-01-04,264.5
1719,2022-01-05,267.5
1720,2022-01-06,275.5
1721,2022-01-07,282.5
1722,2022-01-10,290.5
1723,2022-01-11,298.5
1724,2022-01-12,306.5
1725,2022-01-13,312.5
1726,2022-01-14,312.5
1727,2022-01-17,312.5
1728,2022-01-18,317.5
1729,2022-01-19,325.5
1730,2022-01-20,333.5
1731,2022-01-21,342.5
1732,2022-01-24,350.5
1733,2022-01-25,352.5
1734,2022-01-26,352.5
1735,2022-01-27,352.5
1736,2022-01-28,362.5
1737,2022-02-07,367.5
1738,2022-02-08,367.5
1739,2022-02-09,377.5
1740,2022-02-10,377.5
1741,2022-02-11,387.5
1742,2022-02-14,392.5
1743,2022-02-15,397.5
1744,2022-02-16,408.5
1745,2022-02-17,417.5
1746,2022-02-18,422.5
1747,2022-02-21,432.5
1748,2022-02-22,432.5
1749,2022-02-23,444.5
1750,2022-02-24,447.5
1751,2022-02-25,450.5
1752,2022-02-28,452.5
1753,2022-03-01,452.5
1754,2022-03-02,462.5
1755,2022-03-03,467.5
1756,2022-03-04,467.5
1757,2022-03-07,467.5
1758,2022-03-08,467.5
