,date,tesla,tesla_거래량,tesla_volatility,elec_fee,oli_price,oli_price_volatility,carbon_credits,carbon_credits_volatility,EVE종가,EVE거래량,EVE변동률,BYD종가,BYD거래량,BYD변동률,PSI종가,PSI거래량,SOXX종가,SOXX거래량,SOXL종가,SOXL거래량,LIT조정종가,LIT거래량,SGL종가,SGL변동률,li_price,co,co_volatility,희토류가격,nasdaq,nasdaq_거래량,nasdaq_volatility,ssec,ssec_거래량,ssec_volatility,dollar,dollar_volatility,alu_price,alu_vol,alu_change,cu_price,cu_change,REGI_price,REGI_vol,REGI_change
161,2015-08-24,43.77,47910.0,-5.16,7.35,38.24,-5.46,8.15,-0.37,11.04,16225.0,-3.435,44.82,16120.000000000002,-10.0,22.47,89.82,76.77,1790.0,1.18,29240.0,16.199188,35550.0,64.7,-3.86,43.9,28453.0,-0.01,229.5,4526.25,926380.0,-3.82,3209.91,33470000.0,-8.49,93.33,-1.77,1519.5,4.47,-1.86,4944.5,-2.25,8.12,783.43,-7.31
162,2015-08-25,44.01,21640.0,0.55,7.35,39.31,2.8,8.23,0.98,10.846666666666668,11326.666666666668,-5.616666666666667,40.34,20030.0,-10.0,22.27,42.15,76.01,916.48,1.14,14110.0,15.768648,8250.0,63.52,-1.82,44.0,28452.0,-0.0,229.0,4506.49,657530.0,-0.44,2964.97,35230000.0,-7.63,94.53,1.29,1556.0,25.13,2.4,5055.5,2.24,7.67,561.17,-5.54
163,2015-08-26,44.97,24820.0,2.18,7.35,38.6,-1.81,8.08,-1.82,10.653333333333334,6428.333333333336,-7.798333333333334,44.37,24750.0,9.99,23.23,42.84,79.8,1130.0,1.31,21190.0,16.055672,5850.0,64.71,1.87,44.0,28501.0,0.17,228.5,4697.54,633100.0,4.24,2927.29,46670000.0,-1.27,95.1,0.6,1529.75,17.21,-1.69,4918.5,-2.71,7.3,1310.0,-4.82
164,2015-08-27,48.6,38280.0,8.07,7.35,42.56,10.26,8.03,-0.62,10.46,1530.0,-9.98,48.81,20980.0,10.01,23.91,31.05,82.77,1300.0,1.46,24170.0,16.737366,3000.0,67.0,3.54,44.0,27701.0,-2.81,228.0,4812.71,590550.0,2.45,3083.59,40030000.0,5.34,95.61,0.54,1558.5,19.8,1.88,5125.0,4.2,7.88,579.89,7.95
165,2015-08-28,49.7,27570.0,2.26,7.35,45.22,6.25,8.09,0.75,10.8,75450.0,3.25,51.01,23100.0,4.51,24.19,33.09,83.25,685.4,1.49,10720.0,16.916763,18550.0,68.17,1.75,44.0,28151.0,1.62,227.5,4828.32,509590.0,0.32,3232.35,44310000.0,4.82,96.11,0.52,1601.75,24.12,2.78,5144.0,0.37,8.45,702.63,7.23
166,2015-08-31,49.81,23500.0,0.22,7.35,49.2,8.8,8.05,-0.49,9.72,33440.0,-10.0,49.85,17860.0,-2.27,24.07,10.2,83.02,548.01,1.47,9830.0,16.862946,2250.0,67.61,-0.82,44.0,27925.0,0.004999999999999893,227.0,4776.51,498170.0,-1.07,3205.99,39740000.0,-0.82,95.82,-0.3,1600.625,26.205,1.3199999999999998,5105.25,-0.57,8.42,673.46,-0.36
167,2015-09-01,47.73,27270.0,-4.18,7.21,45.41,-7.7,7.99,-0.75,8.75,21470.0,-9.98,49.59,19670.0,-0.52,23.27,15.76,80.09,680.01,1.32,13610.0,16.199188,7750.0,65.79,-2.69,44.0,27699.0,-1.61,226.5,4636.1,582680.0,-2.94,3166.62,43240000.0,-1.23,95.45,-0.39,1599.5,28.29,-0.14,5066.5,-1.51,8.32,468.27,-1.19
168,2015-09-02,49.54,23150.0,3.79,7.21,46.25,1.85,8.1,1.38,7.87,36640.0,-10.06,45.8,13590.0,-7.64,23.67,9.24,82.0,482.37,1.41,5200.0,16.306824,3250.0,65.88,0.14,44.0,27698.5,-0.0,226.0,4749.98,472710.0,2.46,3160.17,43820000.0,-0.2,95.83,0.4,1595.5,30.7,-0.25,5115.0,0.96,8.45,543.52,1.56
169,2015-09-03,49.11,20970.0,-0.87,7.21,46.75,1.08,8.15,0.62,8.053333333333333,34223.333333333336,-4.376666666666667,47.8,14006.666666666666,-2.2200000000000006,24.0,32.95,82.64,317.48,1.44,7800.0,16.575912,4250.0,66.39,0.77,44.0,27198.0,-1.81,225.5,4733.5,434440.0,-0.35,3163.596666666667,37726666.666666664,0.8400000000000001,96.41,0.61,1625.25,30.24,1.86,5220.0,2.05,8.51,404.55,0.71
170,2015-09-04,48.39,18450.0,-1.47,7.21,46.05,-1.5,8.07,-0.98,8.236666666666666,31806.666666666668,1.3066666666666666,49.8,14423.333333333334,3.1999999999999984,23.59,11.61,81.21,332.68,1.36,7770.0,16.199188,32800.0,65.57,-1.24,44.0,27698.0,1.84,225.0,4683.92,378950.0,-1.05,3167.023333333333,31633333.333333336,1.8800000000000001,96.23,-0.19,1602.5,37.65,-1.4,5105.0,-2.2,8.3,378.64,-2.47
171,2015-09-08,49.63,15690.0,2.56,7.21,45.94,2.77,8.22,1.99,8.42,29390.0,6.99,51.8,14840.0,8.62,24.36,20.26,84.81,750.8,1.54,11440.0,16.665613,5250.0,66.77,1.44,44.0,28196.0,3.68,225.0,4811.93,445730.0,2.73,3170.45,25540000.0,2.92,95.98,-0.26,1623.5,29.91,1.88,5353.0,4.25,8.5,366.77,2.41
172,2015-09-09,49.78,16950.0,0.3,7.21,44.15,-3.9,8.25,0.36,8.77,54800.0,4.16,55.5,22120.0,7.14,24.25,7.21,83.25,866.58,1.46,17730.0,16.809126,5450.0,67.73,1.44,44.0,27695.0,-1.78,225.0,4756.53,460530.0,-1.15,3243.09,37530000.0,2.29,96.01,0.03,1622.5,43.06,-0.06,5351.5,-0.03,8.46,207.19,-0.47
173,2015-09-10,49.7,13550.0,-0.16,7.21,45.92,4.01,8.26,0.12,8.9,45390.0,1.48,52.7,13480.0,-5.05,23.97,84.16,83.62,569.21,1.48,8350.0,16.701492,900.0,67.53,-0.3,44.0,28194.0,1.8,225.0,4796.25,444140.0,0.84,3197.89,27330000.0,-1.39,95.46,-0.57,1630.0,36.14,0.46,5392.0,0.76,8.45,230.73,-0.12
174,2015-09-11,50.05,11750.0,0.7,7.21,44.63,-2.81,8.24,-0.24,8.84,24840.0,-0.67,52.85,9330.0,0.28,23.95,15.75,83.67,633.66,1.48,6460.0,16.737366,17450.0,67.4,-0.19,44.0,28193.5,-0.0,225.0,4822.34,396560.0,0.54,3200.23,22460000.0,0.07,95.19,-0.28,1632.25,52.09,0.14,5380.5,-0.21,7.82,447.63,-7.46
175,2015-09-14,50.64,14450.0,1.18,7.21,44.0,-1.41,8.21,-0.36,7.96,35340.0,-9.95,47.85,13340.0,-9.46,23.97,16.59,83.86,530.97,1.5,5240.0,16.540033,1000.0,66.98,-0.62,44.0,27692.0,-1.78,225.0,4805.76,358080.0,-0.34,3114.8,34660000.0,-2.67,95.25,0.06,1612.25,31.99,-1.23,5289.0,-1.7,7.65,310.86,-2.17
176,2015-09-15,50.71,14670.0,0.14,7.21,44.59,1.34,8.15,-0.73,7.17,25020.0,-9.92,47.15,9770.0,-1.46,24.25,27.18,84.93,413.17,1.55,5130.0,16.827066,7550.0,67.44,0.69,44.0,27698.5,-1.1633333333333333,225.0,4860.52,353270.0,1.14,3005.17,24920000.0,-3.52,95.61,0.38,1613.75,28.05,0.09,5331.5,0.8,7.8,302.83,1.96
177,2015-09-16,52.45,22090.0,3.43,7.21,47.15,5.74,8.21,0.74,7.89,24750.0,10.04,51.87,13520.0,10.01,24.28,25.8,85.11,475.69,1.56,6330.0,17.185852,4200.0,68.71,1.88,44.0,27705.0,-0.5466666666666666,225.0,4889.24,382590.0,0.59,3152.26,27750000.0,4.89,95.42,-0.2,1626.5,40.62,0.79,5387.0,1.04,8.05,199.89,3.21
178,2015-09-17,52.41,17930.0,-0.08,7.21,46.9,-0.53,8.21,0.0,8.29,52290.0,5.07,52.85,24130.0,1.89,24.29,16.88,84.43,652.08,1.52,10000.0,17.078215,3700.0,68.79,0.12,44.0,27711.5,0.07,225.0,4893.95,444770.0,0.1,3086.06,31760000.0,-2.1,94.55,-0.91,1633.25,31.61,0.42,5394.0,0.13,7.94,293.43,-1.37
179,2015-09-18,52.12,18820.0,-0.55,7.21,44.68,-4.73,8.09,-1.46,8.27,34830.0,-0.24,55.18,18440.0,4.41,23.76,11.91,82.96,613.53,1.44,9000.0,16.845005,17700.0,68.58,-0.31,44.0,27710.5,-0.0,225.0,4827.23,1360000.0,-1.36,3097.92,20920000.0,0.38,94.86,0.33,1626.0,27.37,-0.44,5233.0,-2.98,8.01,319.89,0.88
180,2015-09-21,52.84,30600.0,1.38,7.21,46.68,4.48,7.96,-1.61,8.71,30430.0,5.32,56.07,15050.0,1.61,23.63,30.1,82.71,685.2,1.43,7870.0,16.970579,850.0,68.15,-0.63,44.0,27707.5,-0.01,225.0,4828.95,453540.0,0.04,3156.54,23990000.0,1.89,95.89,1.09,1617.5,12.73,-0.52,5255.0,0.42,8.04,251.87,0.37
181,2015-09-22,52.19,18320.0,-1.23,7.21,45.83,-1.82,8.0,0.5,8.76,34970.0,0.57,55.24,11130.0,-1.48,23.14,14.67,80.89,946.92,1.33,10620.0,16.647671,3500.0,67.82,-0.48,44.0,27708.0,0.0,225.0,4756.72,477770.0,-1.5,3185.62,27480000.0,0.92,96.28,0.41,1589.0,18.71,-1.76,5075.0,-3.43,7.79,184.52,-3.11
182,2015-09-23,52.21,13000.0,0.04,7.21,44.48,-2.95,8.05,0.63,9.06,46000.0,3.42,59.01,23490.0,6.82,22.97,18.31,80.29,479.31,1.3,5460.0,16.845005,1550.0,67.88,0.09,44.0,27707.0,-0.0,225.0,4752.74,365130.0,-0.08,3115.89,23630000.0,-2.19,96.07,-0.22,1577.0,20.9,-0.76,5055.0,-0.39,8.14,360.35,4.49
183,2015-09-24,52.62,17240.0,0.79,7.21,44.91,0.97,7.99,-0.75,8.95,29630.0,-1.21,57.8,16079.999999999998,-2.05,22.8,6.64,80.13,1380.0,1.3,11690.0,16.701492,5150.0,67.47,-0.6,44.0,27706.0,-0.0,225.0,4734.48,481390.0,-0.38,3142.69,21290000.0,0.86,96.69,0.65,1578.5,20.22,0.1,5076.0,0.42,8.55,518.42,5.04
184,2015-09-25,51.38,18870.0,-2.36,7.21,45.7,1.76,7.98,-0.13,8.46,23630.0,-5.47,58.52,17610.0,1.25,23.1,9.44,80.12,588.31,1.32,14330.0,16.647671,5850.0,67.27,-0.3,44.0,27706.0,0.0,225.0,4686.5,501800.0,-1.01,3092.35,23630000.0,-1.6,96.27,-0.43,1566.5,16.25,-0.76,5035.0,-0.81,8.58,637.71,0.35
185,2015-09-28,49.69,24510.0,-3.29,7.21,44.43,-2.78,7.9,-1.0,8.92,19860.0,5.44,61.8,17540.0,5.6,22.71,6.63,77.9,1900.0,1.21,19650.0,16.127432,6100.0,65.82,-2.16,44.0,27701.0,-0.02,225.0,4543.97,558000.0,-3.04,3100.76,15670000.0,0.27,96.03,-0.25,1547.75,22.09,-1.2,4965.5,-1.38,8.31,354.01,-3.15
186,2015-09-29,49.33,18520.0,-0.72,7.21,45.23,1.8,7.96,0.76,8.97,30000.0,0.56,61.08,13060.0,-1.17,22.85,16.43,78.42,426.6,1.24,8580.0,16.00186,4600.0,65.22,-0.91,44.0,27701.0,0.0,225.0,4517.32,548610.0,-0.59,3038.14,16320000.0,-2.02,95.86,-0.18,1560.5,75.06,0.82,4981.0,0.31,8.0,321.45,-3.73
187,2015-09-30,49.68,24650.0,0.71,7.21,45.09,-0.31,8.13,2.14,8.87,25440.0,-1.11,60.01,15350.0,-1.75,23.56,5.96,81.46,462.17,1.37,11170.0,16.665613,7350.0,67.35,3.27,44.0,27700.0,-0.0,225.0,4620.16,623880.0,2.28,3052.78,14660000.0,0.48,96.35,0.51,1573.0,22.46,0.8,5151.0,3.41,8.28,251.08,3.5
188,2015-10-01,47.98,22860.0,-3.42,6.88,44.74,-0.78,8.15,0.25,9.018333333333333,28528.333333333332,0.7466666666666664,60.12166666666666,16888.333333333332,-1.2716666666666667,23.25,1.22,80.49,701.68,1.33,11290.0,16.845005,7300.0,68.12,1.14,44.0,27445.0,-0.92,225.0,4627.08,501350.0,0.15,3067.876666666667,16121666.666666666,0.895,96.19,-0.17,1559.0,22.94,-0.89,5075.0,-1.48,8.22,186.16,-0.72
189,2015-10-02,49.51,22120.0,3.19,6.88,45.54,1.79,8.13,-0.25,9.166666666666666,31616.666666666668,2.6033333333333326,60.233333333333334,18426.666666666668,-0.7933333333333333,23.73,4.49,82.17,681.87,1.41,11040.0,16.934698,3400.0,68.98,1.26,44.0,27445.0,0.0,225.0,4707.77,510640.0,1.74,3082.9733333333334,17583333.333333332,1.31,95.83,-0.37,1550.75,23.36,-0.53,5146.0,1.4,8.69,232.7,5.72
190,2015-10-05,49.23,18450.0,-0.57,6.88,46.26,1.58,8.19,0.74,9.315,34705.0,4.459999999999999,60.345,19965.0,-0.31499999999999995,24.16,10.82,83.77,836.14,1.49,11210.0,17.365246,20800.0,69.9,1.33,44.0,27694.0,0.91,225.0,4781.26,490220.0,1.56,3098.07,19045000.0,1.725,96.11,0.29,1556.25,25.17,0.35,5190.0,0.86,8.99,420.86,3.45
191,2015-10-06,48.29,26180.0,-1.91,6.88,48.53,4.91,8.2,0.12,9.463333333333333,37793.333333333336,6.3166666666666655,60.45666666666666,21503.333333333332,0.16333333333333333,24.3,4.84,84.04,1040.0,1.51,10020.0,17.598454,5700.0,70.73,1.19,44.0,27693.0,-0.0,225.0,4748.36,471980.0,-0.69,3113.166666666667,20506666.666666668,2.14,95.45,-0.69,1544.0,25.06,-0.79,5185.5,-0.09,9.42,351.71,4.78
192,2015-10-07,46.39,34070.0,-3.93,6.88,47.81,-1.48,8.09,-1.34,9.611666666666666,40881.66666666667,8.173333333333332,60.568333333333335,23041.666666666664,0.6416666666666666,24.66,20.6,85.15,664.69,1.58,13090.0,17.831665,5050.0,71.63,1.27,44.0,27692.0,-0.0,225.0,4791.15,522590.00000000006,0.9,3128.2633333333333,21968333.333333336,2.555,95.5,0.05,1567.0,41.97,1.49,5207.5,0.42,9.41,306.12,-0.11
193,2015-10-08,45.34,30670.0,-2.26,6.88,49.43,3.39,8.11,0.25,9.76,43970.0,10.03,60.68,24580.0,1.12,24.75,4.13,85.71,613.47,1.6,10490.0,18.136635,5400.0,72.32,0.96,44.0,27691.0,-0.0,225.0,4810.79,441400.0,0.41,3143.36,23430000.0,2.97,95.32,-0.19,1549.75,39.39,-1.1,5156.5,-0.98,9.46,256.94,0.53
194,2015-10-09,44.14,30790.0,-2.65,6.88,49.63,0.4,8.33,2.71,9.79,41540.0,0.31,60.94,14960.0,0.43,24.54,14.29,85.18,463.62,1.56,9640.0,18.208389,10150.0,72.72,0.55,44.0,27441.0,-0.9,225.0,4830.47,404830.0,0.41,3183.15,23490000.0,1.27,94.81,-0.54,1601.75,49.67,3.36,5299.0,2.76,9.44,146.83,-0.21
195,2015-10-12,43.12,19180.0,-2.31,6.88,47.1,-5.1,8.28,-0.6,10.45,42930.0,6.74,59.46,43400.0,-2.43,24.56,10.94,85.18,660.77,1.57,3470.0,18.154573,5700.0,73.02,0.41,44.0,27437.0,-0.01,225.0,4838.64,316990.0,0.17,3287.66,38630000.0,3.28,94.84,0.03,1581.0,51.58,-1.3,5301.0,0.04,9.22,177.39,-2.33
196,2015-10-13,43.85,25860.0,1.69,6.88,46.66,-0.93,8.32,0.48,10.92,43600.0,4.5,60.46,20000.0,1.68,24.36,39.9,84.13,479.37,1.51,5830.0,17.939301,33200.0,72.34,-0.93,44.0,27436.0,-0.0,225.0,4796.61,354140.0,-0.87,3293.23,29720000.0,0.17,94.76,-0.08,1580.5,41.63,-0.03,5250.0,-0.96,9.11,222.37,-1.19
197,2015-10-14,43.38,15520.0,-1.07,6.88,46.64,-0.04,8.42,1.2,10.54,32820.0,-3.48,58.65,17020.0,-2.99,25.1,18.93,87.19,1140.0,1.68,12870.0,17.993118,4050.0,72.55,0.29,44.5,27436.0,0.0,225.0,4782.85,435240.0,-0.29,3262.44,29510000.0,-0.93,93.93,-0.88,1579.5,25.91,-0.06,5305.0,1.05,8.47,551.37,-7.03
198,2015-10-15,44.26,14220.0,2.03,6.88,46.38,-0.56,8.41,-0.12,10.87,35200.0,3.13,60.35,17020.0,2.9,25.43,24.2,88.01,747.79,1.73,7220.0,18.244272,10900.0,73.46,1.25,44.5,27185.0,-0.91,225.0,4870.1,445820.0,1.82,3338.07,31630000.0,2.32,94.37,0.47,1560.0,37.1,-1.23,5325.5,0.39,7.72,770.7,-8.85
199,2015-10-16,45.4,21670.0,2.58,6.88,47.26,1.9,8.38,-0.36,10.82,39920.0,-0.46,60.6,20010.0,0.41,25.37,11.0,88.21,475.5,1.73,3850.0,18.316027,5000.0,73.38,-0.11,44.5,27685.0,1.84,225.0,4886.69,494940.0,0.34,3391.35,39550000.0,1.6,94.54,0.18,1559.0,23.98,-0.06,5269.0,-1.06,7.71,332.85,-0.13
200,2015-10-19,45.62,12540.0,0.48,6.88,45.89,-2.9,8.34,-0.48,11.36,56680.0,4.99,66.66,32340.000000000004,10.0,25.38,38.99,88.18,462.96,1.73,3390.0,18.405724,9950.0,74.23,1.16,44.5,27679.0,-0.02,225.5,4905.47,380430.0,0.38,3386.7,37810000.0,-0.14,94.93,0.41,1534.0,20.77,-1.6,5207.0,-1.18,7.82,250.66,1.43
201,2015-10-20,42.61,74500.0,-6.6,6.88,45.55,-0.74,8.46,1.44,11.22,34270.0,-1.23,66.22,32790.0,-0.66,25.16,17.78,88.1,332.32,1.72,3610.0,18.5313,13900.0,74.07,-0.22,44.5,27518.333333333332,-0.5933333333333334,226.0,4880.97,387510.0,-0.5,3425.33,31900000.0,1.14,94.91,-0.02,1545.0,92.79,0.72,5201.0,-0.12,8.06,241.54,3.07
202,2015-10-21,42.02,20920.0,-1.38,6.88,45.2,-0.77,8.44,-0.24,10.15,54700.0,-9.54,59.75,33840.0,-9.77,25.05,8.24,88.23,526.61,1.73,7910.0,18.333969,8550.0,73.7,-0.5,46.0,27357.666666666668,-1.1666666666666667,226.5,4840.12,431970.0,-0.84,3320.68,45850000.0,-3.06,95.03,0.13,1516.0,20.7,-1.88,5191.5,-0.18,7.64,345.78,-5.21
203,2015-10-22,42.34,14130.0,0.76,6.88,45.38,0.4,8.47,0.36,10.69,34010.0,5.32,61.44,30610.0,2.83,25.5,27.36,91.29,799.71,1.91,9550.0,18.549242,5550.0,74.06,0.49,47.0,27197.0,-1.74,227.0,4920.05,505000.0,1.65,3368.74,32369999.999999996,1.45,96.38,1.42,1491.5,21.05,-1.62,5229.5,0.73,7.67,329.16,0.39
204,2015-10-23,41.82,21180.0,-1.23,6.88,44.6,-1.72,8.62,1.77,10.95,46120.0,2.43,62.69,30170.0,2.03,25.81,15.21,92.4,1070.0,1.98,12800.0,18.47748,3850.0,73.29,-1.04,48.0,27197.0,0.0,227.5,5031.86,509630.0,2.27,3412.43,34740000.0,1.3,97.13,0.78,1498.0,19.62,0.44,5179.0,-0.97,7.61,199.47,-0.78
205,2015-10-26,43.05,16960.0,2.94,6.88,43.98,-1.39,8.65,0.35,11.027857142857142,42931.42857142857,2.967142857142857,68.96,63350.0,10.0,25.31,9.25,90.74,1030.0,1.86,7890.0,18.585115,21750.0,73.94,0.89,48.5,27442.0,0.9,227.5,5034.7,418690.0,0.06,3429.58,36560000.0,0.5,96.86,-0.28,1480.0,22.55,-1.2,5186.0,0.14,7.47,168.78,-1.84
206,2015-10-27,42.07,17600.0,-2.28,6.88,43.2,-1.77,8.6,-0.58,11.105714285714285,39742.857142857145,3.5042857142857144,68.35,29530.0,-0.88,25.33,7.12,89.95,1060.0,1.83,5900.0,18.262211,19500.0,73.34,-0.81,48.5,27441.0,-0.0,227.5,5030.15,455960.0,-0.09,3434.34,32820000.0,0.14,96.91,0.05,1476.75,24.98,-0.22,5207.5,0.41,7.62,268.77,2.01
207,2015-10-28,42.59,13640.0,1.24,6.88,45.94,6.34,8.56,-0.47,11.183571428571428,36554.28571428571,4.041428571428572,68.81,30970.0,0.67,25.83,32.55,91.28,1100.0,1.92,7330.0,18.603056,7950.0,74.06,0.98,49.0,27939.0,1.81,227.5,5095.69,493380.0,1.3,3375.2,29350000.0,-1.72,97.78,0.9,1484.75,36.19,0.54,5187.0,-0.39,7.97,358.16,4.59
208,2015-10-29,42.33,9030.0,-0.61,6.88,46.06,0.26,8.67,1.29,11.26142857142857,33365.71428571429,4.578571428571429,68.89,18830.0,0.12,24.91,11.87,88.83,650.17,1.75,7360.0,18.728632,7100.0,74.4,0.46,50.0,27683.0,-0.92,227.5,5074.27,426890.0,-0.42,3387.32,23570000.0,0.36,97.28,-0.51,1472.25,43.18,-0.84,5127.5,-1.15,7.92,167.31,-0.63
209,2015-10-30,41.39,22190.0,-2.22,6.88,46.59,1.15,8.63,-0.46,11.339285714285714,30177.14285714286,5.1157142857142865,67.1,18320.0,-2.6,25.29,9.27,89.54,501.83,1.8,4930.0,18.585115,4850.0,74.22,-0.24,50.0,26933.0,-2.71,227.5,5053.75,509290.0,-0.4,3382.56,24360000.0,-0.14,96.95,-0.34,1479.75,20.29,0.51,5113.0,-0.28,7.89,173.86,-0.38
210,2015-11-02,42.76,19640.0,3.31,6.61,46.14,-0.97,8.59,-0.46,11.417142857142856,26988.571428571428,5.652857142857143,63.66,21750.0,-5.13,25.54,20.53,90.33,374.12,1.84,4510.0,18.818327,12400.0,74.65,0.58,51.0,25927.5,-3.73,227.5,5127.15,427280.0,1.45,3325.08,23100000.0,-1.7,96.93,-0.02,1494.5,16.77,1.0,5118.0,0.1,8.04,218.6,1.9
211,2015-11-03,41.67,41660.0,-2.55,6.61,47.9,3.81,8.44,-1.75,11.495,23800.0,6.1899999999999995,65.49,20030.0,2.87,25.75,12.99,90.8,342.12,1.87,3590.0,18.746571,29700.0,74.73,0.11,51.0,25676.0,-0.97,227.5,5145.13,446940.0,0.35,3316.7,19290000.0,-0.25,97.16,0.24,1503.0,23.3,0.57,5164.5,0.91,8.1,233.84,0.75
212,2015-11-04,46.33,63630.0,11.18,6.61,46.32,-3.3,8.39,-0.59,11.572857142857142,20611.428571428572,6.727142857142857,69.9,30880.0,6.73,25.8,8.66,91.06,490.72,1.89,4270.0,18.908022,14800.0,75.61,1.18,52.0,25675.0,-0.0,227.5,5142.48,466940.0,-0.05,3459.64,33910000.0,4.31,97.95,0.81,1505.5,43.08,0.17,5129.5,-0.68,8.21,472.57,1.36
213,2015-11-05,46.35,22480.0,0.04,6.61,45.2,-2.42,8.46,0.83,11.650714285714285,17422.857142857145,7.264285714285714,67.3,26720.0,-3.72,25.68,2.35,89.15,700.61,1.77,6930.0,18.836267,19800.0,74.91,-0.93,53.0,25373.0,-1.18,227.5,5127.74,456550.0,-0.29,3522.82,55330000.0,1.83,97.94,-0.01,1510.5,24.47,0.33,5006.5,-2.4,8.18,165.91,-0.37
214,2015-11-06,46.47,12230.0,0.26,6.61,44.29,-2.01,8.4,-0.71,11.728571428571428,14234.285714285717,7.801428571428572,67.75,25140.0,0.67,26.14,4.92,91.51,637.89,1.9,7740.0,18.674814,9100.0,74.55,-0.48,53.0,26173.0,3.15,227.5,5147.12,471930.0,0.38,3590.03,42920000.0,1.91,99.17,1.26,1527.5,41.09,1.13,4978.5,-0.56,8.19,170.04,0.12
215,2015-11-09,45.07,19250.0,-3.01,6.61,43.87,-0.95,8.31,-1.07,11.80642857142857,11045.71428571429,8.338571428571429,71.6,35280.0,5.68,25.92,7.32,90.62,607.27,1.85,4530.0,18.298086,17100.0,73.59,-1.29,53.0,25667.0,-1.93,227.5,5095.3,436180.0,-1.01,3646.88,50300000.0,1.58,98.98,-0.19,1517.5,29.5,-0.65,4954.0,-0.49,7.87,177.92,-3.91
216,2015-11-10,43.3,23090.0,-3.93,6.61,44.21,0.78,8.44,1.56,11.884285714285713,7857.142857142855,8.875714285714286,69.8,26070.0,-2.51,25.51,48.82,88.97,839.33,1.75,6870.0,18.082817,25500.0,72.73,-1.17,54.0,25666.0,-0.0,227.5,5083.24,432610.0,-0.24,3640.49,42970000.0,-0.18,99.29,0.31,1514.0,43.4,-0.23,4932.0,-0.44,7.94,263.96,0.89
217,2015-11-11,43.82,16740.0,1.2,6.61,42.93,-2.9,8.44,0.0,11.962142857142856,4668.5714285714275,9.412857142857144,68.8,26530.0,-1.43,25.6,1.52,89.04,535.76,1.75,6770.0,18.028997,10700.0,72.44,-0.4,54.0,25665.0,-0.0,227.5,5067.02,366710.0,-0.32,3650.25,36100000.0,0.27,99.01,-0.28,1524.0,22.24,0.66,4925.0,-0.14,7.85,214.8,-1.13
218,2015-11-12,42.59,14580.0,-2.81,6.61,41.75,-2.75,8.37,-0.83,12.04,1480.0,9.95,70.6,32240.000000000004,2.62,25.19,17.09,87.89,806.43,1.69,5870.0,17.975182,5850.0,72.09,-0.48,54.0,24315.0,-5.26,227.5,5005.08,395740.0,-1.22,3632.9,36170000.0,-0.48,98.65,-0.36,1497.5,35.23,-1.74,4840.0,-1.73,7.33,399.14,-6.62
219,2015-11-13,41.44,17150.0,-2.7,6.61,40.74,-2.42,8.39,0.24,13.25,1500.0,10.05,70.7,40240.0,0.14,24.99,17.89,87.1,496.14,1.64,8250.0,18.100758,23200.0,72.52,0.6,54.0,23965.0,-1.44,227.5,4927.88,444550.0,-1.54,3580.84,34590000.0,-1.43,99.0,0.35,1497.0,21.83,-0.03,4806.5,-0.69,7.66,294.51,4.5
220,2015-11-16,42.86,14630.0,3.43,6.61,41.74,2.45,8.53,1.67,14.57,8150.0,9.96,69.49,19530.0,-1.71,25.15,14.72,88.17,608.01,1.7,4930.0,18.316027,2650.0,72.44,-0.11,54.0,23857.0,-0.45,227.5,4984.62,416850.0,1.15,3606.96,27620000.0,0.73,99.44,0.44,1471.0,35.15,-1.74,4702.5,-2.16,7.66,185.85,0.0
221,2015-11-17,42.8,10740.0,-0.14,6.61,40.67,-2.56,8.61,0.94,16.03,91480.0,10.02,67.88,30250.0,-2.32,25.27,8.4,88.76,683.85,1.74,5720.0,18.351904,12450.0,73.2,1.05,54.0,23629.0,-1.2566666666666666,227.5,4986.02,418580.0,0.03,3604.8,38360000.0,-0.06,99.63,0.19,1474.0,55.16,0.2,4670.5,-0.68,7.45,189.11,-2.74
222,2015-11-18,44.21,14060.0,3.29,6.61,40.75,0.2,8.58,-0.35,15.22,147270.0,-5.05,66.18,18790.0,-2.5,25.77,50.23,89.64,754.95,1.79,7290.0,18.118696,17400.0,73.59,0.53,56.0,23401.0,-2.0633333333333335,227.5,5075.2,451440.0,1.79,3568.47,29760000.0,-1.01,99.65,0.02,1472.5,15.92,-0.1,4602.5,-1.46,7.75,282.4,4.03
223,2015-11-19,44.36,12520.0,0.34,6.61,40.54,-0.52,8.63,0.58,16.74,136190.0,9.99,68.4,17530.0,3.35,25.86,2.23,89.85,389.38,1.8,4230.0,18.49542,30200.0,74.32,0.99,58.0,23173.0,-2.87,227.5,5073.64,388350.0,-0.03,3617.06,24790000.0,1.36,98.99,-0.66,1466.5,7.56,-0.41,4605.0,0.05,7.73,164.1,-0.26
224,2015-11-20,44.0,22000.0,-0.81,6.61,40.39,-0.37,8.51,-1.39,16.78,170500.0,0.24,66.6,16940.0,-2.63,25.86,8.06,90.14,199.38,1.82,4059.9999999999995,18.459539,20100.0,74.37,0.07,59.0,23173.0,0.0,227.5,5104.92,429760.0,0.62,3630.5,31080000.0,0.37,99.56,0.58,1447.5,9.07,-1.3,4554.0,-1.11,7.91,232.68,2.33
