,date,tesla,tesla_거래량,tesla_volatility,elec_fee,oil_price,oil_price_volatility,carbon_credits,carbon_credits_volatility,EVE종가,EVE거래량,EVE변동률,BYD종가,BYD거래량,BYD변동률,DRIV종가,DRIV거래량,ACDC종가,ACDC거래량,kars,kars_거래량,kars_volatility,batt,batt_거래량,batt_volatility,PSI종가,PSI거래량,SOXX종가,SOXX거래량,SOXL종가,SOXL거래량,LIT조정종가,LIT거래량,SGL종가,SGL변동률,li_price,co,co_volatility,희토류가격,nasdaq,nasdaq_거래량,nasdaq_volatility,ssec,ssec_거래량,ssec_volatility,dollar,dollar_volatility,alu_price,alu_vol,alu_change,cu_price,cu_change,REGI_price,REGI_vol,REGI_change,snp_500,snp_500_volatility,kodex,kodex_거래량,kodex_volatility,tiger,tiger_거래량,tiger_volatility,tbx,tbx_거래량,tbx_volatility,검색량,매출액,매출원가,매출총이익,영업이익,순이익,자산총계,매출총이익률,영업이익률,주당순이익EPS(달러),주가수익배수PER(배),총자산이익률ROA(%)
1541,2021-01-15,826.16,38780.0,-2.23,6.39,52.36,-2.26,31.74,-5.34,92.0,28870.0,3.25,225.2,37710.0,0.56,26.4,1040.0,0.19,5530.0,43.85,101.35,-2.79,17.58,228.28,-2.71,115.71,37.66,406.07,801.39,37.82,16300.0,68.136292,1352200.0,276.0,-0.15,57.0,37500.0,-1.3,315.0,12998.5,1260000.0,-0.87,3566.38,32460000.0,0.01,90.77,0.59,1991.0,29.54,-0.72,7949.0,-1.24,80.01,1160.0,-3.82,3768.25,-0.72,19125.0,4330.0,-1.01,17145.0,2480.0,-1.27,24.19,6.75,-0.29,56,32270.0,25476.5,6793.5,2045.8333333333333,791.3333333333334,52285.333333333336,21.049153671475118,6.338021582845529,0.7,866.61,1.8166666666666667
1542,2021-01-19,844.55,25370.0,2.23,6.39,52.98,1.18,33.09,4.65,91.5,21850.0,-2.76,216.2,27630.0,-2.48,27.23,4120.0,0.25,12260.0,44.92,117.24,2.44,17.71,154.57,0.74,120.78,59.05,420.0,839.01,41.67,13350.0,69.064201,1674100.0,275.57,-0.07,60.0,37500.0,0.02,319.9375,13197.18,1220000.0,1.53,3566.38,32340000.000000004,-0.83,90.5,-0.3,1964.0,36.71,-0.41,7954.0,-0.22,86.78,1200.0,8.46,3798.91,0.81,19350.0,3260.0,3.5,17300.0,1630.0,3.44,24.18,7.56,-0.04,47,32465.733333333334,25628.633333333335,6837.1,2059.6555555555556,810.0888888888888,52321.955555555556,21.055970094472237,6.342045332520961,0.716,850.306,1.8477777777777777
1543,2021-01-20,850.45,25670.0,0.7,6.39,53.24,0.49,32.91,-0.54,104.23,42360.0,13.91,222.0,38140.0,2.68,27.56,2690.0,0.23,6630.0,45.32,113.82,0.89,18.17,183.3,2.6,120.49,58.76,418.5,617.02,41.32,11220.0,70.421135,1562400.0,281.46,2.14,61.5,37500.0,0.0,324.875,13457.25,1290000.0,1.97,3583.09,27230000.0,0.47,90.47,-0.03,1980.5,25.05,0.84,8044.5,1.14,91.26,1460.0,5.16,3851.85,1.39,19520.0,3820.0,0.88,17570.0,1780.0,1.56,24.17,3.97,-0.04,46,32514.666666666668,25666.666666666668,6848.0,2063.1111111111113,814.7777777777778,52331.11111111111,21.05767420022152,6.343051269939818,0.72,846.23,1.8555555555555556
1544,2021-01-21,844.99,20600.0,-0.64,6.39,53.13,-0.21,34.11,3.65,105.61,27870.0,1.32,235.52,58570.0,6.09,27.85,3220.0,0.24,7500.0,45.43,78.46,0.24,18.38,427.85,1.16,120.98,63.2,424.55,848.37,43.16,11100.0,71.289177,1566500.0,283.85,0.85,61.5,38500.0,2.67,329.8125,13530.92,1340000.0,0.55,3621.26,32750000.0,1.07,90.13,-0.38,1997.5,37.65,0.86,8021.5,-0.29,97.05,1340.0,6.34,3853.07,0.03,19535.0,4660.0,0.08,17670.0,2310.0,0.57,24.2,193.45,0.12,47,32563.6,25704.7,6858.9,2066.5666666666666,819.4666666666667,52340.26666666667,21.0593783059708,6.344057207358676,0.724,842.154,1.8633333333333333
1545,2021-01-22,846.64,20070.0,0.2,6.39,52.27,-1.62,34.24,0.38,110.55,35090.0,4.68,242.92,42390.0,3.14,27.76,2220.0,0.23,7740.0,45.7,80.52,0.59,18.49,184.23,0.6,120.49,48.06,417.35,556.06,40.79,12570.0,71.668327,1143400.0,287.85,1.41,63.0,39600.0,2.86,334.75,13543.06,1130000.0,0.09,3606.75,32450000.000000004,-0.4,90.24,0.12,1994.5,30.07,-0.15,7997.5,-0.3,100.53,912.91,3.59,3841.47,-0.3,19765.0,4820.0,1.18,17820.0,3810.0,0.85,24.16,3.09,-0.17,47,32612.533333333333,25742.733333333334,6869.8,2070.0222222222224,824.1555555555556,52349.42222222222,21.06108241172008,6.3450631447775345,0.728,838.078,1.871111111111111
1546,2021-01-25,880.8,41170.0,4.03,6.39,52.77,0.96,33.16,-3.15,105.9,55220.0,-4.21,260.0,55940.0,7.03,27.8,2240.0,0.22,7510.0,45.15,91.47,-1.2,18.59,399.53,0.54,119.55,63.43,417.95,561.25,40.97,12500.0,72.01754,1484200.0,289.62,0.61,64.5,40000.0,1.01,337.6,13635.99,1430000.0,0.69,3624.24,32729999.999999996,0.48,90.39,0.17,2012.0,28.24,0.88,7969.0,-0.36,100.25,1540.0,-0.28,3855.36,0.36,19910.0,3050.0,0.73,18045.0,1910.0,1.26,24.06,18.12,-0.41,50,32759.333333333332,25856.833333333332,6902.5,2080.3888888888887,838.2222222222222,52376.88888888889,21.06619472896792,6.348080957034108,0.74,825.85,1.8944444444444444
1547,2021-01-26,883.09,23130.0,0.26,6.39,52.61,-0.3,33.35,0.57,106.6,35560.0,0.66,254.22,39460.0,-2.22,27.78,1420.0,0.2,5570.0,45.57,133.82,0.93,18.62,165.37,0.16,116.92,37.67,411.16,408.33,39.06,7640.0,71.428856,1108900.0,285.1,-1.56,66.0,40350.0,0.88,340.45,13626.07,1250000.0,-0.07,3569.43,27810000.0,-1.51,90.17,-0.24,2020.0,26.82,0.4,8008.5,0.5,98.25,1110.0,-2.0,3849.62,-0.15,19780.0,4340.0,-0.65,18050.0,2780.0,0.03,24.07,92.38,0.04,50,32808.26666666667,25894.866666666665,6913.4,2083.8444444444444,842.9111111111112,52386.044444444444,21.067898834717198,6.349086894452967,0.744,821.774,1.9022222222222223
1548,2021-01-27,864.16,27330.0,-2.14,6.39,52.85,0.46,33.28,-0.21,113.83,33870.0,6.78,257.0,52140.0,1.09,26.89,1860.0,0.185,5620.0,43.65,130.38,-4.21,17.92,311.5,-3.76,109.94,74.18,389.82,1800.0,33.14,25060.0,69.054222,1305100.0,282.51,-0.91,67.5,41250.0,2.23,343.3,13270.6,2190000.0,-2.61,3573.34,26410000.0,0.11,90.65,0.53,1992.0,27.47,-1.39,7825.0,-2.29,96.51,1500.0,-1.77,3750.77,-2.57,19775.0,3980.0,-0.03,18035.0,2610.0,-0.08,24.05,59.57,-0.08,62,32857.2,25932.9,6924.3,2087.3,847.6,52395.2,21.069602940466478,6.350092831871825,0.748,817.698,1.91
1549,2021-01-28,835.43,26380.0,-3.32,6.39,52.34,-0.96,33.95,2.01,109.0,31620.0,-4.24,244.36,32650.0,-4.92,26.7,1190.0,0.195,5580.0,44.13,60.87,1.1,17.77,317.5,-0.84,111.43,36.74,398.37,1120.0,35.13,16110.0,68.555351,1377200.0,273.82,-3.08,67.5,41246.5,-0.01,346.15,13337.16,2160000.0,0.5,3505.18,27090000.0,-1.91,90.45,-0.22,1984.5,28.4,-0.38,7873.0,0.61,93.09,1030.0,-3.54,3787.38,0.98,19460.0,4130.0,-1.59,17665.0,2420.0,-2.05,24.09,6.24,0.17,77,32906.13333333333,25970.933333333334,6935.2,2090.7555555555555,852.2888888888889,52404.35555555556,21.071307046215757,6.351098769290682,0.752,813.622,1.9177777777777778
1550,2021-01-29,793.53,34990.0,-5.02,6.39,52.2,-0.27,32.95,-2.95,106.5,31040.0,-2.29,247.0,33600.0,1.08,25.9,1630.0,0.19,3600.0,43.12,63.4,-2.29,17.07,277.27,-3.94,109.16,43.89,391.42,920.59,33.4,15260.0,65.432396,1894800.0,265.12,-3.18,68.0,41243.0,-0.01,349.0,13070.7,1780000.0,-2.0,3483.07,29370000.0,-0.63,90.58,0.14,1977.5,37.31,-0.35,7856.0,-0.22,89.6,1020.0,-3.75,3714.24,-1.93,19020.0,4350.0,-2.26,17195.0,2029.9999999999998,-2.66,24.14,3.87,0.21,65,32955.066666666666,26008.966666666667,6946.1,2094.211111111111,856.9777777777778,52413.51111111111,21.073011151965037,6.35210470670954,0.756,809.546,1.9255555555555555
1551,2021-02-01,839.81,25390.0,5.83,7.9,53.55,2.59,32.85,-0.3,102.83,32850.0,-3.45,246.89,26380.0,-0.04,26.6,1030.0,0.185,2390.0,44.34,70.51,2.83,17.53,217.49,2.69,113.96,59.93,406.88,641.12,37.35,13750.0,66.499985,1487700.0,266.97,0.7,68.5,41239.5,-0.01,351.4,13403.39,1390000.0,2.55,3505.28,27760000.0,0.64,90.98,0.44,1969.0,37.53,-0.43,7798.5,-0.73,98.98,851.95,10.47,3773.86,1.61,19745.0,2820.0,3.81,17740.0,1650.0,3.17,24.12,28.73,-0.08,53,33101.86666666667,26123.066666666666,6978.8,2104.5777777777776,871.0444444444445,52440.97777777778,21.078123469212876,6.355122518966114,0.768,797.318,1.948888888888889
1552,2021-02-02,872.79,24350.0,3.93,7.9,54.76,2.26,34.97,6.45,111.8,35210.0,8.72,267.5,47110.0,8.35,26.96,1320.0,0.19,2670.0,44.89,80.63,1.24,17.9,228.0,2.11,115.97,65.82,413.48,809.9,39.05,10790.0,69.463303,1648800.0,276.5,3.57,68.5,42976.0,4.21,353.8,13612.78,1430000.0,1.56,3533.68,26450000.0,0.81,91.2,0.24,1972.5,31.41,0.18,7777.0,-0.28,94.57,846.19,-4.46,3826.31,1.39,19850.0,4560.0,0.53,18025.0,2350.0,1.61,24.17,3.52,0.21,53,33150.8,26161.1,6989.7,2108.0333333333333,875.7333333333333,52450.13333333333,21.07982757496216,6.3561284563849725,0.772,793.242,1.9566666666666666
1553,2021-02-03,854.69,18340.0,-2.07,7.9,55.69,1.7,37.43,7.03,112.12,27920.0,0.29,263.0,38400.0,-1.68,27.16,1410.0,0.195,3880.0,45.3,65.82,0.91,17.96,220.45,0.34,113.34,50.29,405.08,922.57,36.63,14180.0,69.17395,1113300.0,276.6,0.04,68.5,44476.0,3.49,356.2,13610.54,1360000.0,-0.02,3517.31,29740000.0,-0.46,91.17,-0.03,1973.5,23.37,0.05,7842.5,0.84,97.42,675.97,3.01,3830.17,0.1,20175.0,4100.0,1.64,18315.0,2870.0,1.61,24.21,14.79,0.17,49,33199.73333333333,26199.13333333333,7000.6,2111.488888888889,880.4222222222222,52459.28888888889,21.08153168071144,6.357134393803831,0.776,789.1659999999999,1.9644444444444444
1554,2021-02-04,849.99,15810.0,-0.55,7.9,56.23,0.97,37.27,-0.43,108.88,22640.0,-2.89,259.9,31040.0,-1.18,27.29,1070.0,0.195,3100.0,45.61,71.99,0.68,17.86,200.9,-0.56,115.41,45.12,408.4,611.11,37.54,8400.0,67.807037,1174900.0,271.65,-1.79,68.5,45200.0,1.63,358.6,13777.74,1290000.0,1.23,3501.86,29880000.0,-0.44,91.53,0.39,1993.5,28.78,1.01,7823.0,-0.25,96.94,610.51,-0.49,3871.74,1.09,20135.0,3160.0,-0.2,18180.0,1500.0,-0.74,24.23,8.32,0.08,45,33248.666666666664,26237.166666666668,7011.5,2114.9444444444443,885.1111111111111,52468.444444444445,21.08323578646072,6.358140331222688,0.78,785.0899999999999,1.972222222222222
1555,2021-02-05,852.23,18570.0,0.26,7.9,56.85,1.1,38.2,2.5,105.71,27700.0,-2.91,249.0,48060.0,-4.19,27.47,1240.0,0.27,36020.0,46.01,134.33,0.88,17.75,205.92,-0.62,114.8,67.4,405.61,487.6,36.72,8240.0,67.497734,1254800.0,269.0,-0.98,68.5,45700.0,1.11,361.0,13856.3,1260000.0,0.57,3496.33,29010000.0,-0.16,91.04,-0.54,2015.5,26.97,1.1,7912.5,1.14,98.68,482.56,1.79,3886.83,0.39,20175.0,4690.0,0.2,18235.0,1870.0,0.3,24.28,4.89,0.21,44,33297.6,26275.2,7022.4,2118.4,889.8,52477.6,21.08493989221,6.359146268641546,0.784,781.014,1.98
1556,2021-02-08,863.42,20160.0,1.31,7.9,57.97,1.97,38.61,1.07,102.09,47150.0,-3.42,250.2,37250.0,0.48,27.92,1370.0,0.69,77840.0,46.9,145.98,1.93,18.11,411.15,2.03,118.75,60.73,417.78,649.08,40.13,17280.0,69.134041,1458600.0,276.15,2.66,68.65,45700.0,0.0,363.2,13987.64,1610000.0,0.95,3532.45,24980000.0,1.03,90.93,-0.12,2028.0,25.15,0.62,8037.0,1.57,111.49,1420.0,12.98,3915.59,0.74,19810.0,4370.0,-1.81,17950.0,1590.0,-1.56,24.27,15.39,-0.04,56,33444.4,26389.3,7055.1,2128.766666666667,903.8666666666667,52505.066666666666,21.090052209457838,6.36216408089812,0.796,768.786,2.0033333333333334
1557,2021-02-09,849.46,15160.0,-1.62,7.9,58.36,0.67,38.26,-0.91,105.5,28020.0,3.34,257.0,37500.0,2.72,27.99,1200.0,0.68,40590.0,47.33,123.32,0.92,18.5,437.11,2.15,118.88,35.43,416.55,461.19,39.62,8660.0,70.560822,1360700.0,279.62,1.26,68.8,45700.0,0.0,365.4,14007.7,1520000.0,0.14,3603.49,25380000.0,2.01,90.44,-0.54,2054.0,30.05,1.28,8147.5,1.37,110.6,1350.0,-0.8,3911.23,-0.11,19895.0,2200.0,0.43,17940.0,1220.0,-0.06,24.25,18.84,-0.08,51,33493.333333333336,26427.333333333332,7066.0,2132.222222222222,908.5555555555555,52514.22222222222,21.091756315207117,6.363170018316978,0.8,764.71,2.011111111111111
1558,2021-02-10,804.82,36220.0,-5.26,7.9,58.68,0.55,39.33,2.8,111.0,25360.0,5.21,266.95,41890.0,3.87,27.89,1170.0,0.6,17620.0,47.07,248.97,-0.55,18.3,406.89,-1.08,118.31,61.33,417.37,740.13,40.0,15430.0,70.371254,1544000.0,281.56,0.69,68.95,45700.0,0.0,367.6,13972.53,1830000.0,-0.25,3655.09,25790000.0,1.43,90.37,-0.08,2079.0,32.39,1.22,8299.5,1.87,113.68,979.49,2.78,3909.88,-0.03,20160.0,2240.0,1.33,18230.0,1220.0,1.62,24.18,9.05,-0.29,50,33542.26666666666,26465.366666666665,7076.9,2135.677777777778,913.2444444444444,52523.37777777778,21.093460420956397,6.364175955735837,0.804,760.634,2.0188888888888887
1559,2021-02-11,811.66,21620.0,0.85,7.9,58.24,-0.75,38.76,-1.45,,,,,,,28.08,839.04,0.58,8240.0,47.5,107.84,0.91,18.48,313.78,0.98,123.87,67.73,431.82,704.18,44.16,20780.0,71.019791,840700.0,282.69,0.4,69.1,45700.0,0.0,369.8,14025.77,1980000.0,0.38,,,,90.42,0.06,2079.5,24.46,0.02,8280.5,-0.23,109.09,854.73,-4.04,3916.38,0.17,,,,,,,24.19,9.1,0.04,46,33591.2,26503.4,7087.8,2139.133333333333,917.9333333333334,52532.53333333333,21.095164526705677,6.365181893154694,0.808,756.558,2.0266666666666664
1560,2021-02-12,816.12,23770.0,0.55,7.9,59.47,2.11,40.02,3.25,,,,,,,28.23,710.05,0.65,7050.0,47.55,74.77,0.11,18.59,352.05,0.6,127.07,119.87,437.16,641.96,45.77,15840.0,71.528641,758400.0,284.36,0.59,69.25,47000.0,2.84,372.0,14095.47,1320000.0,0.5,,,,90.48,0.07,2089.5,23.69,0.48,8332.0,0.62,108.93,686.94,-0.15,3934.83,0.47,,,,,,,24.27,1.87,0.33,47,33640.13333333333,26541.433333333334,7098.7,2142.588888888889,922.6222222222223,52541.688888888886,21.096868632454957,6.366187830573552,0.812,752.482,2.0344444444444445
1561,2021-02-16,796.22,19800.0,-2.44,7.9,60.05,-0.07,38.86,-1.67,,,,,,,28.34,1520.0,0.62,6880.0,47.78,237.45,0.48,19.15,1490.0,3.01,128.5,140.36,439.36,1050.0,46.58,14370.0,74.142738,2242700.0,286.86,-0.09,69.4,47000.0,0.0,372.0,14047.5,1490000.0,-0.34,,,,90.51,0.03,2086.5,22.69,0.14,8405.5,0.14,107.97,775.75,-0.88,3932.59,-0.06,20365.0,2140.0,0.0,18570.0,1710.0,0.43,24.47,236.02,0.82,42,33835.86666666667,26693.566666666666,7142.3,2156.411111111111,941.3777777777777,52578.311111111114,21.10368505545208,6.370211580248984,0.8280000000000001,736.178,2.0655555555555556
1562,2021-02-17,798.15,26080.0,0.24,7.9,61.14,1.82,38.09,-1.98,,,,,,,27.96,1070.0,0.6,4710.0,47.05,118.45,-1.53,19.02,616.16,-0.68,125.48,118.72,431.83,929.02,44.01,19390.0,72.94545,1696100.0,284.02,-0.99,69.55,48000.0,2.13,372.0,13965.5,1350000.0,-0.58,,,,90.95,0.49,2115.0,31.36,1.37,8390.0,-0.18,102.44,1230.0,-5.12,3931.33,-0.03,20425.0,2890.0,0.29,18690.0,1880.0,0.65,24.44,47.7,-0.12,48,33884.8,26731.6,7153.2,2159.866666666667,946.0666666666666,52587.46666666667,21.10538916120136,6.3712175176678425,0.8320000000000001,732.102,2.0733333333333333
1563,2021-02-18,787.38,17960.0,-1.35,7.9,60.52,-1.01,38.32,0.6,103.6,53190.0,-6.67,258.99,47260.0,-2.98,27.4,720.94,0.53,4900.0,45.85,149.71,-2.55,18.14,625.15,-4.63,122.42,57.96,427.39,752.37,42.69,15630.0,68.106361,2299500.0,272.99,-3.88,69.7,49000.0,2.08,372.0,13865.36,1240000.0,-0.72,3675.36,34030000.0,0.55,90.59,-0.4,2137.5,51.77,1.06,8553.0,1.94,93.51,1470.0,-8.72,3913.97,-0.44,20290.0,3000.0,-0.66,18500.0,2210.0,-1.02,24.44,10.09,0.0,46,33933.73333333333,26769.63333333333,7164.1,2163.322222222222,950.7555555555556,52596.62222222222,21.10709326695064,6.3722234550867,0.8360000000000001,728.026,2.081111111111111
1564,2021-02-19,781.3,18960.0,-0.77,7.9,59.24,-2.12,37.4,-2.4,97.5,41400.0,-5.89,257.35,38260.0,-0.63,27.96,629.69,0.51,8020.0,46.87,117.99,2.22,18.35,344.92,1.16,125.9,93.33,437.69,751.48,45.8,23600.0,68.156242,1459600.0,271.56,-0.52,69.85,50725.0,3.52,372.0,13874.46,1310000.0,0.07,3696.17,36110000.0,0.57,90.36,-0.25,2131.5,56.34,-0.28,8909.5,4.17,96.95,964.59,3.68,3906.71,-0.19,20450.0,3960.0,0.79,18715.0,1920.0,1.16,24.56,92.71,0.49,44,33982.666666666664,26807.666666666668,7175.0,2166.777777777778,955.4444444444445,52605.77777777778,21.108797372699918,6.373229392505558,0.8400000000000001,723.95,2.088888888888889
1565,2021-02-22,714.5,37270.0,-8.55,7.9,61.49,3.8,37.96,1.5,93.77,36050.0,-3.83,239.52,42710.0,-6.93,27.45,877.72,0.47,4410.0,45.7,79.72,-2.5,17.75,452.36,-3.27,120.79,89.35,421.83,883.97,40.81,22420.0,65.961197,1451100.0,266.76,-1.77,70.0,50725.0,0.0,378.05,13533.05,1370000.0,-2.46,3642.44,48880000.0,-1.45,90.01,-0.39,2166.5,37.19,1.64,9097.0,2.1,97.42,1010.0,0.48,3876.5,-0.77,19985.0,4320.0,-2.27,18210.0,1970.0,-2.7,24.59,99.66,0.12,48,34129.46666666667,26921.766666666666,7207.7,2177.1444444444446,969.5111111111112,52633.24444444444,21.113909689947757,6.376247204762132,0.852,711.722,2.112222222222222
1566,2021-02-23,698.84,66610.0,-2.19,7.9,61.67,0.29,38.67,1.87,93.5,22550.0,-0.29,225.0,47650.0,-6.06,27.1,1650.0,0.43,7170.0,44.59,328.4,-2.43,17.33,1260.0,-2.37,119.95,92.26,418.66,1340.0,39.98,27030.0,64.444611,2881800.0,261.77,-1.87,72.0,51725.0,1.97,384.1,13465.2,1640000.0,-0.5,3636.36,39890000.0,-0.17,90.17,0.18,2147.0,47.25,-0.9,9206.5,1.2,93.7,1520.0,-3.82,3881.37,0.13,19680.0,3390.0,-1.53,17820.0,2100.0,-2.14,24.57,68.45,-0.08,68,34178.4,26959.8,7218.6,2180.6,974.2,52642.4,21.115613795697037,6.37725314218099,0.856,707.646,2.12
1567,2021-02-24,742.02,36770.0,6.18,7.9,63.22,2.51,39.15,1.24,88.5,37440.0,-5.35,208.99,67650.0,-7.12,27.74,658.05,0.51,9120.0,45.47,96.95,1.97,17.74,441.3,2.37,125.48,81.69,432.24,1050.0,43.75,17960.0,65.611992,1085800.0,256.86,-1.88,74.0,51953.0,0.44,390.15,13597.97,1240000.0,0.99,3564.08,36220000.0,-1.99,90.18,0.01,2184.5,43.08,1.75,9308.5,1.11,94.09,1040.0,0.42,3925.43,1.14,18755.0,3510.0,-4.7,17020.0,1770.0,-4.49,24.6,80.33,0.12,57,34227.333333333336,26997.833333333332,7229.5,2184.0555555555557,978.8888888888889,52651.555555555555,21.117317901446317,6.378259079599848,0.86,703.5699999999999,2.1277777777777778
1568,2021-02-25,682.22,39020.0,-8.06,7.9,63.53,0.49,38.26,-2.27,88.71,24200.0,0.24,209.25,36950.0,0.12,26.56,787.88,0.485,3620.0,43.34,382.63,-4.68,16.54,675.38,-6.76,116.35,94.87,407.62,1780.0,36.22,35820.0,60.852726,1914400.0,253.56,-1.28,76.0,51953.0,0.0,396.2,13119.43,1330000.0,-3.52,3585.05,36620000.0,0.59,90.13,-0.06,2235.0,77.71,2.31,9412.5,1.12,85.94,1270.0,-8.66,3829.34,-2.45,19315.0,2240.0,2.99,17460.0,1510.0,2.59,24.91,241.28,1.26,51,34276.26666666666,27035.86666666667,7240.4,2187.511111111111,983.5777777777778,52660.71111111111,21.119022007195596,6.379265017018706,0.864,699.4939999999999,2.1355555555555554
1569,2021-02-26,675.5,41090.0,-0.99,7.9,61.5,-3.2,37.28,-2.56,85.5,25950.0,-3.62,197.27,50360.0,-5.73,26.5,607.22,0.495,4610.0,43.36,84.98,0.05,16.4,428.97,-0.85,118.66,65.66,416.91,1520.0,38.71,29540.0,60.623238,1440000.0,244.44,-3.59,77.0,51953.0,0.0,402.25,13192.34,1440000.0,0.56,3509.08,33330000.0,-2.12,90.88,0.83,2154.5,71.66,-3.6,9077.0,-3.56,77.77,2400.0,-9.51,3811.15,-0.48,18675.0,2650.0,-3.31,16845.0,1340.0,-3.52,24.7,165.82,-0.84,51,34325.2,27073.9,7251.3,2190.9666666666667,988.2666666666667,52669.86666666667,21.120726112944876,6.380270954437564,0.868,695.418,2.143333333333333
1570,2021-03-01,718.43,27140.0,6.36,7.05,60.64,-1.4,37.13,-0.4,90.57,27830.0,5.93,210.9,44430.0,6.91,27.45,679.92,0.54,4440.0,44.65,85.58,2.98,17.2,518.46,4.88,124.02,85.73,430.2,772.77,42.56,24580.0,63.436897,1317200.0,250.72,2.57,77.5,52763.0,1.56,412.6,13588.83,1100000.0,3.01,3551.4,31550000.0,1.21,91.04,0.18,2129.5,61.37,-1.16,9044.0,-0.36,86.67,1150.0,11.44,3901.82,2.38,18675.0,,0.0,16845.0,,0.0,24.7,52.24,0.0,45,34472.0,27188.0,7284.0,2201.3333333333335,1002.3333333333334,52697.333333333336,21.12583843019272,6.383288766694138,0.88,683.1899999999999,2.1666666666666665
1571,2021-03-02,686.44,23730.0,-4.45,7.05,59.75,-1.47,38.35,3.29,91.3,27240.0,0.81,211.4,38790.0,0.24,27.02,560.71,0.5,3260.0,43.96,67.97,-1.55,16.87,236.52,-1.92,118.78,80.26,417.3,1060.0,38.55,19690.0,63.307186,1256600.0,252.32,0.64,77.5,52763.0,0.0,422.95,13358.79,1080000.0,-1.69,3508.59,33980000.0,-1.21,90.78,-0.29,2211.5,69.32,3.85,9170.5,1.4,83.52,828.86,-3.63,3870.29,-0.81,18920.0,1960.0,1.31,16995.0,868.13,0.89,24.67,21.42,-0.12,44,34520.933333333334,27226.033333333333,7294.9,2204.788888888889,1007.0222222222222,52706.48888888889,21.127542535942,6.384294704112996,0.884,679.114,2.174444444444444
1572,2021-03-03,653.2,30210.0,-4.84,7.05,61.28,2.56,37.47,-2.29,91.36,20770.0,0.07,209.75,26310.0,-0.78,26.61,789.39,0.48,3860.0,43.13,91.02,-1.89,16.35,266.99,-3.08,115.73,142.67,404.53,1480.0,35.01,21750.0,61.361576,884000.0,250.16,-0.86,79.5,52763.0,0.0,433.3,12997.75,1160000.0,-2.7,3576.9,34770000.0,1.95,90.95,0.19,2200.0,52.34,-0.52,9101.5,-0.75,75.52,1310.0,-9.58,3819.72,-1.31,19030.0,1080.0,0.58,17085.0,627.84,0.53,24.8,26.58,0.53,43,34569.86666666667,27264.066666666666,7305.8,2208.2444444444445,1011.7111111111111,52715.64444444444,21.129246641691278,6.385300641531854,0.888,675.038,2.1822222222222223
1573,2021-03-04,621.44,65920.0,-4.86,7.05,63.83,4.16,38.16,1.84,80.58,52730.0,-11.8,198.5,34680.0,-5.36,25.64,1310.0,0.395,7590.0,41.2,155.29,-4.47,15.4,494.03,-5.81,109.42,103.37,385.06,2410.0,29.98,34290.0,57.190983,1950300.0,237.24,-5.16,80.0,52763.0,0.0,443.65,12723.47,1580000.0,-2.11,3503.49,39360000.0,-2.05,91.63,0.75,2153.5,65.04,-2.11,8907.5,-2.13,73.86,1780.0,-2.2,3768.47,-1.34,18980.0,1260.0,-0.26,16905.0,642.09,-1.05,24.93,92.95,0.52,50,34618.8,27302.1,7316.7,2211.7,1016.4000000000001,52724.8,21.130950747440558,6.3863065789507125,0.892,670.962,2.19
1574,2021-03-05,597.95,89400.0,-3.78,7.05,66.09,3.54,39.02,2.25,82.46,35250.0,2.33,196.37,32530.0,-1.07,26.13,1060.0,0.52,7970.0,41.79,87.05,1.43,15.44,482.06,0.26,112.47,92.84,396.61,2100.0,32.75,30950.0,58.867203,1840500.0,236.67,-0.24,80.0,52763.0,0.0,454.0,12920.15,1560000.0,1.55,3501.99,35640000.0,-0.04,91.98,0.38,2176.0,39.1,1.04,8895.5,-0.13,76.27,1510.0,3.26,3841.94,1.95,18940.0,1690.0,-0.21,16760.0,723.97,-0.86,24.98,761.51,0.2,59,34667.73333333333,27340.13333333333,7327.6,2215.1555555555556,1021.088888888889,52733.955555555556,21.132654853189837,6.38731251636957,0.896,666.886,2.1977777777777776
1575,2021-03-08,563.0,51790.0,-5.84,7.05,65.05,-1.57,39.13,0.28,74.0,42940.0,-10.26,176.73,59130.0,-10.0,25.76,656.46,0.49,7300.0,40.51,82.0,-3.06,14.94,299.39,-3.24,106.78,62.0,375.21,2450.0,27.52,28760.0,55.434948,1606600.0,226.27,-4.39,80.0,52763.0,0.0,455.3,12609.16,1270000.0,-2.41,3421.41,38700000.0,-2.3,92.31,0.36,2171.0,30.62,-0.23,8998.5,1.16,74.5,1160.0,-2.31,3821.35,-0.54,18150.0,1810.0,-4.17,16150.0,645.66,-3.64,25.04,208.73,0.24,52,34814.53333333333,27454.233333333334,7360.3,2225.5222222222224,1035.1555555555556,52761.42222222222,21.137767170437677,6.390330328626144,0.908,654.6579999999999,2.221111111111111
