,date,tesla,tesla_거래량,tesla_volatility,elec_fee,oil_price,oil_price_volatility,carbon_credits,carbon_credits_volatility,EVE종가,EVE거래량,EVE변동률,BYD종가,BYD거래량,BYD변동률,DRIV종가,DRIV거래량,ACDC종가,ACDC거래량,kars,kars_거래량,kars_volatility,batt,batt_거래량,batt_volatility,PSI종가,PSI거래량,SOXX종가,SOXX거래량,SOXL종가,SOXL거래량,LIT조정종가,LIT거래량,SGL종가,SGL변동률,li_price,co,co_volatility,희토류가격,nasdaq,nasdaq_거래량,nasdaq_volatility,ssec,ssec_거래량,ssec_volatility,dollar,dollar_volatility,alu_price,alu_vol,alu_change,cu_price,cu_change,REGI_price,REGI_vol,REGI_change,snp_500,snp_500_volatility,kodex,kodex_거래량,kodex_volatility,tiger,tiger_거래량,tiger_volatility,tbx,tbx_거래량,tbx_volatility,검색량,매출액,매출원가,매출총이익,영업이익,순이익,자산총계,매출총이익률,영업이익률,주당순이익EPS(달러),주가수익배수PER(배),총자산이익률ROA(%)
0,2015-01-02,43.86,23820.0,-1.39,6.67,52.69,-3.44,7.01,-3.31,,,,,,,,,,,,,,,,,25.38,50.19,92.81,221.02,2.25,15980.0,20.181713,3850.0,80.96,0.35,38.0,31641.0,0.79,340.0,4726.81,367740.0,-0.2,,,,91.08,0.9,1828.0,31.38,-1.12,6250.25,-0.55,9.79,436.6,0.82,2058.2,-0.03,,,,,,,,,,22,,,,,,,,,,,
1,2015-01-05,42.02,26840.0,-4.2,6.67,50.04,-5.03,6.9,-1.57,13.38,12570.0,-3.6,40.26,19210.0,5.53,,,,,,,,,,,24.87,78.28,91.06,206.48,2.12,12650.0,19.751169,3050.0,79.68,-1.58,38.5,31385.0,-0.81,340.0,4652.57,476450.0,-1.57,3350.52,53140000.0,3.58,91.38,0.33,1812.25,43.25,-0.86,6142.0,-1.73,9.55,481.67,-2.45,2020.58,-1.83,,,,,,,,,,19,,,,,,,,,,,
2,2015-01-06,42.26,31310.0,0.57,6.67,47.93,-4.22,6.77,-1.88,13.89,9860.0,3.81,40.33,13890.0,0.17,,,,,,,,,,,24.2,74.81,89.03,374.62,1.98,13380.0,19.751169,6350.0,79.24,-0.55,38.5,31385.0,0.0,340.0,4592.74,553620.0,-1.29,3351.45,50170000.0,0.03,91.5,0.13,1780.25,56.01,-1.77,6131.0,-0.18,9.12,534.76,-4.5,2002.61,-0.89,,,,,,,,,,23,,,,,,,,,,,
3,2015-01-07,42.19,14840.0,-0.17,6.67,48.65,1.5,6.78,0.15,13.75,6430.0,-1.01,38.94,11170.0,-3.45,,,,,,,,,,,24.54,24.48,89.91,240.42,2.04,8580.0,19.751169,3000.0,78.95,-0.37,38.5,31385.0,0.0,340.0,4650.47,482510.0,1.26,3373.95,39190000.0,0.67,91.89,0.43,1783.5,61.45,0.18,6125.0,-0.1,9.19,267.66,0.77,2025.9,1.16,,,,,,,,,,22,,,,,,,,,,,
4,2015-01-08,42.12,17210.0,-0.17,6.67,48.79,0.29,6.81,0.44,13.8,5710.0,0.36,38.51,6890.0,-1.1,,,,,,,,,,,25.26,94.51,92.58,211.0,2.22,13880.0,19.984383,3300.0,79.84,1.13,38.5,31384.0,-0.0,340.0,4736.19,548100.0,1.84,3293.46,37110000.0,-2.39,92.37,0.52,1825.5,75.03,2.35,6122.75,-0.04,9.43,359.25,2.61,2062.14,1.79,,,,,,,,,,25,,,,,,,,,,,
5,2015-01-09,41.33,23340.0,-1.88,6.67,48.36,-0.88,6.71,-1.47,13.82,6600.0,0.14,38.44,8520.0,-0.18,,,,,,,,,,,25.4,24.71,92.63,140.31,2.22,11070.0,19.966442,26150.0,80.19,0.44,38.5,31383.0,-0.0,340.0,4704.07,430670.0,-0.68,3285.41,41020000.0,-0.24,91.94,-0.47,1804.25,47.14,-1.16,6101.5,-0.35,9.31,330.18,-1.27,2044.81,-0.84,,,,,,,,,,22,,,,,,,,,,,
6,2015-01-12,40.44,29750.0,-2.15,6.67,46.07,-4.74,6.71,0.0,14.16,7500.0,2.46,39.48,11350.0,2.71,,,,,,,,,,,25.05,42.53,90.85,190.79,2.09,10960.0,20.074081,15250.0,80.49,0.37,38.5,31378.0,-0.02,340.0,4664.71,491280.0,-0.84,3229.32,32210000.0,-1.71,91.98,0.04,1804.75,42.86,0.03,6031.0,-1.16,9.29,309.52,-0.21,2028.26,-0.81,,,,,,,,,,23,,,,,,,,,,,
7,2015-01-13,40.85,22390.0,1.01,6.67,45.89,-0.39,7.29,8.64,14.15,5770.0,-0.07,40.32,13330.0,2.13,,,,,,,,,,,24.83,42.08,89.96,173.58,2.03,12710.0,20.092018,10800.0,80.87,0.47,38.5,30778.0,-1.91,340.0,4661.5,566520.0,-0.07,3235.3,23070000.0,0.19,92.31,0.36,1787.25,48.02,-0.97,5771.25,-4.31,9.2,345.06,-0.97,2023.03,-0.26,,,,,,,,,,23,,,,,,,,,,,
8,2015-01-14,38.54,57760.0,-5.65,6.67,48.48,5.64,7.16,-1.78,14.03,5030.0,-0.85,39.48,6990.0,-2.08,,,,,,,,,,,24.64,42.87,89.45,413.86,2.0,9330.0,19.822929,5000.0,79.56,-1.62,39.0,30777.0,-0.0,340.0,4639.32,527380.0,-0.48,3222.44,24020000.0,-0.4,92.16,-0.16,1771.5,99.91,-0.88,5510.0,-4.53,9.2,309.44,0.0,2011.27,-0.58,,,,,,,,,,28,,,,,,,,,,,
9,2015-01-15,38.37,26080.0,-0.44,6.67,46.25,-4.6,7.12,-0.56,13.86,5490.0,-1.21,39.08,5960.0,-1.01,,,,,,,,,,,24.28,27.74,88.74,221.01,1.95,6770.0,19.679417,28600.0,79.08,-0.6,39.0,30776.0,-0.0,340.0,4570.82,525690.0,-1.48,3336.45,28250000.0,3.54,92.35,0.21,1787.0,51.79,0.87,5650.75,2.55,8.95,278.22,-2.72,1992.67,-0.92,,,,,,,,,,25,,,,,,,,,,,
10,2015-01-16,38.61,18020.0,0.63,6.67,48.69,5.28,7.13,0.14,13.93,5150.0,0.51,39.57,7270.0,1.25,,,,,,,,,,,24.74,13.43,89.71,292.27,2.01,8620.0,19.661474,3700.0,78.84,-0.3,39.0,30775.0,-0.0,340.0,4634.38,548600.0,1.39,3376.49,33990000.0,1.2,92.52,0.18,1843.0,59.02,3.13,5775.5,2.21,9.07,420.92,1.34,2019.42,1.34,,,,,,,,,,24,,,,,,,,,,,
11,2015-01-20,38.39,22520.0,-0.57,6.67,46.39,-2.91,7.16,-0.69,14.19,9360.0,4.11,38.95,8750.0,1.67,,,,,,,,,,,25.03,29.96,90.64,131.8,2.08,9440.0,19.697351,5500.0,79.08,0.03,39.0,30736.0,-0.3833333333333333,340.0,4654.85,473620.0,0.44,3173.05,35710000.0,1.82,93.05,0.57,1844.25,11.26,1.53,5715.0,0.94,9.01,373.4,-0.66,2022.55,0.15,,,,,,,,,,25,,,,,,,,,,,
12,2015-01-21,39.31,20770.0,2.4,6.67,47.78,3.0,7.32,2.23,14.38,11120.0,1.34,39.48,9250.0,1.36,,,,,,,,,,,25.26,56.59,91.67,144.54,2.15,9640.0,20.02026,7450.0,79.97,1.13,39.0,30697.0,-0.7666666666666666,340.0,4667.42,463220.0,0.27,3323.61,41100000.0,4.74,92.9,-0.16,1868.0,18.16,1.29,5736.5,0.38,8.97,543.05,-0.44,2032.12,0.47,,,,,,,,,,24,,,,,,,,,,,
13,2015-01-22,40.32,20580.0,2.57,6.67,46.31,-3.08,6.76,-7.65,14.52,9500.0,0.97,39.81,9530.0,0.84,,,,,,,,,,,25.53,18.89,92.22,457.1,2.19,12340.0,20.235533,3850.0,81.07,1.38,39.0,30658.0,-1.15,340.0,4750.4,515530.0,1.78,3343.34,35340000.0,0.59,94.08,1.27,1865.75,17.86,-0.12,5680.5,-0.98,9.0,864.1,0.33,2063.15,1.53,,,,,,,,,,23,,,,,,,,,,,
14,2015-01-23,40.26,17210.0,-0.15,6.67,45.59,-1.55,6.8,0.59,14.4,6330.0,-0.83,40.11,14150.0,0.75,,,,,,,,,,,25.55,85.85,91.98,188.24,2.17,9590.0,20.109961,5800.0,80.7,-0.46,39.0,30406.0,-0.82,340.0,4757.88,414940.0,0.16,3351.76,36620000.0,0.25,94.76,0.72,1830.0,28.49,-1.92,5516.0,-2.9,8.9,309.47,-1.11,2051.82,-0.55,,,,,,,,,,23,,,,,,,,,,,
15,2015-01-26,41.31,16170.000000000002,2.61,6.67,45.15,-0.97,6.85,0.74,14.76,7790.0,2.5,40.1,9530.0,-0.02,,,,,,,,,,,25.63,18.86,92.15,117.92,2.19,6580.0,20.27141,3150.0,81.1,0.5,39.0,30402.0,-0.01,340.0,4771.76,460890.0,0.29,3383.18,31750000.0,0.94,94.8,0.04,1878.5,25.42,2.65,5619.0,1.87,8.95,370.72,0.56,2057.09,0.26,,,,,,,,,,21,,,,,,,,,,,
16,2015-01-27,41.2,13910.0,-0.27,6.67,46.23,2.39,6.84,-0.15,14.83,9290.0,0.47,40.0,10640.0,-0.25,,,,,,,,,,,25.35,57.69,90.51,353.62,2.06,15490.0,20.289351,2700.0,81.44,0.42,39.0,30397.0,-0.02,340.0,4681.5,469340.0,-1.89,3352.96,37450000.0,-0.89,94.02,-0.82,1853.5,41.13,-1.33,5430.5,-3.35,8.9,209.31,-0.56,2029.55,-1.34,,,,,,,,,,30,,,,,,,,,,,
17,2015-01-28,39.87,15750.0,-3.23,6.67,44.45,-3.85,6.95,1.61,14.92,11230.0,0.61,40.4,10890.0,1.0,,,,,,,,,,,25.28,18.17,90.08,315.29,2.03,13220.0,20.002323,4250.0,80.75,-0.85,39.0,29646.0,-2.47,340.0,4637.99,534450.0,-0.93,3305.74,30190000.0,-1.41,94.47,0.48,1847.75,11.76,-0.31,5460.0,0.54,8.6,328.07,-3.37,2002.16,-1.35,,,,,,,,,,47,,,,,,,,,,,
18,2015-01-29,41.04,17740.0,2.93,6.67,44.53,0.18,7.06,1.58,14.61,5400.0,-2.08,39.76,9240.0,-1.58,,,,,,,,,,,25.6,213.1,90.14,219.38,2.04,15470.0,19.679417,4450.0,78.88,-2.32,39.0,29645.0,-0.0,340.0,4683.41,529670.0,0.98,3262.3,27470000.0,-1.31,94.78,0.33,1816.5,11.02,-1.69,5425.0,-0.64,8.77,431.74,1.98,2021.25,0.95,,,,,,,,,,41,,,,,,,,,,,
19,2015-01-30,40.72,15030.0,-0.78,6.67,48.24,8.33,7.08,0.28,14.24,4750.0,-2.53,38.26,10190.0,-3.77,,,,,,,,,,,24.93,17.45,88.37,485.42,1.91,10230.0,19.643536,6350.0,79.27,0.49,39.0,29444.0,-0.68,340.0,4635.24,638810.0,-1.03,3210.36,25830000.0,-1.59,94.8,0.02,1862.0,15.15,2.5,5489.5,1.19,8.74,315.55,-0.34,1994.99,-1.3,,,,,,,,,,38,,,,,,,,,,,
20,2015-02-02,42.19,20750.0,3.61,6.88,49.57,2.76,7.13,0.71,14.17,4059.9999999999995,-0.49,38.47,5250.0,0.55,,,,,,,,,,,24.98,30.57,88.6,309.15,1.93,14560.0,19.894686,3100.0,79.74,0.59,39.0,29460.0,0.05,340.0,4676.69,525390.0,0.89,3128.3,25090000.0,-2.56,94.5,-0.32,1869.25,18.85,0.39,5485.0,-0.08,8.95,360.76,2.4,2020.85,1.3,,,,,,,,,,24,,,,,,,,,,,
21,2015-02-03,43.67,24130.0,3.51,6.88,53.05,7.02,7.06,-0.98,14.4,3860.0,1.62,38.73,5870.0,0.68,,,,,,,,,,,25.31,7.82,90.17,210.36,2.03,10800.0,20.27141,7250.0,80.92,1.48,39.0,29660.0,0.68,340.0,4727.74,553800.0,1.09,3204.91,24820000.0,2.45,93.6,-0.95,1886.75,11.53,0.94,5698.0,3.88,9.0,512.41,0.56,2050.03,1.44,,,,,,,,,,26,,,,,,,,,,,
22,2015-02-04,43.71,16530.0,0.09,6.88,48.45,-8.67,6.93,-1.84,14.33,3580.0,-0.49,38.27,9160.0,-1.19,,,,,,,,,,,25.39,17.33,90.51,336.03,2.06,8950.0,19.984383,3550.0,80.47,-0.56,39.0,29660.0,0.0,340.0,4716.7,549870.0,-0.23,3174.13,24910000.0,-0.96,93.99,0.42,1874.0,13.08,-0.68,5705.0,0.12,8.9,289.51,-1.11,2041.51,-0.42,,,,,,,,,,25,,,,,,,,,,,
23,2015-02-05,44.2,17610.0,1.12,6.88,50.48,4.19,7.0,1.01,14.34,5620.0,0.07,37.73,6960.0,-1.41,,,,,,,,,,,25.47,173.59,91.39,233.03,2.12,6330.0,20.307289,3100.0,81.16,0.86,39.0,29660.0,0.0,340.0,4765.1,501770.0,1.03,3136.53,30610000.0,-1.18,93.57,-0.45,1881.5,19.87,0.4,5717.5,0.22,9.0,216.38,1.12,2062.52,1.03,,,,,,,,,,27,,,,,,,,,,,
24,2015-02-06,43.47,16219.999999999998,-1.65,6.88,51.69,2.4,6.95,-0.71,13.86,4460.0,-3.35,36.23,10960.0,-3.98,,,,,,,,,,,25.52,36.54,90.89,335.39,2.08,11220.0,20.361109,3350.0,81.85,0.85,39.0,29210.0,-1.52,340.0,4744.4,494100.0,-0.43,3075.91,24680000.0,-1.93,95.85,2.44,1867.5,33.18,-0.74,5674.0,-0.76,8.57,403.98,-4.78,2055.47,-0.34,,,,,,,,,,28,,,,,,,,,,,
25,2015-02-09,43.5,17360.0,0.07,6.88,52.86,2.26,6.91,-0.58,13.7,2960.0,-1.15,36.23,4800.0,0.0,,,,,,,,,,,25.28,17.24,89.93,507.83,2.02,6340.0,20.379045,2050.0,81.96,0.13,39.0,29210.0,0.0,340.0,4726.01,411220.0,-0.39,3095.12,20610000.0,0.62,94.45,-1.46,1872.25,27.46,0.25,5683.5,0.17,8.76,646.76,2.22,2046.74,-0.42,,,,,,,,,,23,,,,,,,,,,,
26,2015-02-10,43.26,26950.0,-0.55,6.88,50.02,-5.37,7.1,2.75,14.0,3240.0,2.19,37.14,5960.0,2.51,,,,,,,,,,,26.09,20.79,92.97,419.73,2.22,10450.0,20.39699,2550.0,82.05,0.11,39.0,29060.0,-0.51,340.0,4787.65,441960.0,1.3,3141.59,19380000.0,1.5,94.76,0.33,1832.75,34.62,-2.11,5612.0,-1.26,8.76,176.1,0.0,2068.59,1.07,,,,,,,,,,24,,,,,,,,,,,
27,2015-02-11,42.56,48850.0,-1.62,6.88,48.84,-2.36,7.23,1.83,14.05,3050.0,0.36,36.61,7140.0,-1.43,,,,,,,,,,,26.21,35.65,93.27,321.86,2.24,9230.0,20.450802,5100.0,81.73,-0.39,39.0,29060.0,0.0,340.0,4801.18,433800.0,0.28,3157.7,17280000.0,0.51,94.98,0.23,1818.75,59.49,-0.76,5596.0,-0.29,8.56,195.95,-2.28,2068.53,-0.0,,,,,,,,,,28,,,,,,,,,,,
28,2015-02-12,40.58,78250.0,-4.65,6.88,51.21,4.85,7.39,2.21,14.13,3450.0,0.57,37.88,10280.0,3.47,,,,,,,,,,,26.48,59.41,94.76,311.84,2.35,8820.0,20.558439,4250.0,82.53,0.98,39.2,29210.0,0.52,340.0,4857.61,480020.0,1.18,3173.42,19460000.0,0.5,94.09,-0.94,1838.75,37.93,1.1,5714.0,2.11,8.75,221.28,2.22,2088.48,0.96,,,,,,,,,,35,,,,,,,,,,,
29,2015-02-13,40.75,30960.0,0.42,6.88,52.78,3.07,7.63,3.25,14.37,5370.0,1.7,41.67,36940.0,10.01,,,,,,,,,,,26.3,46.05,95.43,245.73,2.4,8970.0,20.881346,10750.0,83.65,1.36,39.3,29060.0,-0.51,340.0,4893.84,455860.0,0.75,3203.83,26130000.0,0.96,94.2,0.12,1834.25,29.19,-0.24,5712.0,-0.04,8.54,216.02,-2.4,2096.99,0.41,,,,,,,,,,33,,,,,,,,,,,
30,2015-02-17,40.87,19900.0,0.29,6.88,53.53,-0.15,7.47,-2.35,15.59,21430.0,2.9,50.42,35040.0,9.99,,,,,,,,,,,26.37,21.04,95.73,797.78,2.42,5860.0,21.096621,7000.0,84.45,0.79,39.3,29107.0,-0.35,340.0,4899.27,450150.0,0.11,3246.91,22830000.0,0.76,94.06,-0.15,1817.5,26.95,-0.26,5686.0,-0.94,8.6,184.81,0.7,2100.34,0.16,,,,,,,,,,27,,,,,,,,,,,
31,2015-02-18,40.89,13570.0,0.05,6.88,52.14,-2.6,7.49,0.27,,,,,,,,,,,,,,,,,26.43,18.02,95.48,152.86,2.4,5650.0,21.132496,6000.0,84.53,0.09,39.3,29154.0,-0.19,340.0,4906.36,410200.0,0.14,,,,94.2,0.15,1818.75,11.84,0.07,5727.0,0.72,8.44,233.13,-1.86,2099.68,-0.03,,,,,,,,,,32,,,,,,,,,,,
32,2015-02-19,42.34,25770.0,3.55,6.88,51.16,-1.88,7.34,-2.0,,,,,,,,,,,,,,,,,26.63,14.19,95.74,217.21,2.42,5130.0,21.07868,2650.0,84.82,0.34,39.3,29201.0,-0.03,340.0,4924.7,380210.0,0.37,,,,94.4,0.21,1817.5,12.47,-0.07,5751.5,0.43,8.62,185.82,2.13,2097.45,-0.11,,,,,,,,,,26,,,,,,,,,,,
33,2015-02-20,43.42,29910.0,2.55,6.88,50.34,-1.6,7.32,-0.27,,,,,,,,,,,,,,,,,26.72,47.95,96.31,634.28,2.47,6200.0,21.240135,12050.0,85.21,0.46,39.3,29201.0,0.0,340.0,4955.97,456720.0,0.63,,,,94.34,-0.06,1793.0,39.04,-1.35,5699.5,-0.9,8.96,377.28,3.94,2110.3,0.61,,,,,,,,,,29,,,,,,,,,,,
34,2015-02-23,41.47,42500.0,-4.49,6.88,49.45,-1.77,7.7,5.19,,,,,,,,,,,,,,,,,26.64,35.88,95.71,224.35,2.42,5010.0,21.096621,4800.0,84.79,-0.49,39.3,29048.0,-0.52,340.0,4960.97,452050.0,0.1,,,,94.57,0.24,1790.75,20.61,-0.13,5679.0,-0.36,8.63,407.56,-3.68,2109.66,-0.03,,,,,,,,,,24,,,,,,,,,,,
35,2015-02-24,40.82,33020.0,-1.57,6.88,49.28,-0.34,7.47,-2.99,,,,,,,,,,,,,,,,,27.11,54.73,96.99,280.8,2.51,8380.0,21.347769,8000.0,85.54,0.88,39.3,28892.0,-0.54,340.0,4968.12,429640.0,0.14,,,,94.49,-0.08,1809.0,17.33,1.02,5780.0,1.78,8.99,320.49,4.17,2115.48,0.28,,,,,,,,,,24,,,,,,,,,,,
36,2015-02-25,40.75,19550.0,-0.17,6.88,50.99,3.47,7.39,-1.07,15.22,9550.0,-2.37,49.89,50830.0,-1.05,,,,,,,,,,,26.85,31.73,96.49,129.32,2.47,5770.0,21.437464,8900.0,86.13,0.69,39.3,28792.0,-0.35,340.0,4967.14,422940.0,-0.02,3228.84,23330000.0,-0.56,94.21,-0.3,1793.0,17.74,-0.88,5803.5,0.41,8.88,181.4,-1.22,2113.86,-0.08,,,,,,,,,,26,,,,,,,,,,,
37,2015-02-26,41.44,32360.0,1.69,6.88,48.17,-5.53,7.06,-4.47,15.65,14470.0,2.83,49.28,33070.0,-1.22,,,,,,,,,,,27.01,21.48,97.15,98.55,2.52,6090.0,21.365707,4150.0,85.97,-0.19,39.3,28792.0,0.0,340.0,4987.89,437960.0,0.42,3298.36,30130000.0,2.15,95.29,1.15,1804.5,11.27,0.64,5900.0,1.66,8.89,161.21,0.11,2110.74,-0.15,,,,,,,,,,24,,,,,,,,,,,
38,2015-02-27,40.67,19410.0,-1.86,6.88,49.76,3.3,7.1,0.57,15.7,9950.0,0.32,50.58,36840.0,2.64,,,,,,,,,,,26.99,31.32,96.86,116.73,2.5,4230.0,21.365707,4150.0,85.92,-0.06,39.3,28720.0,-0.25,340.0,4963.53,485690.0,-0.49,3310.3,29920000.0,0.36,95.32,0.03,1814.0,18.52,0.53,5895.5,-0.08,8.92,311.09,0.34,2104.5,-0.3,,,,,,,,,,24,,,,,,,,,,,
39,2015-03-02,39.47,39610.0,-2.95,6.83,49.59,-0.34,6.95,-2.11,16.0,13220.0,1.91,51.78,50260.0,2.37,,,,,,,,,,,27.9,63.49,99.52,288.59,2.71,10600.0,21.545103,4500.0,86.67,0.87,40.0,28712.0,-0.03,345.5,5008.1,468540.0,0.9,3336.28,34640000.0,0.78,95.46,0.15,1799.5,24.12,-0.8,5914.0,0.31,9.13,237.99,2.35,2117.39,0.61,,,,,,,,,,23,,,,,,,,,,,
40,2015-03-03,39.91,22160.0,1.11,6.83,50.52,1.88,6.73,-3.17,15.76,13970.0,-1.5,51.36,32860.0,-0.81,,,,,,,,,,,27.42,45.48,97.68,397.4,2.56,11420.0,21.455404,5900.0,86.41,-0.3,40.0,27686.0,-3.57,351.0,4979.9,481230.0,-0.56,3263.05,38200000.0,-2.19,95.38,-0.08,1790.75,21.91,-0.49,5834.0,-1.35,9.14,534.15,0.11,2107.78,-0.45,,,,,,,,,,23,,,,,,,,,,,
41,2015-03-04,40.49,21110.0,1.45,6.83,51.53,2.0,7.02,4.31,15.77,10440.0,0.06,51.99,29900.0,1.23,,,,,,,,,,,27.42,37.16,97.55,189.92,2.55,7710.0,21.437464,3400.0,86.12,-0.34,40.5,27410.0,-1.0,356.5,4967.14,433190.0,-0.26,3279.53,29360000.0,0.51,95.97,0.62,1797.25,33.03,0.36,5835.0,0.02,9.56,683.65,4.6,2098.53,-0.44,,,,,,,,,,23,,,,,,,,,,,
42,2015-03-05,40.13,24390.0,-0.89,6.83,50.76,-1.49,6.75,-3.85,16.63,23630.0,5.45,57.19,37250.0,10.0,,,,,,,,,,,27.33,25.24,97.61,244.46,2.55,5170.0,21.419523,4000.0,86.25,0.15,40.5,27609.0,0.73,362.0,4982.81,417030.0,0.32,3248.48,32070000.0,-0.95,96.38,0.43,1798.75,21.67,0.08,5818.0,-0.29,9.42,304.65,-1.46,2101.04,0.12,,,,,,,,,,22,,,,,,,,,,,
43,2015-03-06,38.78,33560.0,-3.36,6.83,49.61,-2.27,6.8,0.74,15.9,14710.0,-4.39,52.3,51450.0,-8.55,,,,,,,,,,,27.09,38.73,96.6,214.24,2.48,6400.0,21.276012,14500.0,85.53,-0.83,40.5,27609.0,0.0,367.5,4927.37,462810.0,-1.11,3241.19,28290000.0,-0.22,97.61,1.28,1778.25,38.29,-1.14,5730.5,-1.5,9.15,978.64,-2.87,2071.26,-1.42,,,,,,,,,,24,,,,,,,,,,,
44,2015-03-09,38.18,33680.0,-1.55,6.83,50.0,0.79,6.68,-1.76,15.79,6630.0,-0.69,51.2,25920.0,-2.1,,,,,,,,,,,27.26,28.88,96.9,173.35,2.5,3820.0,21.168377,5100.0,84.97,-0.65,40.5,27605.0,-0.01,370.5,4942.44,405490.0,0.31,3302.41,32150000.0,1.89,97.59,-0.02,1775.0,32.61,-0.18,5852.0,2.12,9.46,479.88,3.39,2079.43,0.39,,,,,,,,,,23,,,,,,,,,,,
45,2015-03-10,38.06,27900.0,-0.31,6.83,48.29,-3.42,6.82,2.1,15.9,6840.0,0.7,51.2,21560.0,0.0,,,,,,,,,,,26.91,24.89,95.11,383.51,2.36,10950.0,20.719894,9300.0,83.52,-1.71,40.5,27804.0,0.72,373.5,4859.8,460960.0,-1.67,3286.07,28580000.0,-0.49,98.62,1.06,1756.75,34.72,-1.03,5756.5,-1.63,9.4,439.0,-0.63,2044.16,-1.7,,,,,,,,,,22,,,,,,,,,,,
46,2015-03-11,38.75,24870.0,1.81,6.83,48.17,-0.25,6.76,-0.88,15.56,7530.0,-2.14,50.0,18830.0,-2.34,,,,,,,,,,,26.99,30.02,95.32,118.68,2.38,5810.0,20.666077,5500.0,82.99,-0.63,40.5,27803.0,-0.0,376.5,4849.94,456590.0,-0.2,3290.9,28300000.0,0.15,99.8,1.2,1740.0,29.4,-0.95,5725.5,-0.54,9.44,444.88,0.43,2040.24,-0.19,,,,,,,,,,23,,,,,,,,,,,
47,2015-03-12,38.21,20750.0,-1.39,6.83,47.05,-2.33,6.41,-5.18,15.98,8620.0,2.7,49.12,19380.0,-1.76,,,,,,,,,,,27.06,50.04,95.29,391.08,2.37,5210.0,20.845469,4150.0,83.42,0.52,40.5,27824.0,0.08,379.5,4893.29,451950.0,0.89,3349.32,35730000.0,1.78,99.44,-0.36,1742.5,82.98,0.14,5842.0,2.03,9.54,465.83,1.06,2065.95,1.26,,,,,,,,,,23,,,,,,,,,,,
48,2015-03-13,37.74,27170.0,-1.23,6.83,44.84,-4.7,6.46,0.78,16.48,17840.0,3.13,49.98,17510.0,1.75,,,,,,,,,,,27.09,18.5,95.93,179.73,2.42,5980.0,20.630199,2600.0,82.69,-0.88,40.5,27600.0,-0.81,382.5,4871.76,439590.0,-0.44,3372.91,32840000.000000004,0.7,100.33,0.9,1766.75,30.65,1.39,5857.5,0.27,9.55,297.78,0.1,2053.4,-0.61,,,,,,,,,,23,,,,,,,,,,,
49,2015-03-16,39.14,28140.0,3.71,6.83,43.88,-2.14,6.49,0.46,17.07,21280.0,3.58,51.14,20110.0,2.32,,,,,,,,,,,27.62,556.93,97.39,219.19,2.53,6320.0,20.558439,6100.0,82.47,-0.27,40.5,27635.0,0.13,382.5,4929.51,417730.0,1.19,3449.3,39910000.0,2.26,99.6,-0.73,1765.5,21.78,-0.07,5855.0,-0.04,9.32,298.1,-2.41,2081.19,1.35,,,,,,,,,,27,,,,,,,,,,,
50,2015-03-17,38.95,24470.0,-0.49,6.83,43.46,-0.96,6.73,3.7,17.25,20260.0,1.05,51.5,22350.0,0.7,,,,,,,,,,,27.43,224.53,96.68,146.58,2.48,6150.0,20.630199,3200.0,82.51,0.05,40.5,27647.166666666668,0.13,382.5,4937.44,415820.0,0.16,3502.85,52090000.0,1.55,99.58,-0.02,1786.0,67.17,1.16,5800.0,-0.94,9.44,307.27,1.29,2074.28,-0.33,,,,,,,,,,24,,,,,,,,,,,
51,2015-03-18,40.14,24100.0,3.06,6.83,44.66,2.76,6.74,0.15,17.4,17570.0,0.87,53.35,26990.0,3.59,,,,,,,,,,,27.46,240.86,97.4,155.46,2.53,8150.0,20.432865,8850.0,81.7,-0.98,40.5,27659.333333333332,0.13,382.5,4982.83,473040.0,0.92,3577.3,54520000.0,2.13,98.55,-1.03,1764.0,21.84,-1.23,5712.5,-1.51,9.79,475.24,3.71,2099.5,1.22,,,,,,,,,,25,,,,,,,,,,,
52,2015-03-19,39.13,42380.0,-2.52,6.83,43.96,-1.57,6.67,-1.04,18.1,25390.0,4.02,53.88,26300.0,0.99,,,,,,,,,,,27.76,45.49,97.62,94.38,2.55,4700.0,20.253471,1700.0,81.39,-0.38,40.5,27671.5,0.13,382.5,4992.38,388560.0,0.19,3582.27,53730000.0,0.14,99.26,0.72,1780.25,24.76,0.92,5840.0,2.23,9.62,156.62,-1.74,2089.27,-0.49,,,,,,,,,,31,,,,,,,,,,,
53,2015-03-20,39.62,21350.0,1.25,6.83,45.72,4.0,7.04,5.55,18.66,22460.0,3.09,52.8,21850.0,-2.0,,,,,,,,,,,28.21,74.34,99.0,154.15,2.66,6620.0,20.701956,8550.0,82.75,1.67,40.5,27571.5,-0.36,382.5,5026.42,1070000.0,0.68,3617.32,51670000.0,0.98,97.91,-1.36,1796.5,15.28,0.91,6040.5,3.43,9.66,348.15,0.42,2108.1,0.9,,,,,,,,,,30,,,,,,,,,,,
54,2015-03-23,39.93,13160.0,0.78,6.83,47.45,3.78,7.04,0.0,18.8,23690.0,0.75,53.11,19660.0,0.59,,,,,,,,,,,27.98,42.34,98.18,133.74,2.59,6320.0,20.75577,2800.0,82.87,0.15,40.5,27566.5,-0.02,381.5,5010.97,394240.0,-0.31,3687.73,53610000.0,1.95,97.03,-0.9,1797.75,22.41,0.07,6149.0,1.8,9.66,213.1,0.05,2104.42,-0.17,,,,,,,,,,24,,,,,,,,,,,
