"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2018년 06월 06일","63.90","60.10","64.43","59.50","93.84M","9.74%"
"2018년 06월 05일","58.23","59.54","59.56","57.35","29.98M","-1.89%"
"2018년 06월 04일","59.35","58.87","59.80","58.71","23.99M","1.70%"
"2018년 06월 01일","58.36","57.17","58.39","56.77","27.12M","2.48%"
"2018년 05월 31일","56.95","57.44","58.07","56.59","29.60M","-2.38%"
"2018년 05월 30일","58.34","56.66","59.00","56.32","37.45M","2.80%"
"2018년 05월 29일","56.75","55.70","57.30","55.23","28.33M","1.76%"
"2018년 05월 25일","55.77","55.53","55.93","55.12","19.38M","0.36%"
"2018년 05월 24일","55.57","55.68","56.22","54.98","20.88M","-0.43%"
"2018년 05월 23일","55.81","55.55","55.98","54.80","29.93M","1.47%"
"2018년 05월 22일","55.00","57.55","57.60","54.68","44.73M","-3.34%"
"2018년 05월 21일","56.90","56.27","58.30","56.26","45.91M","2.78%"
"2018년 05월 18일","55.36","56.93","56.93","54.80","36.26M","-2.72%"
"2018년 05월 17일","56.91","57.18","57.84","56.79","22.10M","-0.68%"
"2018년 05월 16일","57.30","56.77","57.76","56.31","28.37M","0.81%"
"2018년 05월 15일","56.84","57.00","57.39","56.10","47.60M","-2.65%"
"2018년 05월 14일","58.39","60.66","60.99","58.32","36.43M","-3.02%"
"2018년 05월 11일","60.21","61.54","61.78","59.82","23.40M","-1.30%"
"2018년 05월 10일","61.00","61.50","62.60","60.82","28.26M","-0.60%"
"2018년 05월 09일","61.37","60.08","61.40","60.01","28.64M","1.62%"
"2018년 05월 08일","60.39","60.16","61.55","59.80","29.65M","-0.26%"
"2018년 05월 07일","60.55","59.50","61.19","59.03","43.39M","2.94%"
"2018년 05월 04일","58.82","56.60","59.37","55.90","42.85M","3.39%"
"2018년 05월 03일","56.89","55.76","57.61","55.05","86.76M","-5.55%"
"2018년 05월 02일","60.23","59.71","61.37","59.56","44.85M","0.42%"
"2018년 05월 01일","59.98","58.70","60.16","58.64","23.13M","2.04%"
"2018년 04월 30일","58.78","58.72","59.75","58.50","21.14M","-0.05%"
"2018년 04월 27일","58.81","57.07","58.89","56.77","21.82M","2.99%"
"2018년 04월 26일","57.10","55.75","57.16","55.30","21.78M","1.71%"
"2018년 04월 25일","56.14","56.70","57.03","55.45","20.07M","-0.97%"
"2018년 04월 24일","56.69","57.00","57.42","55.69","28.43M","0.04%"
"2018년 04월 23일","56.67","58.26","58.32","56.47","24.47M","-2.38%"
"2018년 04월 20일","58.05","59.03","60.00","57.95","28.14M","-3.28%"
"2018년 04월 19일","60.02","58.22","60.20","57.71","30.45M","2.30%"
"2018년 04월 18일","58.67","58.22","60.05","57.63","32.79M","1.96%"
"2018년 04월 17일","57.54","57.77","58.43","56.50","35.00M","-1.20%"
"2018년 04월 16일","58.24","59.80","59.93","57.80","31.69M","-3.05%"
"2018년 04월 13일","60.07","60.72","60.79","59.20","36.64M","2.13%"
"2018년 04월 12일","58.82","60.46","60.79","58.74","38.04M","-2.28%"
"2018년 04월 11일","60.19","60.15","61.80","59.93","37.41M","-1.23%"
"2018년 04월 10일","60.94","59.79","61.42","58.74","55.12M","5.20%"
"2018년 04월 09일","57.93","60.07","61.90","57.84","51.25M","-3.22%"
"2018년 04월 06일","59.86","60.20","61.86","59.10","67.60M","-2.09%"
"2018년 04월 05일","61.14","57.87","61.25","57.64","95.61M","6.53%"
"2018년 04월 04일","57.39","50.56","57.67","50.40","99.48M","7.25%"
"2018년 04월 03일","53.51","53.96","54.67","50.90","94.22M","5.96%"
"2018년 04월 02일","50.50","51.25","52.07","48.92","80.57M","-5.13%"
"2018년 03월 29일","53.23","51.30","54.19","49.64","75.85M","3.24%"
"2018년 03월 28일","51.56","52.92","53.74","50.42","105.01M","-7.66%"
"2018년 03월 27일","55.84","60.80","60.85","55.44","69.36M","-8.22%"
"2018년 03월 26일","60.84","61.47","61.52","58.27","41.88M","0.88%"
"2018년 03월 23일","60.31","62.25","62.32","60.09","33.27M","-2.44%"
"2018년 03월 22일","61.82","62.78","63.76","61.64","24.70M","-2.35%"
"2018년 03월 21일","63.31","62.05","64.49","62.04","29.79M","1.93%"
"2018년 03월 20일","62.11","62.97","63.25","61.75","23.82M","-0.96%"
"2018년 03월 19일","62.71","63.30","64.15","61.93","37.42M","-2.43%"
"2018년 03월 16일","64.27","65.19","65.48","63.81","30.59M","-1.31%"
"2018년 03월 15일","65.12","65.88","66.57","64.22","32.82M","-0.32%"
"2018년 03월 14일","65.33","67.35","67.96","64.79","39.84M","-4.45%"
"2018년 03월 13일","68.37","68.98","69.02","67.25","29.83M","-1.06%"
"2018년 03월 12일","69.10","65.72","69.44","65.30","41.32M","5.61%"
"2018년 03월 09일","65.43","64.82","65.70","64.47","27.53M","-0.59%"
"2018년 03월 08일","65.82","66.57","66.66","65.25","17.83M","-0.96%"
"2018년 03월 07일","66.46","65.09","66.50","64.35","25.04M","1.25%"
"2018년 03월 06일","65.64","66.75","67.27","65.41","21.43M","-1.54%"
"2018년 03월 05일","66.67","66.48","67.55","65.86","19.12M","-0.52%"
"2018년 03월 02일","67.02","65.40","67.04","64.59","25.46M","1.25%"
"2018년 03월 01일","66.19","69.00","69.73","66.01","34.43M","-3.53%"
"2018년 02월 28일","68.61","70.51","71.05","68.44","30.35M","-2.26%"
"2018년 02월 27일","70.20","71.25","72.00","70.00","23.99M","-1.79%"
"2018년 02월 26일","71.48","70.70","71.80","70.47","21.70M","1.52%"
"2018년 02월 23일","70.41","69.57","71.00","69.42","29.09M","1.70%"
"2018년 02월 22일","69.23","67.11","69.49","66.95","34.85M","3.86%"
"2018년 02월 21일","66.66","67.21","67.94","66.63","16.10M","-0.43%"
"2018년 02월 20일","66.95","66.89","68.17","66.30","20.05M","-0.22%"
"2018년 02월 16일","67.10","66.50","68.62","66.33","28.21M","0.43%"
"2018년 02월 15일","66.81","64.90","66.82","64.48","29.56M","3.65%"
"2018년 02월 14일","64.46","64.17","65.23","63.70","19.75M","-0.42%"
"2018년 02월 13일","64.73","63.00","64.84","62.50","22.80M","2.50%"
"2018년 02월 12일","63.15","63.23","63.62","61.25","31.14M","1.72%"
"2018년 02월 09일","62.08","63.99","64.20","58.95","64.67M","-1.54%"
"2018년 02월 08일","63.05","68.66","69.72","62.92","51.57M","-8.62%"
"2018년 02월 07일","69.00","67.80","69.20","67.13","34.85M","3.31%"
"2018년 02월 06일","66.79","65.04","67.24","64.70","25.44M","0.24%"
"2018년 02월 05일","66.63","67.59","68.89","66.60","22.32M","-3.08%"
"2018년 02월 02일","68.75","69.69","70.39","68.10","18.52M","-1.57%"
"2018년 02월 01일","69.85","70.20","71.93","69.73","20.99M","-1.43%"
"2018년 01월 31일","70.86","69.50","71.24","69.04","31.07M","2.46%"
"2018년 01월 30일","69.16","69.03","69.65","68.43","23.59M","-1.07%"
"2018년 01월 29일","69.91","67.97","70.17","67.66","23.74M","1.95%"
"2018년 01월 26일","68.57","68.30","68.80","67.14","22.70M","1.54%"
"2018년 01월 25일","67.53","69.65","69.84","67.28","33.70M","-2.39%"
"2018년 01월 24일","69.18","70.92","70.95","68.70","26.44M","-1.96%"
"2018년 01월 23일","70.56","72.00","72.10","70.20","27.33M","0.36%"
"2018년 01월 22일","70.31","69.88","71.57","69.84","31.05M","0.44%"
"2018년 01월 19일","70.00","69.00","70.12","68.52","24.44M","1.58%"
"2018년 01월 18일","68.91","69.13","70.46","68.75","28.43M","-0.75%"
"2018년 01월 17일","69.43","68.09","69.80","67.95","35.52M","2.09%"
"2018년 01월 16일","68.01","67.51","69.00","66.96","32.37M","1.15%"
"2018년 01월 12일","67.24","67.73","68.08","66.73","24.13M","-0.52%"
"2018년 01월 11일","67.59","67.05","68.96","66.65","33.23M","0.94%"
"2018년 01월 10일","66.96","66.44","67.40","66.00","21.55M","0.33%"
"2018년 01월 09일","66.74","67.03","67.76","65.48","35.73M","-0.80%"
"2018년 01월 08일","67.28","63.20","67.40","63.10","49.30M","6.25%"
"2018년 01월 05일","63.32","63.32","63.45","62.40","22.96M","0.64%"
"2018년 01월 04일","62.92","62.57","63.71","61.14","49.73M","-0.84%"
"2018년 01월 03일","63.45","64.20","65.05","63.11","22.61M","-1.03%"
"2018년 01월 02일","64.11","62.40","64.42","62.20","21.76M","2.95%"
"2017년 12월 29일","62.27","63.24","63.28","62.00","18.89M","-1.27%"
"2017년 12월 28일","63.07","62.35","63.16","61.91","21.58M","1.19%"
"2017년 12월 27일","62.33","63.20","63.54","62.15","23.56M","-1.78%"
"2017년 12월 26일","63.46","64.77","64.79","63.32","21.89M","-2.43%"
"2017년 12월 22일","65.04","65.90","66.18","64.96","21.08M","-1.94%"
"2017년 12월 21일","66.33","65.92","66.75","65.44","21.93M","0.81%"
"2017년 12월 20일","65.80","66.54","66.62","65.01","29.77M","-0.63%"
"2017년 12월 19일","66.22","68.05","68.30","66.06","34.12M","-2.29%"
"2017년 12월 18일","67.77","68.98","69.35","67.52","27.38M","-1.34%"
"2017년 12월 15일","68.69","68.41","68.78","67.15","34.67M","1.64%"
"2017년 12월 14일","67.58","68.20","69.49","67.38","29.00M","-0.34%"
"2017년 12월 13일","67.81","68.19","68.84","67.30","31.11M","-0.59%"
"2017년 12월 12일","68.21","66.09","68.29","66.01","43.67M","3.69%"
"2017년 12월 11일","65.78","62.93","65.80","62.75","39.69M","4.36%"
"2017년 12월 08일","63.03","62.92","63.40","62.25","17.34M","1.25%"
"2017년 12월 07일","62.25","62.40","63.73","62.21","23.90M","-0.64%"
"2017년 12월 06일","62.65","60.02","62.68","60.00","35.98M","3.14%"
"2017년 12월 05일","60.74","60.40","61.60","60.20","23.23M","-0.49%"
"2017년 12월 04일","61.04","61.30","61.65","60.12","29.18M","-0.44%"
"2017년 12월 01일","61.31","61.09","62.06","61.01","21.46M","-0.74%"
"2017년 11월 30일","61.77","61.71","62.14","60.91","21.76M","0.42%"
"2017년 11월 29일","61.51","63.46","63.60","60.25","43.84M","-3.15%"
"2017년 11월 28일","63.51","63.27","64.00","62.78","24.75M","0.24%"
"2017년 11월 27일","63.36","62.65","63.47","61.90","22.78M","0.40%"
"2017년 11월 24일","63.11","62.76","63.28","62.20","16.22M","0.94%"
"2017년 11월 22일","62.52","63.35","63.48","62.37","24.59M","-1.64%"
"2017년 11월 21일","63.56","62.17","63.65","61.74","36.31M","2.93%"
"2017년 11월 20일","61.75","62.76","63.10","60.95","41.24M","-2.00%"
"2017년 11월 17일","63.01","65.13","65.33","62.63","68.68M","0.82%"
"2017년 11월 16일","62.50","62.80","63.63","62.26","29.11M","0.39%"
"2017년 11월 15일","62.26","61.20","62.50","60.30","29.89M","0.84%"
"2017년 11월 14일","61.74","63.00","63.27","61.38","28.38M","-2.12%"
"2017년 11월 13일","63.08","60.03","63.36","59.82","37.92M","4.09%"
"2017년 11월 10일","60.60","60.50","61.67","60.37","23.13M","0.00%"
"2017년 11월 09일","60.60","60.50","60.89","59.26","27.24M","-0.46%"
"2017년 11월 08일","60.88","61.10","61.38","60.26","23.63M","-0.54%"
"2017년 11월 07일","61.21","60.20","61.30","60.01","26.47M","1.07%"
"2017년 11월 06일","60.56","61.40","61.50","59.80","32.43M","-1.08%"
"2017년 11월 03일","61.22","59.90","61.25","59.03","44.47M","2.29%"
"2017년 11월 02일","59.85","60.03","61.74","58.53","98.96M","-6.80%"
"2017년 11월 01일","64.22","66.45","66.52","64.05","42.29M","-3.15%"
"2017년 10월 31일","66.31","64.05","66.39","64.04","28.36M","3.58%"
"2017년 10월 30일","64.02","63.84","64.76","63.45","21.27M","-0.23%"
"2017년 10월 27일","64.17","63.95","64.92","63.33","34.90M","-1.63%"
"2017년 10월 26일","65.23","65.56","66.05","64.64","25.12M","0.09%"
"2017년 10월 25일","65.17","67.34","67.50","64.71","42.97M","-3.41%"
"2017년 10월 24일","67.47","67.76","68.56","67.23","22.46M","0.10%"
"2017년 10월 23일","67.40","69.98","69.99","67.25","28.74M","-2.35%"
"2017년 10월 20일","69.02","70.54","70.91","68.87","24.65M","-1.90%"
"2017년 10월 19일","70.36","71.11","71.43","69.64","25.31M","-2.18%"
"2017년 10월 18일","71.93","71.19","72.60","70.83","24.70M","1.10%"
"2017년 10월 17일","71.15","70.18","71.24","70.01","16.47M","1.47%"
"2017년 10월 16일","70.12","70.75","70.90","69.43","26.88M","-1.39%"
"2017년 10월 13일","71.11","71.40","71.70","70.74","17.70M","-0.04%"
"2017년 10월 12일","71.14","70.59","71.96","70.53","20.44M","0.31%"
"2017년 10월 11일","70.92","70.78","71.52","70.23","22.50M","-0.28%"
"2017년 10월 10일","71.12","69.36","71.13","69.11","34.89M","3.69%"
"2017년 10월 09일","68.59","69.93","70.35","68.53","37.47M","-3.91%"
"2017년 10월 06일","71.38","70.62","72.02","70.45","21.49M","0.44%"
"2017년 10월 05일","71.07","71.20","71.49","70.27","20.86M","0.10%"
"2017년 10월 04일","71.00","70.25","71.72","69.92","40.82M","1.97%"
"2017년 10월 03일","69.63","67.18","69.71","66.26","50.77M","1.93%"
"2017년 10월 02일","68.31","68.50","68.74","67.10","26.43M","0.13%"
"2017년 09월 29일","68.22","68.37","68.94","67.72","25.54M","0.44%"
"2017년 09월 28일","67.92","67.98","68.55","67.08","26.60M","-0.40%"
"2017년 09월 27일","68.19","69.98","70.30","68.10","30.30M","-1.25%"
"2017년 09월 26일","69.05","70.19","70.25","68.18","35.78M","0.07%"
"2017년 09월 25일","69.00","70.63","71.49","68.58","38.03M","-1.74%"
"2017년 09월 22일","70.22","73.30","73.98","70.18","40.80M","-4.20%"
"2017년 09월 21일","73.30","74.98","75.37","72.90","23.09M","-1.98%"
"2017년 09월 20일","74.78","74.60","75.65","74.21","24.60M","-0.32%"
"2017년 09월 19일","75.02","76.00","76.48","74.71","32.26M","-2.57%"
"2017년 09월 18일","77.00","76.05","77.92","75.54","35.94M","1.37%"
"2017년 09월 15일","75.96","74.90","76.00","74.54","27.10M","0.57%"
"2017년 09월 14일","75.53","72.87","75.59","72.53","36.01M","3.11%"
"2017년 09월 13일","73.25","72.76","73.61","71.92","20.93M","0.96%"
"2017년 09월 12일","72.55","72.90","73.75","72.08","29.86M","-0.26%"
"2017년 09월 11일","72.74","70.27","72.74","70.00","38.34M","5.91%"
"2017년 09월 08일","68.68","69.80","69.96","68.46","16.32M","-2.05%"
"2017년 09월 07일","70.12","69.20","70.50","68.69","21.20M","1.76%"
"2017년 09월 06일","68.91","69.90","70.20","68.31","20.46M","-1.44%"
"2017년 09월 05일","69.92","70.76","71.10","69.18","19.24M","-1.63%"
"2017년 09월 01일","71.08","71.22","71.52","70.74","15.25M","-0.14%"
"2017년 08월 31일","71.18","70.71","71.69","70.56","20.36M","0.76%"
"2017년 08월 30일","70.64","69.93","70.69","69.40","17.06M","1.68%"
"2017년 08월 29일","69.47","67.90","69.81","67.75","20.37M","0.49%"
"2017년 08월 28일","69.13","69.46","69.47","67.94","18.82M","-0.69%"
"2017년 08월 25일","69.61","70.85","71.14","69.46","17.42M","-1.39%"
"2017년 08월 24일","70.59","70.50","71.33","69.95","22.92M","0.06%"
"2017년 08월 23일","70.55","67.80","70.70","67.66","24.77M","3.34%"
"2017년 08월 22일","68.27","68.23","68.45","67.47","21.61M","1.04%"
"2017년 08월 21일","67.57","69.16","69.16","66.37","32.48M","-2.76%"
"2017년 08월 18일","69.49","70.58","70.80","69.16","27.04M","-1.26%"
"2017년 08월 17일","70.38","72.24","72.66","70.32","25.14M","-3.03%"
"2017년 08월 16일","72.58","72.60","73.30","72.50","17.07M","0.15%"
"2017년 08월 15일","72.47","73.04","73.10","71.87","15.43M","-0.40%"
"2017년 08월 14일","72.76","72.93","73.53","72.52","22.60M","1.66%"
"2017년 08월 11일","71.57","71.39","72.25","70.72","21.83M","0.69%"
"2017년 08월 10일","71.08","72.32","73.33","70.93","35.46M","-2.24%"
"2017년 08월 09일","72.71","72.20","74.00","71.79","34.46M","-0.45%"
"2017년 08월 08일","73.04","71.51","73.72","71.48","37.25M","2.83%"
"2017년 08월 07일","71.03","71.47","71.90","70.55","31.62M","-0.49%"
"2017년 08월 04일","71.38","69.40","71.45","68.66","46.34M","2.82%"
"2017년 08월 03일","69.42","69.07","70.00","68.63","67.68M","6.51%"
"2017년 08월 02일","65.18","63.79","65.42","62.24","65.46M","1.99%"
"2017년 08월 01일","63.91","64.60","64.89","63.23","41.52M","-1.21%"
"2017년 07월 31일","64.69","67.10","68.30","64.21","42.68M","-3.46%"
"2017년 07월 28일","67.01","67.38","67.92","66.50","24.40M","0.18%"
"2017년 07월 27일","66.89","69.20","69.50","65.26","41.51M","-2.73%"
"2017년 07월 26일","68.77","68.07","69.10","67.62","24.10M","1.25%"
"2017년 07월 25일","67.92","69.00","69.12","66.83","34.95M","-0.85%"
"2017년 07월 24일","68.50","66.05","68.68","66.00","43.19M","4.29%"
"2017년 07월 21일","65.68","65.89","66.25","65.16","24.51M","-0.45%"
"2017년 07월 20일","65.98","65.38","66.04","64.84","25.83M","1.43%"
"2017년 07월 19일","65.05","65.65","66.33","64.64","31.79M","-0.91%"
"2017년 07월 18일","65.65","63.50","65.83","63.13","31.87M","2.72%"
"2017년 07월 17일","63.91","65.11","65.42","62.69","49.38M","-2.52%"
"2017년 07월 14일","65.56","64.64","65.68","64.24","28.13M","1.36%"
"2017년 07월 13일","64.68","66.02","66.32","63.99","42.97M","-1.85%"
"2017년 07월 12일","65.90","66.08","66.62","64.90","51.73M","0.70%"
"2017년 07월 11일","65.44","63.20","65.46","62.86","57.80M","3.53%"
"2017년 07월 10일","63.21","62.58","63.59","60.63","69.10M","0.91%"
"2017년 07월 07일","62.64","62.70","63.40","61.48","70.88M","1.41%"
"2017년 07월 06일","61.77","63.45","64.16","61.26","96.62M","-5.58%"
"2017년 07월 05일","65.42","69.44","69.45","65.27","85.23M","-7.23%"
"2017년 07월 03일","70.52","74.05","74.27","70.30","31.53M","-2.49%"
"2017년 06월 30일","72.32","72.74","73.35","71.92","29.24M","0.24%"
"2017년 06월 29일","72.15","74.12","74.20","70.82","41.11M","-2.83%"
"2017년 06월 28일","74.25","73.34","74.35","72.50","31.51M","2.46%"
"2017년 06월 27일","72.47","75.28","75.28","72.40","34.98M","-4.01%"
"2017년 06월 26일","75.50","77.34","77.39","74.62","33.02M","-1.55%"
"2017년 06월 23일","76.69","76.49","77.40","75.87","32.23M","0.22%"
"2017년 06월 22일","76.52","75.60","77.00","74.71","37.65M","1.65%"
"2017년 06월 21일","75.28","74.87","75.40","73.60","24.62M","1.11%"
"2017년 06월 20일","74.45","75.33","75.78","73.95","37.19M","0.66%"
"2017년 06월 19일","73.96","75.00","75.34","73.56","32.75M","-0.43%"
"2017년 06월 16일","74.28","75.59","75.60","74.02","33.65M","-1.05%"
"2017년 06월 15일","75.07","74.50","75.09","73.30","52.13M","-1.39%"
"2017년 06월 14일","76.13","76.22","76.85","75.26","64.09M","1.25%"
"2017년 06월 13일","75.19","73.52","75.20","73.32","59.04M","4.72%"
"2017년 06월 12일","71.80","71.60","72.90","70.12","52.59M","0.48%"
"2017년 06월 09일","71.46","74.88","75.37","70.96","86.31M","-3.43%"
"2017년 06월 08일","74.00","72.75","74.38","72.04","45.31M","2.88%"
"2017년 06월 07일","71.93","71.27","72.10","71.03","46.99M","1.93%"
"2017년 06월 06일","70.57","68.94","71.90","67.99","55.43M","1.60%"
"2017년 06월 05일","69.46","67.70","69.69","66.84","33.92M","2.19%"
"2017년 06월 02일","67.97","67.95","68.58","67.19","27.95M","-0.15%"
"2017년 06월 01일","68.07","68.80","68.98","67.46","38.04M","-0.19%"
"2017년 05월 31일","68.20","67.54","68.58","67.03","49.82M","1.76%"
"2017년 05월 30일","67.02","65.20","67.26","65.15","38.91M","3.06%"
"2017년 05월 26일","65.03","63.46","65.10","63.26","39.01M","2.62%"
"2017년 05월 25일","63.37","62.20","63.39","61.56","25.07M","2.14%"
"2017년 05월 24일","62.04","61.30","62.20","61.08","25.21M","2.09%"
"2017년 05월 23일","60.77","62.09","62.15","60.70","21.59M","-2.09%"
"2017년 05월 22일","62.07","62.56","62.87","61.36","21.65M","-0.16%"
"2017년 05월 19일","62.17","63.10","63.30","62.04","23.44M","-0.70%"
"2017년 05월 18일","62.61","61.40","62.79","61.06","28.27M","2.27%"
"2017년 05월 17일","61.22","62.88","62.93","61.10","33.56M","-3.44%"
"2017년 05월 16일","63.40","63.52","64.01","63.03","20.76M","0.35%"
"2017년 05월 15일","63.18","63.68","64.04","62.51","38.11M","-2.74%"
"2017년 05월 12일","64.96","65.10","65.40","64.31","20.61M","0.53%"
"2017년 05월 11일","64.62","64.68","65.20","63.92","23.77M","-0.65%"
"2017년 05월 10일","65.04","64.31","65.10","63.62","28.71M","1.23%"
"2017년 05월 09일","64.25","61.88","64.40","61.82","48.38M","4.57%"
"2017년 05월 08일","61.44","62.18","62.76","61.16","35.03M","-0.37%"
"2017년 05월 05일","61.67","59.60","61.71","59.36","40.89M","4.37%"
"2017년 05월 04일","59.09","61.49","61.55","58.15","70.76M","-5.00%"
"2017년 05월 03일","62.20","63.53","64.31","62.09","35.67M","-2.48%"
"2017년 05월 02일","63.78","64.80","65.53","63.31","26.91M","-1.22%"
"2017년 05월 01일","64.57","62.98","65.45","62.96","44.15M","2.80%"
"2017년 04월 28일","62.81","61.97","62.96","61.60","22.53M","1.75%"
"2017년 04월 27일","61.73","62.34","62.62","61.50","17.34M","-0.48%"
"2017년 04월 26일","62.03","62.47","62.90","61.80","23.48M","-1.16%"
"2017년 04월 25일","62.76","61.60","62.80","61.17","33.69M","1.87%"
"2017년 04월 24일","61.61","61.84","62.11","61.20","25.42M","0.80%"
"2017년 04월 21일","61.12","60.40","61.28","60.08","22.55M","1.02%"
"2017년 04월 20일","60.50","61.30","61.83","60.05","30.75M","-0.98%"
"2017년 04월 19일","61.10","60.49","61.32","60.42","19.49M","1.75%"
"2017년 04월 18일","60.05","59.94","60.17","59.58","15.18M","-0.40%"
"2017년 04월 17일","60.29","60.54","60.80","59.74","20.69M","-0.84%"
"2017년 04월 13일","60.80","59.34","61.48","59.06","46.42M","2.41%"
"2017년 04월 12일","59.37","61.27","61.69","59.26","30.25M","-3.84%"
"2017년 04월 11일","61.74","62.68","62.69","61.10","28.62M","-1.18%"
"2017년 04월 10일","62.48","61.83","62.75","61.74","38.32M","3.26%"
"2017년 04월 07일","60.51","59.50","60.54","59.43","22.90M","1.29%"
"2017년 04월 06일","59.74","59.38","60.39","58.82","27.60M","1.25%"
"2017년 04월 05일","59.00","60.41","60.98","58.84","39.40M","-2.86%"
"2017년 04월 04일","60.74","59.38","60.96","58.91","50.67M","1.74%"
"2017년 04월 03일","59.70","57.38","59.80","56.92","69.44M","7.26%"
"2017년 03월 31일","55.66","55.75","55.94","55.26","16.47M","0.14%"
"2017년 03월 30일","55.58","55.61","56.40","55.44","20.74M","0.18%"
"2017년 03월 29일","55.48","55.67","55.92","55.11","18.38M","-0.02%"
"2017년 03월 28일","55.49","55.40","56.14","55.00","39.94M","2.68%"
"2017년 03월 27일","54.04","52.12","54.11","51.95","31.15M","2.68%"
"2017년 03월 24일","52.63","51.14","52.78","51.00","28.24M","3.28%"
"2017년 03월 23일","50.96","51.08","51.53","50.66","16.60M","-0.08%"
"2017년 03월 22일","51.00","50.31","51.01","50.10","20.30M","1.72%"
"2017년 03월 21일","50.14","52.57","52.96","50.05","34.54M","-4.28%"
"2017년 03월 20일","52.38","52.12","52.91","51.76","18.07M","0.15%"
"2017년 03월 17일","52.30","52.80","53.07","52.24","32.49M","-0.21%"
"2017년 03월 16일","52.41","52.48","53.15","51.81","35.66M","2.46%"
"2017년 03월 15일","51.15","51.40","52.20","50.85","26.65M","-0.87%"
"2017년 03월 14일","51.60","49.22","51.62","49.20","37.99M","4.81%"
"2017년 03월 13일","49.23","48.96","49.37","48.56","15.11M","1.01%"
"2017년 03월 10일","48.74","49.24","49.30","48.60","15.33M","-0.49%"
"2017년 03월 09일","48.98","49.53","49.73","48.60","19.40M","-0.79%"
"2017년 03월 08일","49.37","49.40","50.01","49.06","18.64M","-0.70%"
"2017년 03월 07일","49.72","50.38","50.78","49.66","17.30M","-1.04%"
"2017년 03월 06일","50.24","49.58","50.34","49.50","16.78M","-0.14%"
"2017년 03월 03일","50.31","50.15","50.38","49.80","14.65M","0.42%"
"2017년 03월 02일","50.10","49.94","50.66","49.65","16.76M","0.20%"
"2017년 03월 01일","50.00","50.84","50.97","49.82","24.05M","0.00%"
"2017년 02월 28일","50.00","48.84","50.20","48.78","30.39M","1.52%"
"2017년 02월 27일","49.25","49.63","49.67","48.40","57.30M","-4.18%"
"2017년 02월 24일","51.40","50.53","51.65","50.04","40.86M","0.39%"
"2017년 02월 23일","51.20","52.80","52.93","51.11","74.58M","-6.40%"
"2017년 02월 22일","54.70","56.06","56.69","54.52","43.77M","-1.41%"
"2017년 02월 21일","55.48","55.09","56.28","54.80","28.38M","1.89%"
"2017년 02월 17일","54.45","53.16","54.58","52.83","31.29M","1.23%"
"2017년 02월 16일","53.79","55.52","56.00","53.70","35.39M","-3.86%"
"2017년 02월 15일","55.95","56.00","56.45","55.29","24.74M","-0.44%"
"2017년 02월 14일","56.20","55.81","57.48","55.72","36.73M","0.14%"
"2017년 02월 13일","56.12","54.15","56.16","54.10","35.15M","4.22%"
"2017년 02월 10일","53.85","53.96","54.19","53.22","18.10M","0.02%"
"2017년 02월 09일","53.84","53.25","54.24","53.23","39.10M","2.71%"
"2017년 02월 08일","52.42","51.47","52.67","51.24","19.67M","1.79%"
"2017년 02월 07일","51.50","51.64","52.00","51.28","21.22M","-0.10%"
"2017년 02월 06일","51.55","50.20","51.56","50.13","17.81M","2.55%"
"2017년 02월 03일","50.27","50.38","50.44","49.94","10.93M","-0.08%"
"2017년 02월 02일","50.31","49.67","50.48","49.54","12.50M","0.92%"
"2017년 02월 01일","49.85","50.61","50.64","49.81","19.79M","-1.07%"
"2017년 01월 31일","50.39","49.85","51.18","49.54","20.58M","0.52%"
"2017년 01월 30일","50.13","50.51","51.06","49.42","19.01M","-0.91%"
"2017년 01월 27일","50.59","50.28","50.60","49.70","15.83M","0.18%"
"2017년 01월 26일","50.50","50.86","51.15","50.15","15.76M","-0.77%"
"2017년 01월 25일","50.89","51.46","51.69","50.36","25.73M","-0.06%"
"2017년 01월 24일","50.92","50.00","50.96","49.93","24.83M","2.29%"
"2017년 01월 23일","49.78","49.17","50.18","49.10","31.31M","1.70%"
"2017년 01월 20일","48.95","49.09","49.20","48.60","21.02M","0.41%"
"2017년 01월 19일","48.75","49.45","49.74","48.15","38.66M","2.27%"
"2017년 01월 18일","47.67","47.33","47.94","47.12","18.84M","1.17%"
"2017년 01월 17일","47.12","47.34","47.99","46.87","23.09M","-0.90%"
"2017년 01월 13일","47.55","46.00","47.57","45.92","30.46M","3.55%"
"2017년 01월 12일","45.92","45.81","46.14","45.12","18.95M","-0.07%"
"2017년 01월 11일","45.95","45.81","46.00","45.34","18.25M","-0.04%"
"2017년 01월 10일","45.97","46.40","46.40","45.38","18.30M","-0.63%"
"2017년 01월 09일","46.26","45.79","46.38","45.60","19.90M","1.00%"
"2017년 01월 06일","45.80","45.39","46.06","45.09","27.64M","0.99%"
"2017년 01월 05일","45.35","45.28","45.50","44.39","29.56M","-0.11%"
"2017년 01월 04일","45.40","42.95","45.60","42.86","56.07M","4.61%"
"2017년 01월 03일","43.40","42.97","44.07","42.19","29.62M","1.54%"
"2016년 12월 30일","42.74","43.26","43.50","42.34","23.21M","-0.47%"
"2016년 12월 29일","42.94","43.71","43.84","42.82","20.22M","-2.30%"
"2016년 12월 28일","43.95","44.31","44.76","43.44","18.91M","0.09%"
"2016년 12월 27일","43.91","42.98","44.45","42.88","29.58M","2.91%"
