,date,매출액,매출원가,매출총이익,영업이익,순이익,자산총계,매출총이익률,영업이익률,주당순이익EPS(달러),주가수익배수PER(배),총자산이익률ROA(%)
986,2018-10-31,20252.299734748012,16383.77453580902,3868.525198938992,-418.9814323607427,-953.7188328912466,29347.85145888594,19.37218984939718,-2.332649059040577,-1.1177188328912466,-60.57273209549072,-3.410610079575597
987,2018-11-01,20282.51724137931,16409.655172413793,3872.862068965517,-418.2068965517241,-954.2758620689656,29357.655172413793,19.358739210612978,-2.3195310991877394,-1.1182758620689655,-60.52241379310345,-3.410344827586207
988,2018-11-02,20312.73474801061,16435.53580901857,3877.1989389920427,-417.43236074270555,-954.8328912466843,29367.458885941644,19.34528857182877,-2.306413139334902,-1.1188328912466843,-60.472095490716185,-3.410079575596817
989,2018-11-05,20342.95225464191,16461.41644562334,3881.5358090185678,-416.657824933687,-955.3899204244032,29377.262599469497,19.331837933044568,-2.2932951794820644,-1.119389920424403,-60.42177718832892,-3.409814323607427
990,2018-11-06,20373.16976127321,16487.297082228117,3885.872679045093,-415.8832891246684,-955.946949602122,29387.066312997347,19.31838729426036,-2.280177219629227,-1.119946949602122,-60.37145888594165,-3.409549071618037
991,2018-11-07,20403.38726790451,16513.177718832892,3890.2095490716183,-415.10875331564984,-956.5039787798408,29396.870026525197,19.30493665547616,-2.2670592597763894,-1.1205039787798408,-60.32114058355438,-3.409283819628647
992,2018-11-08,20433.60477453581,16539.058355437664,3894.5464190981434,-414.33421750663126,-957.0610079575597,29406.67374005305,19.29148601669195,-2.253941299923552,-1.1210610079575596,-60.27082228116711,-3.409018567639257
993,2018-11-09,20463.822281167108,16564.93899204244,3898.8832891246684,-413.55968169761275,-957.6180371352785,29416.4774535809,19.27803537790775,-2.2408233400707145,-1.1216180371352784,-60.220503978779846,-3.4087533156498675
994,2018-11-12,20494.039787798407,16590.819628647216,3903.220159151194,-412.7851458885942,-958.1750663129974,29426.281167108755,19.264584739123542,-2.227705380217877,-1.1221750663129972,-60.17018567639258,-3.4084880636604775
995,2018-11-13,20524.257294429706,16616.700265251988,3907.557029177719,-412.0106100795756,-958.7320954907161,29436.084880636605,19.251134100339335,-2.2145874203650395,-1.122732095490716,-60.11986737400531,-3.4082228116710875
996,2018-11-14,20554.474801061006,16642.580901856767,3911.893899204244,-411.236074270557,-959.289124668435,29445.888594164455,19.237683461555132,-2.201469460512202,-1.123289124668435,-60.06954907161804,-3.4079575596816976
997,2018-11-15,20584.692307692305,16668.46153846154,3916.2307692307695,-410.46153846153845,-959.8461538461538,29455.69230769231,19.22423282277093,-2.1883515006593646,-1.1238461538461537,-60.019230769230774,-3.4076923076923076
998,2018-11-16,20614.909814323608,16694.34217506631,3920.5676392572946,-409.6870026525199,-960.4031830238727,29465.49602122016,19.210782183986723,-2.175233540806527,-1.1244031830238725,-59.968912466843506,-3.4074270557029176
999,2018-11-19,20645.127320954907,16720.22281167109,3924.9045092838196,-408.9124668435013,-960.9602122015915,29475.299734748012,19.197331545202516,-2.1621155809536896,-1.1249602122015914,-59.91859416445624,-3.4071618037135276
1000,2018-11-20,20675.344827586207,16746.103448275862,3929.241379310345,-408.13793103448273,-961.5172413793103,29485.103448275862,19.183880906418313,-2.148997621100852,-1.1255172413793102,-59.86827586206897,-3.4068965517241376
1001,2018-11-21,20705.562334217506,16771.984084880638,3933.57824933687,-407.36339522546416,-962.0742705570292,29494.907161803712,19.170430267634107,-2.1358796612480146,-1.126074270557029,-59.8179575596817,-3.406631299734748
1002,2018-11-23,20735.77984084881,16797.864721485414,3937.915119363395,-406.5888594164456,-962.631299734748,29504.710875331566,19.156979628849903,-2.122761701395177,-1.1266312997347478,-59.767639257294434,-3.406366047745358
1003,2018-11-26,20765.997347480108,16823.745358090186,3942.2519893899207,-405.81432360742707,-963.1883289124669,29514.514588859416,19.143528990065697,-2.1096437415423397,-1.1271883289124667,-59.717320954907166,-3.406100795755968
1004,2018-11-27,20796.214854111407,16849.62599469496,3946.5888594164458,-405.0397877984085,-963.7453580901856,29524.31830238727,19.130078351281494,-2.096525781689502,-1.1277453580901855,-59.6670026525199,-3.405835543766578
1005,2018-11-28,20826.432360742707,16875.506631299737,3950.925729442971,-404.2652519893899,-964.3023872679045,29534.12201591512,19.116627712497287,-2.0834078218366647,-1.1283023872679043,-59.61668435013263,-3.405570291777188
1006,2018-11-29,20856.649867374006,16901.38726790451,3955.2625994694963,-403.49071618037135,-964.8594164456233,29543.92572944297,19.103177073713084,-2.0702898619838273,-1.1288594164456232,-59.56636604774536,-3.405305039787798
1007,2018-11-30,20886.867374005305,16927.267904509285,3959.5994694960214,-402.7161803713528,-965.4164456233422,29553.729442970824,19.089726434928878,-2.0571719021309898,-1.1294164456233422,-59.516047745358094,-3.405039787798408
1008,2018-12-03,20917.084880636605,16953.14854111406,3963.9363395225464,-401.9416445623342,-965.973474801061,29563.533156498674,19.07627579614467,-2.0440539422781523,-1.1299734748010608,-59.465729442970826,-3.4047745358090187
1009,2018-12-04,20947.302387267904,16979.029177718832,3968.273209549072,-401.16710875331563,-966.5305039787798,29573.336870026524,19.062825157360468,-2.030935982425315,-1.1305305039787799,-59.41541114058356,-3.4045092838196287
1010,2018-12-06,20977.519893899203,17004.909814323608,3972.610079575597,-400.39257294429706,-967.0875331564987,29583.140583554377,19.049374518576265,-2.0178180225724773,-1.1310875331564985,-59.36509283819629,-3.4042440318302387
1011,2018-12-07,21007.737400530503,17030.790450928384,3976.946949602122,-399.6180371352785,-967.6445623342175,29592.944297082227,19.03592387979206,-2.00470006271964,-1.1316445623342175,-59.31477453580902,-3.4039787798408487
1012,2018-12-10,21037.954907161802,17056.671087533156,3981.2838196286475,-398.8435013262599,-968.2015915119364,29602.748010610077,19.02247324100785,-1.9915821028668024,-1.1322015915119363,-59.264456233421754,-3.4037135278514588
1013,2018-12-11,21068.1724137931,17082.55172413793,3985.6206896551726,-398.0689655172414,-968.7586206896551,29612.55172413793,19.00902260222365,-1.978464143013965,-1.1327586206896552,-59.214137931034486,-3.4034482758620688
1014,2018-12-12,21098.3899204244,17108.432360742707,3989.9575596816976,-397.2944297082228,-969.315649867374,29622.35543766578,18.995571963439446,-1.9653461831611274,-1.133315649867374,-59.16381962864722,-3.403183023872679
1015,2018-12-13,21128.6074270557,17134.31299734748,3994.294429708223,-396.51989389920425,-969.8726790450928,29632.159151193635,18.98212132465524,-1.95222822330829,-1.1338726790450928,-59.11350132625995,-3.4029177718832893
1016,2018-12-14,21158.824933687003,17160.193633952254,3998.631299734748,-395.7453580901857,-970.4297082228117,29641.962864721485,18.968670685871032,-1.9391102634554525,-1.1344297082228116,-59.06318302387268,-3.4026525198938993
1017,2018-12-17,21189.042440318302,17186.07427055703,4002.968169761273,-394.9708222811671,-970.9867374005305,29651.766578249335,18.95522004708683,-1.925992303602614,-1.1349867374005305,-59.012864721485414,-3.4023872679045093
1018,2018-12-18,21219.2599469496,17211.954907161802,4007.3050397877987,-394.19628647214853,-971.5437665782493,29661.57029177719,18.941769408302623,-1.9128743437497766,-1.1355437665782493,-58.962546419098146,-3.4021220159151193
1019,2018-12-19,21249.4774535809,17237.83554376658,4011.6419098143238,-393.42175066312996,-972.1007957559682,29671.37400530504,18.92831876951842,-1.8997563838969391,-1.1361007957559681,-58.91222811671088,-3.4018567639257293
1020,2018-12-20,21279.694960212204,17263.716180371353,4015.978779840849,-392.6472148541114,-972.6578249336869,29681.177718832892,18.914868130734213,-1.8866384240441016,-1.136657824933687,-58.86190981432361,-3.4015915119363394
1021,2018-12-21,21309.912466843503,17289.596816976125,4020.3156498673743,-391.8726790450928,-973.2148541114059,29690.981432360742,18.90141749195001,-1.8735204641912642,-1.1372148541114058,-58.81159151193634,-3.4013262599469494
1022,2018-12-24,21340.129973474803,17315.477453580905,4024.6525198938994,-391.09814323607424,-973.7718832891246,29700.785145888593,18.887966853165803,-1.8604025043384267,-1.1377718832891246,-58.761273209549074,-3.4010610079575594
1023,2018-12-26,21370.347480106102,17341.358090185677,4028.9893899204244,-390.3236074270557,-974.3289124668435,29710.588859416446,18.8745162143816,-1.8472845444855892,-1.1383289124668434,-58.710954907161806,-3.40079575596817
1024,2018-12-27,21400.5649867374,17367.23872679045,4033.32625994695,-389.54907161803715,-974.8859416445623,29720.392572944296,18.861065575597394,-1.8341665846327517,-1.1388859416445622,-58.66063660477454,-3.40053050397878
1025,2018-12-28,21430.7824933687,17393.119363395228,4037.663129973475,-388.7745358090186,-975.4429708222812,29730.19628647215,18.847614936813187,-1.8210486247799142,-1.139442970822281,-58.61031830238727,-3.40026525198939
1026,2018-12-31,21461.0,17419.0,4042.0,-388.0,-976.0,29740.0,18.834164298028984,-1.807930664927077,-1.14,-58.56,-3.4
1027,2019-01-02,21476.739361702126,17434.31914893617,4042.4202127659573,-386.01063829787233,-975.2074468085107,29756.25,18.823745934079426,-1.7986189595675184,-1.1389893617021276,-58.526010638297876,-3.3962765957446805
1028,2019-01-03,21492.478723404256,17449.63829787234,4042.840425531915,-384.02127659574467,-974.4148936170212,29772.5,18.813327570129864,-1.7893072542079598,-1.1379787234042553,-58.49202127659575,-3.3925531914893616
1029,2019-01-04,21508.218085106382,17464.957446808512,4043.2606382978724,-382.031914893617,-973.6223404255319,29788.75,18.802909206180306,-1.7799955488484012,-1.1369680851063828,-58.45803191489362,-3.3888297872340423
1030,2019-01-07,21523.957446808512,17480.27659574468,4043.68085106383,-380.0425531914894,-972.8297872340426,29805.0,18.792490842230748,-1.7706838434888426,-1.1359574468085105,-58.42404255319149,-3.3851063829787233
1031,2019-01-08,21539.69680851064,17495.59574468085,4044.101063829787,-378.0531914893617,-972.0372340425532,29821.25,18.78207247828119,-1.761372138129284,-1.1349468085106382,-58.390053191489365,-3.381382978723404
1032,2019-01-09,21555.436170212764,17510.91489361702,4044.521276595745,-376.06382978723406,-971.2446808510638,29837.5,18.77165411433163,-1.7520604327697253,-1.133936170212766,-58.35606382978724,-3.377659574468085
1033,2019-01-10,21571.175531914894,17526.23404255319,4044.941489361702,-374.0744680851064,-970.4521276595744,29853.75,18.76123575038207,-1.7427487274101667,-1.1329255319148934,-58.322074468085106,-3.3739361702127657
1034,2019-01-11,21586.91489361702,17541.55319148936,4045.3617021276596,-372.0851063829787,-969.6595744680851,29870.0,18.750817386432512,-1.7334370220506081,-1.1319148936170211,-58.28808510638298,-3.370212765957447
1035,2019-01-14,21602.65425531915,17556.872340425532,4045.781914893617,-370.09574468085106,-968.8670212765958,29886.25,18.74039902248295,-1.7241253166910495,-1.1309042553191488,-58.25409574468085,-3.3664893617021274
1036,2019-01-15,21618.393617021276,17572.191489361703,4046.2021276595747,-368.1063829787234,-968.0744680851063,29902.5,18.729980658533393,-1.714813611331491,-1.1298936170212766,-58.22010638297873,-3.3627659574468085
1037,2019-01-16,21634.132978723403,17587.510638297874,4046.622340425532,-366.1170212765957,-967.281914893617,29918.75,18.719562294583834,-1.7055019059719323,-1.1288829787234043,-58.1861170212766,-3.359042553191489
1038,2019-01-17,21649.872340425532,17602.82978723404,4047.0425531914893,-364.1276595744681,-966.4893617021277,29935.0,18.709143930634276,-1.6961902006123737,-1.1278723404255317,-58.15212765957447,-3.3553191489361702
1039,2019-01-18,21665.61170212766,17618.14893617021,4047.4627659574467,-362.13829787234044,-965.6968085106383,29951.25,18.698725566684715,-1.686878495252815,-1.1268617021276595,-58.11813829787234,-3.351595744680851
1040,2019-01-22,21681.35106382979,17633.468085106382,4047.8829787234044,-360.1489361702128,-964.9042553191489,29967.5,18.688307202735157,-1.6775667898932562,-1.1258510638297872,-58.084148936170216,-3.347872340425532
1041,2019-01-23,21697.090425531915,17648.787234042553,4048.303191489362,-358.1595744680851,-964.1117021276596,29983.75,18.6778888387856,-1.6682550845336976,-1.1248404255319149,-58.05015957446809,-3.3441489361702126
1042,2019-01-24,21712.82978723404,17664.106382978724,4048.723404255319,-356.17021276595744,-963.3191489361702,30000.0,18.667470474836037,-1.658943379174139,-1.1238297872340424,-58.01617021276596,-3.3404255319148937
1043,2019-01-25,21728.56914893617,17679.425531914894,4049.1436170212764,-354.1808510638298,-962.5265957446809,30016.25,18.65705211088648,-1.6496316738145804,-1.12281914893617,-57.98218085106383,-3.3367021276595743
1044,2019-01-28,21744.308510638297,17694.744680851065,4049.563829787234,-352.1914893617021,-961.7340425531914,30032.5,18.64663374693692,-1.6403199684550218,-1.1218085106382978,-57.948191489361704,-3.3329787234042554
1045,2019-01-29,21760.047872340427,17710.063829787236,4049.9840425531916,-350.20212765957444,-960.9414893617021,30048.75,18.636215382987363,-1.6310082630954632,-1.1207978723404255,-57.91420212765958,-3.329255319148936
1046,2019-01-30,21775.787234042553,17725.382978723403,4050.404255319149,-348.21276595744683,-960.1489361702128,30065.0,18.6257970190378,-1.6216965577359046,-1.1197872340425532,-57.88021276595745,-3.325531914893617
1047,2019-01-31,21791.52659574468,17740.702127659573,4050.824468085106,-346.22340425531917,-959.3563829787234,30081.25,18.615378655088243,-1.612384852376346,-1.1187765957446807,-57.84622340425532,-3.3218085106382977
1048,2019-02-01,21807.26595744681,17756.021276595744,4051.244680851064,-344.2340425531915,-958.563829787234,30097.5,18.604960291138685,-1.6030731470167874,-1.1177659574468084,-57.81223404255319,-3.318085106382979
1049,2019-02-04,21823.005319148935,17771.340425531915,4051.6648936170213,-342.24468085106383,-957.7712765957447,30113.75,18.594541927189127,-1.5937614416572288,-1.116755319148936,-57.77824468085107,-3.3143617021276595
1050,2019-02-05,21838.744680851065,17786.659574468085,4052.0851063829787,-340.25531914893617,-956.9787234042553,30130.0,18.584123563239565,-1.5844497362976702,-1.1157446808510638,-57.74425531914894,-3.3106382978723405
1051,2019-02-06,21854.48404255319,17801.978723404256,4052.505319148936,-338.2659574468085,-956.186170212766,30146.25,18.573705199290007,-1.5751380309381116,-1.1147340425531913,-57.71026595744681,-3.306914893617021
1052,2019-02-07,21870.22340425532,17817.297872340427,4052.925531914894,-336.27659574468083,-955.3936170212766,30162.5,18.56328683534045,-1.565826325578553,-1.113723404255319,-57.67627659574468,-3.3031914893617023
1053,2019-02-08,21885.962765957447,17832.617021276597,4053.345744680851,-334.2872340425532,-954.6010638297872,30178.75,18.552868471390887,-1.5565146202189943,-1.1127127659574467,-57.642287234042556,-3.299468085106383
1054,2019-02-11,21901.702127659573,17847.936170212764,4053.7659574468084,-332.29787234042556,-953.8085106382979,30195.0,18.54245010744133,-1.5472029148594357,-1.1117021276595744,-57.60829787234043,-3.295744680851064
1055,2019-02-12,21917.441489361703,17863.255319148935,4054.186170212766,-330.3085106382979,-953.0159574468086,30211.25,18.53203174349177,-1.5378912094998771,-1.1106914893617021,-57.5743085106383,-3.2920212765957446
1056,2019-02-13,21933.18085106383,17878.574468085106,4054.6063829787236,-328.3191489361702,-952.2234042553191,30227.5,18.521613379542213,-1.5285795041403185,-1.1096808510638296,-57.54031914893617,-3.2882978723404257
1057,2019-02-14,21948.92021276596,17893.893617021276,4055.026595744681,-326.32978723404256,-951.4308510638298,30243.75,18.51119501559265,-1.51926779878076,-1.1086702127659573,-57.506329787234044,-3.2845744680851063
1058,2019-02-15,21964.659574468085,17909.212765957447,4055.446808510638,-324.3404255319149,-950.6382978723404,30260.0,18.500776651643093,-1.5099560934212013,-1.107659574468085,-57.47234042553192,-3.280851063829787
1059,2019-02-19,21980.39893617021,17924.531914893618,4055.8670212765956,-322.3510638297872,-949.8457446808511,30276.25,18.490358287693535,-1.5006443880616427,-1.1066489361702128,-57.43835106382979,-3.277127659574468
1060,2019-02-20,21996.13829787234,17939.85106382979,4056.2872340425533,-320.36170212765956,-949.0531914893617,30292.5,18.479939923743974,-1.491332682702084,-1.1056382978723402,-57.40436170212766,-3.273404255319149
1061,2019-02-21,22011.877659574468,17955.17021276596,4056.7074468085107,-318.3723404255319,-948.2606382978723,30308.75,18.469521559794416,-1.4820209773425255,-1.104627659574468,-57.37037234042553,-3.2696808510638298
1062,2019-02-22,22027.617021276597,17970.489361702126,4057.127659574468,-316.3829787234043,-947.468085106383,30325.0,18.459103195844857,-1.4727092719829669,-1.1036170212765957,-57.33638297872341,-3.2659574468085104
1063,2019-02-25,22043.356382978724,17985.808510638297,4057.5478723404253,-314.3936170212766,-946.6755319148937,30341.25,18.4486848318953,-1.4633975666234083,-1.1026063829787234,-57.30239361702128,-3.2622340425531915
1064,2019-02-26,22059.09574468085,18001.127659574468,4057.968085106383,-312.40425531914894,-945.8829787234042,30357.5,18.438266467945738,-1.4540858612638496,-1.1015957446808509,-57.268404255319155,-3.258510638297872
1065,2019-02-27,22074.83510638298,18016.44680851064,4058.3882978723404,-310.4148936170213,-945.0904255319149,30373.75,18.42784810399618,-1.444774155904291,-1.1005851063829786,-57.23441489361702,-3.254787234042553
1066,2019-02-28,22090.574468085106,18031.76595744681,4058.808510638298,-308.4255319148936,-944.2978723404256,30390.0,18.41742974004662,-1.4354624505447324,-1.0995744680851063,-57.200425531914895,-3.251063829787234
1067,2019-03-01,22106.313829787236,18047.08510638298,4059.228723404255,-306.43617021276594,-943.5053191489362,30406.25,18.40701137609706,-1.4261507451851738,-1.098563829787234,-57.16643617021277,-3.247340425531915
1068,2019-03-04,22122.05319148936,18062.40425531915,4059.648936170213,-304.44680851063833,-942.7127659574468,30422.5,18.396593012147502,-1.4168390398256152,-1.0975531914893617,-57.13244680851064,-3.2436170212765956
1069,2019-03-05,22137.792553191488,18077.72340425532,4060.06914893617,-302.45744680851067,-941.9202127659574,30438.75,18.386174648197944,-1.4075273344660566,-1.0965425531914892,-57.09845744680851,-3.2398936170212767
1070,2019-03-06,22153.531914893618,18093.042553191488,4060.4893617021276,-300.468085106383,-941.1276595744681,30455.0,18.375756284248386,-1.398215629106498,-1.095531914893617,-57.064468085106384,-3.2361702127659573
1071,2019-03-07,22169.271276595744,18108.36170212766,4060.909574468085,-298.47872340425533,-940.3351063829787,30471.25,18.365337920298824,-1.3889039237469394,-1.0945212765957446,-57.03047872340426,-3.2324468085106384
1072,2019-03-08,22185.010638297874,18123.68085106383,4061.3297872340427,-296.48936170212767,-939.5425531914893,30487.5,18.354919556349266,-1.3795922183873808,-1.0935106382978723,-56.99648936170213,-3.228723404255319
1073,2019-03-11,22200.75,18139.0,4061.75,-294.5,-938.75,30503.75,18.344501192399708,-1.3702805130278222,-1.0924999999999998,-56.962500000000006,-3.225
1074,2019-03-12,22216.489361702126,18154.31914893617,4062.1702127659573,-292.51063829787233,-937.9574468085107,30520.0,18.334082828450146,-1.3609688076682636,-1.0914893617021275,-56.92851063829787,-3.2212765957446807
1075,2019-03-13,22232.228723404256,18169.63829787234,4062.590425531915,-290.52127659574467,-937.1648936170213,30536.25,18.323664464500588,-1.351657102308705,-1.0904787234042552,-56.894521276595746,-3.217553191489362
1076,2019-03-14,22247.968085106382,18184.957446808512,4063.0106382978724,-288.531914893617,-936.3723404255319,30552.5,18.31324610055103,-1.3423453969491463,-1.089468085106383,-56.86053191489362,-3.2138297872340424
1077,2019-03-15,22263.707446808512,18200.276595744683,4063.43085106383,-286.54255319148933,-935.5797872340426,30568.75,18.302827736601472,-1.3330336915895877,-1.0884574468085106,-56.826542553191494,-3.2101063829787235
1078,2019-03-18,22279.44680851064,18215.59574468085,4063.851063829787,-284.5531914893617,-934.7872340425532,30585.0,18.29240937265191,-1.3237219862300291,-1.0874468085106381,-56.79255319148936,-3.206382978723404
1079,2019-03-19,22295.186170212764,18230.91489361702,4064.271276595745,-282.56382978723406,-933.9946808510638,30601.25,18.281991008702352,-1.3144102808704703,-1.0864361702127658,-56.758563829787235,-3.2026595744680852
1080,2019-03-20,22310.925531914894,18246.23404255319,4064.691489361702,-280.5744680851064,-933.2021276595744,30617.5,18.271572644752794,-1.305098575510912,-1.0854255319148935,-56.72457446808511,-3.198936170212766
1081,2019-03-21,22326.66489361702,18261.55319148936,4065.1117021276596,-278.5851063829787,-932.4095744680851,30633.75,18.261154280803233,-1.2957868701513533,-1.0844148936170213,-56.69058510638298,-3.195212765957447
1082,2019-03-22,22342.40425531915,18276.872340425532,4065.531914893617,-276.59574468085106,-931.6170212765958,30650.0,18.250735916853674,-1.2864751647917945,-1.0834042553191487,-56.65659574468085,-3.1914893617021276
1083,2019-03-25,22358.143617021276,18292.191489361703,4065.9521276595747,-274.6063829787234,-930.8244680851064,30666.25,18.240317552904116,-1.2771634594322359,-1.0823936170212765,-56.622606382978724,-3.1877659574468087
1084,2019-03-26,22373.882978723403,18307.510638297874,4066.372340425532,-272.6170212765958,-930.031914893617,30682.5,18.22989918895456,-1.2678517540726773,-1.0813829787234042,-56.5886170212766,-3.1840425531914893
1085,2019-03-27,22389.622340425532,18322.82978723404,4066.7925531914893,-270.6276595744681,-929.2393617021277,30698.75,18.219480825004997,-1.2585400487131186,-1.0803723404255319,-56.55462765957447,-3.1803191489361704
1086,2019-03-28,22405.36170212766,18338.14893617021,4067.2127659574467,-268.63829787234044,-928.4468085106383,30715.0,18.20906246105544,-1.24922834335356,-1.0793617021276596,-56.520638297872345,-3.176595744680851
1087,2019-03-29,22421.10106382979,18353.468085106382,4067.6329787234044,-266.6489361702128,-927.6542553191489,30731.25,18.19864409710588,-1.2399166379940014,-1.078351063829787,-56.48664893617021,-3.172872340425532
1088,2019-04-01,22436.840425531915,18368.787234042553,4068.053191489362,-264.6595744680851,-926.8617021276596,30747.5,18.188225733156322,-1.2306049326344428,-1.0773404255319148,-56.452659574468086,-3.1691489361702128
